group	truth_insertion_name	ref_chr	truth_ref_pos	vir_chr	pred_insertion_name	pred_chr_pos	total_reads
subset.insertion_seqs.fa	chr10~79937626~79938625~+~HPV35~4333~5332~+	chr10	79938625	HPV35	chr10~79938114~79938626	79938625	180
subset.insertion_seqs.fa	chr10~88905967~88906966~-~HPV39~3653~4652~-	chr10	88905967	HPV39	chr10~88905966~88906463	88905966	207
subset.insertion_seqs.fa	chr10~90822889~90823888~+~HPV16~6880~7879~-	chr10	90823888	HPV16	chr10~90823350~90823888	90823887	185
subset.insertion_seqs.fa	chr10~94214182~94215181~+~HPV18~4400~5399~-	chr10	94215181	HPV18	chr10~94214643~94215208	0	196
subset.insertion_seqs.fa	chr10~109016170~109017169~+~HPV33~3523~4522~+	chr10	109017169	HPV33	chr10~109016610~109017205	109017168	187
subset.insertion_seqs.fa	chr10~110405713~110406712~+~HPV33~2075~3074~+	chr10	110406712	HPV33	chr10~110406162~110406712	110406711	215
subset.insertion_seqs.fa	chr10~12758166~12759165~-~HPV33~6073~7072~-	chr10	12758166	HPV33	chr10~125924784~125925186	0	120
subset.insertion_seqs.fa	chr10~132648760~132649759~-~HPV39~2113~3112~-	chr10	132648760	HPV39	chr10~132648759~132649325	132648759	220
subset.insertion_seqs.fa	chr11~5009490~5010489~+~HPV18~4716~5715~+	chr11	5010489	HPV18	chr11~5009922~5010488	5010487	215
subset.insertion_seqs.fa	chr11~8621081~8622080~-~HPV18~5884~6883~-	chr11	8621081	HPV18	chr11~8621078~8621647	8621080	221
subset.insertion_seqs.fa	chr11~16347289~16348288~-~HPV16~3664~4663~-	chr11	16347289	HPV16	chr11~16347287~16347859	16347288	179
subset.insertion_seqs.fa	chr11~38631859~38632858~-~HPV35~3816~4815~+	chr11	38631859	HPV35	chr11~38631852~38632406	0	172
subset.insertion_seqs.fa	chr11~47219257~47220256~+~HPV33~898~1897~+	chr11	47220256	HPV33	chr11~47219724~47220256	47220254	136
subset.insertion_seqs.fa	chr11~59429894~59430893~-~HPV45~3918~4917~-	chr11	59429894	HPV45	chr11~59429893~59430413	59429893	220
subset.insertion_seqs.fa	chr11~60451994~60452993~+~HPV45~2726~3725~+	chr11	60452993	HPV45	chr11~60452496~60453024	60452989	202
subset.insertion_seqs.fa	chr11~60937973~60938972~+~HPV39~6273~7272~-	chr11	60938972	HPV39	chr11~60938427~60938972	60938971	208
subset.insertion_seqs.fa	chr11~79889526~79890525~+~HPV31~3349~4348~-	chr11	79890525	HPV31	chr11~79889969~79890560	79890524	216
subset.insertion_seqs.fa	chr11~60937973~60938972~+~HPV39~6273~7272~-	chr11	60938972	HPV39	chr11~88892970~88893424	0	129
subset.insertion_seqs.fa	chr11~91586823~91587822~+~HPV16~3439~4438~+	chr11	91587822	HPV16	chr11~91587311~91587822	91587821	180
subset.insertion_seqs.fa	chr11~97654275~97655274~-~HPV16~3353~4352~+	chr11	97654275	HPV16	chr11~97654273~97654812	97654273	187
subset.insertion_seqs.fa	chr11~98111715~98112714~-~HPV16~5132~6131~+	chr11	98111715	HPV16	chr11~98111713~98112214	98111714	147
subset.insertion_seqs.fa	chr11~100020532~100021531~+~HPV33~1566~2565~+	chr11	100021531	HPV33	chr11~100020981~100021531	100021530	215
subset.insertion_seqs.fa	chr11~103797319~103798318~+~HPV16~2869~3868~+	chr11	103798318	HPV16	chr11~103797747~103798318	103798317	179
subset.insertion_seqs.fa	chr11~106090463~106091462~-~HPV45~2701~3700~+	chr11	106090463	HPV45	chr11~106090462~106090959	106090462	206
subset.insertion_seqs.fa	chr11~128452705~128453704~-~HPV35~6421~7420~-	chr11	128452705	HPV35	chr11~128452704~128453252	128452704	176
subset.insertion_seqs.fa	chr12~2929082~2930081~+~HPV33~3615~4614~+	chr12	2930081	HPV33	chr12~2929551~2930081	2930080	121
subset.insertion_seqs.fa	chr12~13198049~13199048~+~HPV39~962~1961~+	chr12	13199048	HPV39	chr12~13198503~13199048	13199047	207
subset.insertion_seqs.fa	chr12~31659404~31660403~+~HPV33~6499~7498~+	chr12	31660403	HPV33	chr12~31659894~31660403	31660402	137
subset.insertion_seqs.fa	chr12~38926999~38927998~-~HPV35~4894~5893~+	chr12	38926999	HPV35	chr12~38926997~38927509	38926997	180
subset.insertion_seqs.fa	chr12~60496740~60497739~+~HPV18~6691~7690~-	chr12	60497739	HPV18	chr12~60497296~60497774	60497738	108
subset.insertion_seqs.fa	chr12~77586348~77587347~+~HPV33~4537~5536~+	chr12	77587347	HPV33	chr12~77586797~77587347	77587346	215
subset.insertion_seqs.fa	chr12~95769802~95770801~+~HPV31~3368~4367~+	chr12	95770801	HPV31	chr12~95770245~95770836	95770800	216
subset.insertion_seqs.fa	chr12~98547125~98548124~+~HPV18~1358~2357~-	chr12	98548124	HPV18	chr12~98547557~98548124	98548123	214
subset.insertion_seqs.fa	chr12~103578384~103579383~-~HPV16~6568~7567~-	chr12	103578384	HPV16	chr12~103578382~103578894	103578383	180
subset.insertion_seqs.fa	chr12~103989583~103990582~-~HPV45~4663~5662~+	chr12	103989583	HPV45	chr12~103989579~103990102	103989581	222
subset.insertion_seqs.fa	chr12~108483849~108484848~+~HPV45~2353~3352~+	chr12	108484848	HPV45	chr12~108484328~108484848	108484847	212
subset.insertion_seqs.fa	chr13~20272041~20273040~+~HPV16~2402~3401~-	chr13	20273040	HPV16	chr13~20272529~20273040	20273039	180
subset.insertion_seqs.fa	chr13~21165512~21166511~+~HPV31~462~1461~+	chr13	21166511	HPV31	chr13~21165955~21166498	0	174
subset.insertion_seqs.fa	chr13~21303882~21304881~+~HPV45~3907~4906~-	chr13	21304881	HPV45	chr13~21304384~21304883	21304882	210
subset.insertion_seqs.fa	chr13~22286716~22287715~-~HPV45~5203~6202~+	chr13	22286716	HPV45	chr13~22286712~22287235	22286715	220
subset.insertion_seqs.fa	chr13~22949043~22950042~-~HPV33~734~1733~+	chr13	22949043	HPV33	chr13~22949042~22949574	0	113
subset.insertion_seqs.fa	chr13~28823600~28824599~-~HPV33~1716~2715~+	chr13	28823600	HPV33	chr13~28823599~28824149	28823599	204
subset.insertion_seqs.fa	chr13~34247750~34248749~+~HPV18~5549~6548~-	chr13	34248749	HPV18	chr13~34248230~34248748	34248747	214
subset.insertion_seqs.fa	chr13~46765618~46766617~+~HPV45~5775~6774~+	chr13	46766617	HPV45	chr13~46766032~46766617	46766616	214
subset.insertion_seqs.fa	chr13~94740398~94741397~-~HPV45~5268~6267~-	chr13	94740398	HPV45	chr13~94740397~94740802	94740397	196
subset.insertion_seqs.fa	chr13~103129197~103130196~-~HPV39~6341~7340~+	chr13	103129197	HPV39	chr13~103129196~103129746	103129196	215
subset.insertion_seqs.fa	chr13~112277644~112278643~-~HPV35~1991~2990~-	chr13	112277644	HPV35	chr13~112277643~112278167	0	44
subset.insertion_seqs.fa	chr13~112740282~112741281~+~HPV31~2194~3193~+	chr13	112741281	HPV31	chr13~112740725~112741316	112741280	215
subset.insertion_seqs.fa	chr13~113182972~113183971~-~HPV18~2958~3957~-	chr13	113182972	HPV18	chr13~113182969~113183509	113182972	197
subset.insertion_seqs.fa	chr14~22894291~22895290~+~HPV16~2554~3553~+	chr14	22895290	HPV16	chr14~22894719~22895135	0	29
subset.insertion_seqs.fa	chr14~28350837~28351836~-~HPV33~6198~7197~-	chr14	28350837	HPV33	chr14~28350835~28351395	28350836	190
subset.insertion_seqs.fa	chr14~32691412~32692411~+~HPV18~98~1097~-	chr14	32692411	HPV18	chr14~32691873~32692410	32692409	197
subset.insertion_seqs.fa	chr14~37563205~37564204~+~HPV35~2355~3354~-	chr14	37564204	HPV35	chr14~37563656~37564204	37564203	178
subset.insertion_seqs.fa	chr14~38524926~38525925~-~HPV39~3007~4006~-	chr14	38524926	HPV39	chr14~38524923~38525470	0	209
subset.insertion_seqs.fa	chr14~39350791~39351790~+~HPV39~3043~4042~+	chr14	39351790	HPV39	chr14~39351224~39351790	39351789	223
subset.insertion_seqs.fa	chr14~47814862~47815861~-~HPV33~5661~6660~-	chr14	47814862	HPV33	chr14~47814860~47815420	47814861	167
subset.insertion_seqs.fa	chr14~57711628~57712627~-~HPV31~1878~2877~+	chr14	57711628	HPV31	chr14~57711627~57712183	57711627	216
subset.insertion_seqs.fa	chr14~62374724~62375723~-~HPV18~4230~5229~-	chr14	62374724	HPV18	chr14~62374723~62375261	62374724	197
subset.insertion_seqs.fa	chr14~69352882~69353881~-~HPV16~1453~2452~+	chr14	69352882	HPV16	chr14~69352880~69353392	69352880	180
subset.insertion_seqs.fa	chr14~94591466~94592465~+~HPV39~115~1114~-	chr14	94592465	HPV39	chr14~94591899~94592465	94592464	223
subset.insertion_seqs.fa	chr15~21932575~21933574~+~HPV35~264~1263~+	chr15	21933574	HPV35	chr15~28321071~28321167	0	16
subset.insertion_seqs.fa	chr15~31749859~31750858~+~HPV39~4204~5203~-	chr15	31750858	HPV39	chr15~31750308~31750859	31750858	214
subset.insertion_seqs.fa	chr15~40234960~40235959~-~HPV35~3552~4551~-	chr15	40234960	HPV35	chr15~40234958~40235470	40234958	180
subset.insertion_seqs.fa	chr15~43407943~43408942~+~HPV35~5656~6655~+	chr15	43408942	HPV35	chr15~43408394~43408942	43408941	176
subset.insertion_seqs.fa	chr15~49880692~49881691~+~HPV39~1487~2486~-	chr15	49881691	HPV39	chr15~49881194~49881691	49881690	208
subset.insertion_seqs.fa	chr15~67399405~67400404~-~HPV45~4348~5347~-	chr15	67399405	HPV45	chr15~67399400~67399924	67399403	222
subset.insertion_seqs.fa	chr15~67904595~67905594~-~HPV16~5671~6670~-	chr15	67904595	HPV16	chr15~67904642~67905094	0	166
subset.insertion_seqs.fa	chr15~69557799~69558798~-~HPV33~6506~7505~+	chr15	69557799	HPV33	chr15~69557796~69558348	69557798	215
subset.insertion_seqs.fa	chr15~21932575~21933574~+~HPV35~264~1263~+	chr15	21933574	HPV35	chr15~72301454~72301931	0	112
subset.insertion_seqs.fa	chr15~77771255~77772254~-~HPV16~4192~5191~+	chr15	77771255	HPV16	chr15~77771253~77771764	77771253	191
subset.insertion_seqs.fa	chr15~100512208~100513207~-~HPV31~4058~5057~-	chr15	100512208	HPV31	chr15~100512207~100512745	100512207	213
subset.insertion_seqs.fa	chr16~24269724~24270723~+~HPV45~4822~5821~-	chr16	24270723	HPV45	chr16~24270226~24270723	24270722	207
subset.insertion_seqs.fa	chr16~59686697~59687696~-~HPV31~376~1375~-	chr16	59686697	HPV31	chr16~59686696~59687252	59686696	208
subset.insertion_seqs.fa	chr16~61991436~61992435~-~HPV39~1191~2190~-	chr16	61991436	HPV39	chr16~61991435~61992001	61991435	223
subset.insertion_seqs.fa	chr16~64210220~64211219~+~HPV18~473~1472~-	chr16	64211219	HPV18	chr16~64210700~64211223	64211217	217
subset.insertion_seqs.fa	chr16~65846520~65847519~-~HPV31~3385~4384~+	chr16	65846520	HPV31	chr16~65846519~65847029	65846519	190
subset.insertion_seqs.fa	chr16~66297725~66298724~-~HPV18~3853~4852~+	chr16	66297725	HPV18	chr16~66297724~66298262	66297725	197
subset.insertion_seqs.fa	chr16~71999136~72000135~+~HPV39~4138~5137~+	chr16	72000135	HPV39	chr16~71999569~72000135	72000134	223
subset.insertion_seqs.fa	chr16~73393056~73394055~-~HPV33~1594~2593~+	chr16	73393056	HPV33	chr16~73393053~73393587	73393053	205
subset.insertion_seqs.fa	chr16~75319390~75320389~+~HPV39~2264~3263~+	chr16	75320389	HPV39	chr16~75319844~75320389	75320388	208
subset.insertion_seqs.fa	chr16~24269724~24270723~+~HPV45~4822~5821~-	chr16	24270723	HPV45	chr16~79248664~79249182	0	201
subset.insertion_seqs.fa	chr16~87541867~87542866~-~HPV39~4155~5154~-	chr16	87541867	HPV39	chr16~87541865~87542432	87541865	224
subset.insertion_seqs.fa	chr17~4366052~4367051~+~HPV39~2447~3446~+	chr17	4367051	HPV39	chr17~4366506~4367051	4367050	203
subset.insertion_seqs.fa	chr17~9404796~9405795~-~HPV18~3873~4872~+	chr17	9404796	HPV18	chr17~9404795~9405333	9404796	195
subset.insertion_seqs.fa	chr17~20412793~20413792~-~HPV16~5811~6810~+	chr17	20412793	HPV16	chr17~20412791~20413302	20412791	47
subset.insertion_seqs.fa	chr17~30865657~30866656~-~HPV31~6580~7579~-	chr17	30865657	HPV31	chr17~30865655~30866194	30865655	213
subset.insertion_seqs.fa	chr17~32425060~32426059~-~HPV45~20~1019~+	chr17	32425060	HPV45	chr17~32425056~32425528	32425057	139
subset.insertion_seqs.fa	chr17~33470268~33471267~-~HPV33~5635~6634~+	chr17	33470268	HPV33	chr17~33470265~33470826	33470267	190
subset.insertion_seqs.fa	chr17~48897021~48898020~+~HPV18~4923~5922~-	chr17	48898020	HPV18	chr17~48897453~48898020	48898019	219
subset.insertion_seqs.fa	chr17~49264624~49265623~-~HPV31~3666~4665~-	chr17	49264624	HPV31	chr17~49264623~49265161	49264623	211
subset.insertion_seqs.fa	chr17~50935379~50936378~-~HPV39~1097~2096~-	chr17	50935379	HPV39	chr17~50935378~50935923	50935378	207
subset.insertion_seqs.fa	chr17~65499821~65500820~+~HPV16~744~1743~-	chr17	65500820	HPV16	chr17~65500310~65500855	65500819	189
subset.insertion_seqs.fa	chr17~73059665~73060664~+~HPV35~3041~4040~-	chr17	73060664	HPV35	chr17~73060211~73060664	73060663	181
subset.insertion_seqs.fa	chr17~75073896~75074895~-~HPV45~3111~4110~+	chr17	75073896	HPV45	chr17~75073895~75074415	75073895	220
subset.insertion_seqs.fa	chr18~1875685~1876684~-~HPV18~49~1048~-	chr18	1875685	HPV18	chr18~1875683~1876251	1875684	219
subset.insertion_seqs.fa	chr18~4607425~4608424~-~HPV18~2277~3276~-	chr18	4607425	HPV18	chr18~4607423~4607991	4607424	219
subset.insertion_seqs.fa	chr18~13542448~13543447~-~HPV18~4948~5947~-	chr18	13542448	HPV18	chr18~13542446~13543014	13542447	219
subset.insertion_seqs.fa	chr18~27397605~27398604~+~HPV39~4540~5539~+	chr18	27398604	HPV39	chr18~27398038~27398604	27398603	225
subset.insertion_seqs.fa	chr18~40053309~40054308~+~HPV45~3789~4788~+	chr18	40054308	HPV45	chr18~40053811~40054308	40054307	96
subset.insertion_seqs.fa	chr18~51240706~51241705~+~HPV45~129~1128~-	chr18	51241705	HPV45	chr18~51241120~51241705	51241704	212
subset.insertion_seqs.fa	chr18~56561239~56562238~-~HPV35~5320~6319~+	chr18	56561239	HPV35	chr18~56561238~56561786	56561238	175
subset.insertion_seqs.fa	chr18~57040334~57041333~-~HPV16~6272~7271~+	chr18	57040334	HPV16	chr18~57040332~57040904	57040333	179
subset.insertion_seqs.fa	chr18~61534767~61535766~+~HPV33~5865~6864~+	chr18	61535766	HPV33	chr18~61535260~61535766	61535765	188
subset.insertion_seqs.fa	chr18~27397605~27398604~+~HPV39~4540~5539~+	chr18	27398604	HPV39	chr18~62615782~62616313	0	189
subset.insertion_seqs.fa	chr18~62715179~62716178~+~HPV35~5509~6508~-	chr18	62716178	HPV35	chr18~62715685~62716179	62716178	190
subset.insertion_seqs.fa	chr18~70954795~70955794~-~HPV16~4018~5017~+	chr18	70954795	HPV16	chr18~70954792~70955332	70954794	121
subset.insertion_seqs.fa	chr18~71026199~71027198~-~HPV35~2201~3200~+	chr18	71026199	HPV35	chr18~71026197~71026746	71026197	177
subset.insertion_seqs.fa	chr18~73407386~73408385~-~HPV18~3271~4270~+	chr18	73407386	HPV18	chr18~73407385~73407904	73407386	214
subset.insertion_seqs.fa	chr18~1875685~1876684~-~HPV18~49~1048~-	chr18	1875685	HPV18	chr18~73440278~73440798	0	208
subset.insertion_seqs.fa	chr19~6565204~6566203~+~HPV45~4352~5351~+	chr19	6566203	HPV45	chr19~6565868~6566227	0	50
subset.insertion_seqs.fa	chr19~7960172~7961171~-~HPV45~5246~6245~+	chr19	7960172	HPV45	chr19~7960170~7960668	7960170	209
subset.insertion_seqs.fa	chr19~11291122~11292121~-~HPV31~2637~3636~+	chr19	11291122	HPV31	chr19~11291121~11291677	11291121	213
subset.insertion_seqs.fa	chr19~21247122~21248121~-~HPV45~3895~4894~+	chr19	21247122	HPV45	chr19~21247121~21247706	21247121	211
subset.insertion_seqs.fa	chr19~23932128~23933127~-~HPV31~6731~7730~+	chr19	23932128	HPV31	chr19~23932127~23932637	23932127	183
subset.insertion_seqs.fa	chr19~33719392~33720391~+~HPV16~5407~6406~+	chr19	33720391	HPV16	chr19~33719853~33720391	33720390	187
subset.insertion_seqs.fa	chr19~35201960~35202959~+~HPV16~3167~4166~+	chr19	35202959	HPV16	chr19~35202465~35202959	35202958	184
subset.insertion_seqs.fa	chr19~6565204~6566203~+~HPV45~4352~5351~+	chr19	6566203	HPV45	chr19~37677487~37677917	0	157
subset.insertion_seqs.fa	chr19~49501671~49502670~-~HPV33~5596~6595~+	chr19	49501671	HPV33	chr19~49501668~49502181	49501669	211
subset.insertion_seqs.fa	chr19~50944417~50945416~+~HPV35~5247~6246~-	chr19	50945416	HPV35	chr19~50944905~50945416	50945415	163
subset.insertion_seqs.fa	chr19~53535676~53536675~+~HPV18~2075~3074~-	chr19	53536675	HPV18	chr19~53536137~53536702	0	193
subset.insertion_seqs.fa	chr2~4013589~4014588~-~HPV35~6012~7011~+	chr2	4013589	HPV35	chr2~4013582~4014081	0	189
subset.insertion_seqs.fa	chr2~15501003~15502002~-~HPV16~3369~4368~-	chr2	15501003	HPV16	chr2~15501002~15501540	15501002	141
subset.insertion_seqs.fa	chr2~33089665~33090664~+~HPV33~331~1330~+	chr2	33090664	HPV33	chr2~33090105~33090664	33090663	190
subset.insertion_seqs.fa	chr2~42250084~42251083~+~HPV31~2109~3108~+	chr2	42251083	HPV31	chr2~42250527~42251118	42251083	201
subset.insertion_seqs.fa	chr2~42715667~42716666~+~HPV39~1618~2617~+	chr2	42716666	HPV39	chr2~42716100~42716666	42716665	195
subset.insertion_seqs.fa	chr2~66167763~66168762~-~HPV33~5496~6495~-	chr2	66167763	HPV33	chr2~66167762~66168312	66167762	216
subset.insertion_seqs.fa	chr2~69647480~69648479~-~HPV39~1820~2819~-	chr2	69647480	HPV39	chr2~69647479~69648024	69647479	122
subset.insertion_seqs.fa	chr2~4013589~4014588~-~HPV35~6012~7011~+	chr2	4013589	HPV35	chr2~89107288~89107621	0	67
subset.insertion_seqs.fa	chr2~102182056~102183055~-~HPV39~4214~5213~-	chr2	102182056	HPV39	chr2~102182052~102182552	102182054	208
subset.insertion_seqs.fa	chr2~42250084~42251083~+~HPV31~2109~3108~+	chr2	42251083	HPV31	chr2~108771605~108772115	0	148
subset.insertion_seqs.fa	chr2~134345894~134346893~-~HPV18~4672~5671~-	chr2	134345894	HPV18	chr2~134345893~134346412	134345894	214
subset.insertion_seqs.fa	chr2~134345894~134346893~-~HPV18~4672~5671~-	chr2	134345894	HPV18	chr2~155752842~155753403	0	201
subset.insertion_seqs.fa	chr2~162521855~162522854~+~HPV33~2734~3733~+	chr2	162522854	HPV33	chr2~162522322~162522854	162522853	206
subset.insertion_seqs.fa	chr2~134345894~134346893~-~HPV18~4672~5671~-	chr2	134345894	HPV18	chr2~184219515~184220084	0	217
subset.insertion_seqs.fa	chr2~185527502~185528501~+~HPV45~799~1798~-	chr2	185528501	HPV45	chr2~185527916~185528501	185528500	212
subset.insertion_seqs.fa	chr2~192283746~192284745~-~HPV16~152~1151~+	chr2	192283746	HPV16	chr2~192283744~192284283	192283745	130
subset.insertion_seqs.fa	chr2~42715667~42716666~+~HPV39~1618~2617~+	chr2	42716666	HPV39	chr2~193171134~193171239	0	25
subset.insertion_seqs.fa	chr2~134345894~134346893~-~HPV18~4672~5671~-	chr2	134345894	HPV18	chr2~194531839~194532358	0	183
subset.insertion_seqs.fa	chr2~33089665~33090664~+~HPV33~331~1330~+	chr2	33090664	HPV33	chr2~212879467~212879987	0	23
subset.insertion_seqs.fa	chr2~213539960~213540959~-~HPV31~1773~2772~-	chr2	213539960	HPV31	chr2~213539959~213540497	213539959	74
subset.insertion_seqs.fa	chr2~233168808~233169807~+~HPV31~911~1910~+	chr2	233169807	HPV31	chr2~233169251~233169842	233169806	216
subset.insertion_seqs.fa	chr20~5942774~5943773~-~HPV16~5380~6379~-	chr20	5942774	HPV16	chr20~5942773~5943311	5942773	187
subset.insertion_seqs.fa	chr20~8398781~8399780~-~HPV16~5647~6646~-	chr20	8398781	HPV16	chr20~8398778~8399351	8398779	180
subset.insertion_seqs.fa	chr20~12952319~12953318~+~HPV31~2741~3740~-	chr20	12953318	HPV31	chr20~12952762~12953100	0	82
subset.insertion_seqs.fa	chr20~18490429~18491428~+~HPV33~2648~3647~-	chr20	18491428	HPV33	chr20~18490931~18491428	18491427	188
subset.insertion_seqs.fa	chr20~19430523~19431522~+~HPV39~3055~4054~-	chr20	19431522	HPV39	chr20~19430956~19431522	19431521	223
subset.insertion_seqs.fa	chr20~20161730~20162729~+~HPV31~4878~5877~+	chr20	20162729	HPV31	chr20~20162173~20162764	20162729	215
subset.insertion_seqs.fa	chr20~22208767~22209766~-~HPV31~129~1128~+	chr20	22208767	HPV31	chr20~22208764~22209322	22208764	82
subset.insertion_seqs.fa	chr20~34261629~34262628~+~HPV45~731~1730~+	chr20	34262628	HPV45	chr20~34262081~34262628	34262627	213
subset.insertion_seqs.fa	chr20~37067551~37068550~+~HPV31~2413~3412~-	chr20	37068550	HPV31	chr20~37067994~37068585	37068549	203
subset.insertion_seqs.fa	chr20~37774800~37775799~-~HPV45~1400~2399~-	chr20	37774800	HPV45	chr20~37774799~37775296	37774799	207
subset.insertion_seqs.fa	chr20~42500392~42501391~+~HPV35~537~1536~-	chr20	42501391	HPV35	chr20~42500880~42501392	42501391	180
subset.insertion_seqs.fa	chr20~42500392~42501391~+~HPV35~537~1536~-	chr20	42501391	HPV35	chr20~44049460~44049963	0	146
subset.insertion_seqs.fa	chr20~46237872~46238871~+~HPV18~4052~5051~+	chr20	46238871	HPV18	chr20~46238304~46238871	46238870	219
subset.insertion_seqs.fa	chr20~50687126~50688125~-~HPV39~871~1870~+	chr20	50687126	HPV39	chr20~50687125~50687622	50687125	206
subset.insertion_seqs.fa	chr20~51240752~51241751~+~HPV31~3660~4659~+	chr20	51241751	HPV31	chr20~51241317~51241751	51241750	199
subset.insertion_seqs.fa	chr20~52025066~52026065~+~HPV18~2412~3411~+	chr20	52026065	HPV18	chr20~52025498~52026064	52026063	133
subset.insertion_seqs.fa	chr20~56601585~56602584~-~HPV16~1441~2440~-	chr20	56601585	HPV16	chr20~56601583~56602095	56601584	173
subset.insertion_seqs.fa	chr21~9970234~9971233~+~HPV39~6077~7076~+	chr21	9971233	HPV39	chr21~9970730~9971207	0	47
subset.insertion_seqs.fa	chr21~13860569~13861568~+~HPV33~6640~7639~+	chr21	13861568	HPV33	chr21~13861036~13861568	13861567	126
subset.insertion_seqs.fa	chr21~17495617~17496616~-~HPV33~3030~4029~+	chr21	17495617	HPV33	chr21~17495616~17496148	17495616	206
subset.insertion_seqs.fa	chr21~18515793~18516792~-~HPV31~1834~2833~+	chr21	18515793	HPV31	chr21~18515791~18516348	18515791	215
subset.insertion_seqs.fa	chr21~21795747~21796746~+~HPV39~5434~6433~+	chr21	21796746	HPV39	chr21~21796201~21796748	21796747	140
subset.insertion_seqs.fa	chr21~24940135~24941134~+~HPV31~1802~2801~-	chr21	24941134	HPV31	chr21~24940643~24941169	24941133	161
subset.insertion_seqs.fa	chr21~27378610~27379609~-~HPV31~604~1603~-	chr21	27378610	HPV31	chr21~27378609~27379147	27378609	213
subset.insertion_seqs.fa	chr21~30688737~30689736~-~HPV39~115~1114~-	chr21	30688737	HPV39	chr21~30688735~30689302	30688735	223
subset.insertion_seqs.fa	chr21~18515793~18516792~-~HPV31~1834~2833~+	chr21	18515793	HPV31	chr21~31583964~31584462	0	32
subset.insertion_seqs.fa	chr21~32634162~32635161~-~HPV45~2307~3306~+	chr21	32634162	HPV45	chr21~32634156~32634681	32634159	222
subset.insertion_seqs.fa	chr21~34910394~34911393~-~HPV31~4398~5397~+	chr21	34910394	HPV31	chr21~34910393~34910903	34910393	180
subset.insertion_seqs.fa	chr21~43031952~43032951~+~HPV35~752~1751~-	chr21	43032951	HPV35	chr21~43032458~43032952	43032951	190
subset.insertion_seqs.fa	chr21~13860569~13861568~+~HPV33~6640~7639~+	chr21	13861568	HPV33	chr21~43169043~43169167	0	30
subset.insertion_seqs.fa	chr21~43982085~43983084~+~HPV31~6528~7527~+	chr21	43983084	HPV31	chr21~43982517~43983085	43983084	219
