sample_id	contig	humanchr	human_coord	fusion_name	fusionBreakpointCoord	DistBetweenInsertionAndFusionBreakpoint	Annots
CESC-VS-A9V5-TP	HPV16~3356~-~chr17~39729286~+	chr17	39729286	GRB7::ERBB2	39730023	737	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	chr17~39720488~+~HPV16~2084~-	chr17	39720488	ERBB2::PGAP3	39724010	3522	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	chr17~39720488~+~HPV16~2084~-	chr17	39720488	ERBB2::PGAP3	39724010	3522	NA
CESC-VS-A9V5-TP	chr17~39720416~+~HPV16~7907~-	chr17	39720416	ERBB2::PGAP3	39724010	3594	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	chr17~39720416~+~HPV16~7907~-	chr17	39720416	ERBB2::PGAP3	39724010	3594	NA
CESC-VS-A9V5-TP	chr17~39717487~+~HPV16~935~-	chr17	39717487	ERBB2::PGAP3	39724010	6523	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	chr17~39717487~+~HPV16~935~-	chr17	39717487	ERBB2::PGAP3	39724010	6523	NA
CESC-VS-A9V5-TP	chr17~39713430~+~HPV16~863~-	chr17	39713430	ERBB2::PGAP3	39710481	2949	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	chr17~39713430~+~HPV16~863~-	chr17	39713430	ERBB2::PGAP3	39710481	2949	NA
CESC-VS-A9V5-TP	chr17~39733342~+~HPV16~921~-	chr17	39733342	GRB7::ERBB2	39730023	3319	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	chr17~39734755~+~HPV16~935~-	chr17	39734755	GRB7::ERBB2	39738133	3378	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	HPV16~3355~-~chr17~39723866~+	chr17	39723866	ERBB2::PGAP3	39724010	144	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	HPV16~3355~-~chr17~39723866~+	chr17	39723866	ERBB2::PGAP3	39724010	144	NA
CESC-VS-A9V5-TP	chr17~39723615~+~HPV16~2152~-	chr17	39723615	ERBB2::PGAP3	39724010	395	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	chr17~39723615~+~HPV16~2152~-	chr17	39723615	ERBB2::PGAP3	39724010	395	NA
CESC-VS-A9V5-TP	HPV16~408~-~chr17~39729684~+	chr17	39729684	GRB7::ERBB2	39730023	339	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	chr17~39723656~+~HPV16~3355~+	chr17	39723656	ERBB2::PGAP3	39724010	354	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	chr17~39723656~+~HPV16~3355~+	chr17	39723656	ERBB2::PGAP3	39724010	354	NA
CESC-VS-A9V5-TP	chr17~39726043~+~HPV16~516~-	chr17	39726043	ERBB2::PGAP3	39724010	2033	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	chr17~39726043~+~HPV16~516~-	chr17	39726043	ERBB2::PGAP3	39724010	2033	NA
CESC-VS-A9V5-TP	chr17~39710482~+~HPV16~578~-	chr17	39710482	ERBB2::PGAP3	39710481	1	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	chr17~39710482~+~HPV16~578~-	chr17	39710482	ERBB2::PGAP3	39710481	1	NA
CESC-VS-A9V5-TP	chr17~39716606~+~HPV16~578~-	chr17	39716606	ERBB2::PGAP3	39710481	6125	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	chr17~39716606~+~HPV16~578~-	chr17	39716606	ERBB2::PGAP3	39710481	6125	NA
CESC-VS-A9V5-TP	HPV16~2271~-~chr17~39723866~+	chr17	39723866	ERBB2::PGAP3	39724010	144	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	HPV16~2271~-~chr17~39723866~+	chr17	39723866	ERBB2::PGAP3	39724010	144	NA
CESC-VS-A9V5-TP	HPV16~1871~-~chr17~39651458~+	chr17	39651458	GRB7::PNMT	39669629	18171	NA
CESC-VS-A9V5-TP	chr17~39757250~+~HPV16~4450~-	chr17	39757250	GRB7::ERBB2	39738392	18858	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	chr17~39757250~+~HPV16~4450~-	chr17	39757250	GRB7::PNMT	39738392	18858	NA
CESC-VS-A9V5-TP	HPV16~6171~-~chr17~39707969~+	chr17	39707969	ERBB2::PGAP3	39707141	828	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	HPV16~6171~-~chr17~39707969~+	chr17	39707969	ERBB2::PGAP3	39707141	828	NA
CESC-VS-A9V5-TP	HPV16~2270~-~chr17~39723867~+	chr17	39723867	ERBB2::PGAP3	39724010	143	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	HPV16~2270~-~chr17~39723867~+	chr17	39723867	ERBB2::PGAP3	39724010	143	NA
CESC-VS-A9V5-TP	HPV16~2712~-~chr17~39737243~+	chr17	39737243	GRB7::ERBB2	39738133	890	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	HPV16~619~-~chr17~39708755~+	chr17	39708755	ERBB2::PGAP3	39707141	1614	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	HPV16~619~-~chr17~39708755~+	chr17	39708755	ERBB2::PGAP3	39707141	1614	NA
CESC-VS-A9V5-TP	HPV16~4277~-~chr17~39709419~+	chr17	39709419	ERBB2::PGAP3	39710481	1062	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	HPV16~4277~-~chr17~39709419~+	chr17	39709419	ERBB2::PGAP3	39710481	1062	NA
CESC-VS-A9V5-TP	HPV16~1693~-~chr17~39725022~+	chr17	39725022	ERBB2::PGAP3	39724010	1012	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	HPV16~1693~-~chr17~39725022~+	chr17	39725022	ERBB2::PGAP3	39724010	1012	NA
CESC-VS-A9V5-TP	HPV16~1976~-~chr17~39653365~+	chr17	39653365	GRB7::PNMT	39669629	16264	NA
CESC-VS-A9V5-TP	chr17~39737430~+~HPV16~7814~-	chr17	39737430	GRB7::ERBB2	39738133	703	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	HPV16~6664~-~chr17~39710566~+	chr17	39710566	ERBB2::PGAP3	39710481	85	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	HPV16~6664~-~chr17~39710566~+	chr17	39710566	ERBB2::PGAP3	39710481	85	NA
CESC-VS-A9V5-TP	HPV16~3049~-~chr17~39731806~+	chr17	39731806	GRB7::ERBB2	39730023	1783	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	chr17~39664677~+~HPV16~2785~-	chr17	39664677	GRB7::PNMT	39669629	4952	NA
CESC-VS-A9V5-TP	HPV16~1661~-~chr17~39724343~+	chr17	39724343	ERBB2::PGAP3	39724010	333	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	HPV16~1661~-~chr17~39724343~+	chr17	39724343	ERBB2::PGAP3	39724010	333	NA
CESC-VS-A9V5-TP	HPV16~7619~-~chr17~39693790~+	chr17	39693790	GRB7::ERBB2	39699537	5747	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	HPV16~1431~-~chr17~39728908~+	chr17	39728908	GRB7::ERBB2	39730023	1115	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	HPV16~5767~+~chr17~39718892~+	chr17	39718892	ERBB2::PGAP3	39724010	5118	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	HPV16~5767~+~chr17~39718892~+	chr17	39718892	ERBB2::PGAP3	39724010	5118	NA
CESC-VS-A9V5-TP	chr17~39687063~+~HPV16~4779~-	chr17	39687063	ERBB2::PGAP3	39686019	1044	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	chr17~39687063~+~HPV16~4779~-	chr17	39687063	ERBB2::PGAP3	39686019	1044	NA
CESC-VS-A9V5-TP	chr17~39687572~+~HPV16~1117~-	chr17	39687572	ERBB2::PGAP3	39686019	1553	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	chr17~39687572~+~HPV16~1117~-	chr17	39687572	ERBB2::PGAP3	39686019	1553	NA
CESC-VS-A9V5-TP	chr17~39695065~+~HPV16~6117~-	chr17	39695065	GRB7::ERBB2	39699537	4472	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	HPV16~5892~-~chr17~39694310~+	chr17	39694310	GRB7::ERBB2	39699537	5227	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	chr17~39732200~+~HPV16~6883~-	chr17	39732200	GRB7::ERBB2	39730023	2177	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	chr17~39696799~+~HPV16~4411~-	chr17	39696799	GRB7::ERBB2	39699537	2738	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	HPV16~6312~-~chr17~39717864~+	chr17	39717864	ERBB2::PGAP3	39724010	6146	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	HPV16~6312~-~chr17~39717864~+	chr17	39717864	ERBB2::PGAP3	39724010	6146	NA
CESC-VS-A9V5-TP	chr17~39692019~+~HPV16~2658~+	chr17	39692019	ERBB2::PGAP3	39686019	6000	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	chr17~39692019~+~HPV16~2658~+	chr17	39692019	ERBB2::PGAP3	39686019	6000	NA
CESC-VS-A9V5-TP	chr17~39666041~+~HPV16~973~-	chr17	39666041	GRB7::PNMT	39669629	3588	NA
CESC-VS-A9V5-TP	chr17~39733144~+~HPV16~4887~-	chr17	39733144	GRB7::ERBB2	39730023	3121	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	chr17~39658476~+~HPV16~6754~-	chr17	39658476	GRB7::PNMT	39669629	11153	NA
CESC-VS-A9V5-TP	HPV16~2290~-~chr17~39698676~+	chr17	39698676	GRB7::ERBB2	39699537	861	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	HPV16~1309~-~chr17~39746696~+	chr17	39746696	GRB7::ERBB2	39738392	8304	[ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:+:[7501]]
CESC-VS-A9V5-TP	HPV16~1309~-~chr17~39746696~+	chr17	39746696	GRB7::PNMT	39738392	8304	NA
CESC-VS-A9V5-TP	HPV16~2277~-~chr17~39717869~+	chr17	39717869	ERBB2::PGAP3	39724010	6141	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],NEIGHBORS_OVERLAP:+:-:[8883]]
CESC-VS-A9V5-TP	HPV16~2277~-~chr17~39717869~+	chr17	39717869	ERBB2::PGAP3	39724010	6141	NA
CESC-VS-A94W-TP	HPV16~3357~-~chr12~6354437~+	chr12	6354437	TNFRSF1A::SCNN1A	6355880	1443	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr12:0.00Mb],LOCAL_REARRANGEMENT:-:[4729]]
CESC-VS-A94W-TP	chr12~6352354~+~HPV16~1218~-	chr12	6352354	TNFRSF1A::SCNN1A	6355880	3526	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr12:0.00Mb],LOCAL_REARRANGEMENT:-:[4729]]
CESC-MA-AA3X-TP	chr20~14856841~+~HPV16~5965~+	chr20	14856841	ETV6::MACROD2	14850031	6810	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr20]]
CESC-MA-AA3X-TP	HPV16~2188~+~chr20~14849870~+	chr20	14849870	ETV6::MACROD2	14849904	34	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr20]]
CESC-MA-AA3X-TP	HPV16~5683~+~chr20~14849999~+	chr20	14849999	ETV6::MACROD2	14850031	32	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr20]]
CESC-MA-AA3X-TP	HPV16~5370~+~chr20~14847363~+	chr20	14847363	ETV6::MACROD2	14849904	2541	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr20]]
CESC-MA-AA3X-TP	chr20~14849041~+~HPV16~6025~+	chr20	14849041	ETV6::MACROD2	14849904	863	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr20]]
CESC-MA-AA3X-TP	HPV16~7484~+~chr20~14854322~+	chr20	14854322	ETV6::MACROD2	14850031	4291	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr20]]
CESC-MA-AA3X-TP	HPV16~5517~+~chr20~14851781~+	chr20	14851781	ETV6::MACROD2	14850031	1750	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr20]]
HNSC-CV-5443-TP	HPV16~6761~-~chr9~5464508~+	chr9	5464508	PLGRKT::CD274	5456100	8408	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	chr9~5464233~+~HPV16~7790~-	chr9	5464233	PLGRKT::CD274	5456100	8133	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	chr9~5463122~+~HPV16~525~+	chr9	5463122	PLGRKT::CD274	5456100	7022	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	chr9~5464247~+~HPV16~7850~-	chr9	5464247	PLGRKT::CD274	5456100	8147	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	HPV16~6758~-~chr9~5464511~+	chr9	5464511	PLGRKT::CD274	5456100	8411	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	chr9~5437672~+~HPV16~7022~-	chr9	5437672	PLGRKT::CD274	5431897	5775	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	HPV16~1583~+~chr9~5388149~+	chr9	5388149	PLGRKT::CD274	5431897	43748	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	HPV16~1556~+~chr9~5473811~+	chr9	5473811	PLGRKT::CD274	5456100	17711	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	chr9~5464245~+~HPV16~7852~-	chr9	5464245	PLGRKT::CD274	5456100	8145	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
CESC-C5-A907-TP	chr17~59860425~+~HPV18~930~-	chr17	59860425	BCAS3::RPS6KB1	59912684	52259	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.73Mb]]
CESC-C5-A907-TP	chr17~59860455~+~HPV18~1831~-	chr17	59860455	BCAS3::RPS6KB1	59912684	52229	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.73Mb]]
CESC-C5-A907-TP	HPV18~930~+~chr17~59912683~+	chr17	59912683	BCAS3::RPS6KB1	59912684	1	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.73Mb]]
CESC-C5-A907-TP	chr17~59847421~+~HPV18~6384~+	chr17	59847421	BCAS3::RPS6KB1	59912684	65263	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.73Mb]]
CESC-C5-A907-TP	HPV18~2352~+~chr17~59842859~+	chr17	59842859	BCAS3::RPS6KB1	59912684	69825	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.73Mb]]
CESC-C5-A907-TP	chr17~59860425~+~HPV18~234~-	chr17	59860425	BCAS3::RPS6KB1	59912684	52259	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.73Mb]]
CESC-C5-A907-TP	chr17~59950798~+~HPV18~5157~+	chr17	59950798	RPS6KB1::RNFT1	59953046	2248	[ChimerSeq,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.00Mb],LOCAL_INVERSION:+:-:[1676]]
CESC-C5-A907-TP	chr17~60678694~+~HPV18~6766~+	chr17	60678694	BCAS3::RPS6KB1	60677914	780	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.73Mb]]
CESC-VS-A9U5-TP	chr1~212566484~+~HPV16~6548~+	chr1	212566484	ATF3::RP11-61J19.3	212555843	10641	[INTRACHROMOSOMAL[chr1:0.01Mb],LOCAL_REARRANGEMENT:+:[9269]]
CESC-VS-A9U5-TP	HPV16~88~+~chr1~212566504~+	chr1	212566504	ATF3::RP11-61J19.3	212555843	10661	[INTRACHROMOSOMAL[chr1:0.01Mb],LOCAL_REARRANGEMENT:+:[9269]]
CESC-VS-A9U5-TP	HPV16~7907~+~chr1~212566504~+	chr1	212566504	ATF3::RP11-61J19.3	212555843	10661	[INTRACHROMOSOMAL[chr1:0.01Mb],LOCAL_REARRANGEMENT:+:[9269]]
