30	0	0	0	0	0	1	139	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	30	chr2	242193529	30418826	30418995	2	24,6,	5,29,	30418826,30418989,
33	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	35	chr16	90338345	47355257	47355292	1	35,	0,	47355257,
30	0	0	0	0	0	1	137	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	30	chr14	107043718	21725726	21725893	2	24,6,	5,29,	21725726,21725887,
28	0	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_966_1419_1:0:0_1:0:0_71|HPV16|left|92	35	0	28	chr1	248956422	180384873	180384901	1	28,	7,	180384873,
28	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_972_1414_0:0:0_0:0:0_d3|HPV16|left|92	29	0	29	chr9	138394717	27001072	27001101	1	29,	0,	27001072,
28	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_972_1414_0:0:0_0:0:0_d3|HPV16|left|92	29	0	29	chr8	145138636	92899518	92899547	1	29,	0,	92899518,
28	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_972_1414_0:0:0_0:0:0_d3|HPV16|left|92	29	0	29	chr7	159345973	141434875	141434904	1	29,	0,	141434875,
25	0	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_972_1414_0:0:0_0:0:0_d3|HPV16|left|92	29	0	25	chr5	181538259	137503429	137503454	1	25,	0,	137503429,
28	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_972_1414_0:0:0_0:0:0_d3|HPV16|left|92	29	0	29	chr2	242193529	109891903	109891932	1	29,	0,	109891903,
28	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_972_1414_0:0:0_0:0:0_d3|HPV16|left|92	29	0	29	chr19	58617616	41106988	41107017	1	29,	0,	41106988,
28	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_972_1414_0:0:0_0:0:0_d3|HPV16|left|92	29	0	29	chr19	58617616	15724995	15725024	1	29,	0,	15724995,
25	0	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_972_1414_0:0:0_0:0:0_d3|HPV16|left|92	29	0	25	chr16	90338345	47344836	47344861	1	25,	0,	47344836,
28	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_972_1414_0:0:0_0:0:0_d3|HPV16|left|92	29	0	29	chrX	156040895	35917339	35917368	1	29,	0,	35917339,
27	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_972_1414_0:0:0_0:0:0_d3|HPV16|left|92	29	0	29	chr7	159345973	153486010	153486039	1	29,	0,	153486010,
25	0	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_972_1414_0:0:0_0:0:0_d3|HPV16|left|92	29	0	25	chr4	190214555	88186230	88186255	1	25,	4,	88186230,
28	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_972_1414_0:0:0_0:0:0_d3|HPV16|left|92	29	0	29	chr2	242193529	110479574	110479603	1	29,	0,	110479574,
28	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_972_1414_0:0:0_0:0:0_d3|HPV16|left|92	29	0	29	chr16	90338345	47355257	47355286	1	29,	0,	47355257,
28	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_970_1438_3:0:0_2:0:0_14b|HPV16|left|92	31	1	31	chr3	198295559	33347237	33347267	1	30,	1,	33347237,
35	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chrX	156040895	106252091	106252128	1	37,	0,	106252091,
31	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chrX	156040895	132404108	132404140	1	32,	0,	132404108,
25	0	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	7	32	chrX	156040895	152023605	152023630	1	25,	7,	152023605,
34	3	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr9	138394717	27001064	27001101	1	37,	0,	27001064,
33	0	0	0	0	0	1	201	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	33	chr9	138394717	114831475	114831709	2	21,12,	0,21,	114831475,114831697,
32	0	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr8	145138636	79895017	79895049	1	32,	0,	79895017,
29	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	7	37	chr8	145138636	92899517	92899547	1	30,	7,	92899517,
30	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr8	145138636	54195427	54195459	1	32,	0,	54195427,
35	1	0	0	1	1	1	2	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr7	159345973	141434866	141434904	2	6,30,	0,7,	141434866,141434874,
30	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr6	170805979	151992414	151992446	1	32,	0,	151992414,
30	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr6	170805979	66150546	66150578	1	32,	0,	66150546,
30	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	1	32	chr5	181538259	120783973	120784004	1	31,	1,	120783973,
31	0	0	0	0	0	1	33	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	31	chr5	181538259	173448178	173448242	2	5,26,	0,5,	173448178,173448216,
26	0	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	7	33	chr5	181538259	137503428	137503454	1	26,	7,	137503428,
35	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr4	190214555	126426355	126426392	1	37,	0,	126426355,
31	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr4	190214555	80390377	80390409	1	32,	0,	80390377,
30	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr4	190214555	120337118	120337150	1	32,	0,	120337118,
30	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr4	190214555	11749573	11749605	1	32,	0,	11749573,
33	0	0	0	0	0	1	418	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	33	chr3	198295559	33346812	33347263	2	7,26,	0,7,	33346812,33347237,
36	1	0	0	0	0	1	72	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr2	242193529	109891823	109891932	2	7,30,	0,7,	109891823,109891902,
30	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr2	242193529	198176517	198176549	1	32,	0,	198176517,
29	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	31	chr2	242193529	33450483	33450514	1	31,	0,	33450483,
35	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr19	58617616	15724987	15725024	1	37,	0,	15724987,
36	1	0	0	0	0	1	72	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr19	58617616	41106908	41107017	2	7,30,	0,7,	41106908,41106987,
30	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr19	58617616	14190726	14190758	1	32,	0,	14190726,
35	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr18	80373285	74965418	74965455	1	37,	0,	74965418,
32	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	33	chr16	90338345	47344828	47344861	1	33,	0,	47344828,
30	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr15	101991189	57800468	57800500	1	32,	0,	57800468,
29	3	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr14	107043718	51325054	51325086	1	32,	0,	51325054,
27	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	28	chr13	114364328	85989332	85989360	1	28,	0,	85989332,
29	0	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	29	chr12	133275309	104873290	104873319	1	29,	0,	104873290,
31	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr11	135086622	96540983	96541015	1	32,	0,	96540983,
30	1	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	1	32	chr11	135086622	124138072	124138103	1	31,	1,	124138072,
30	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr10	133797422	14673395	14673427	1	32,	0,	14673395,
29	3	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr10	133797422	104745839	104745871	1	32,	0,	104745839,
31	1	0	0	1	5	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr10	133797422	53610326	53610358	2	23,9,	0,28,	53610326,53610349,
30	2	0	0	0	0	0	0	+	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr1	248956422	185698337	185698369	1	32,	0,	185698337,
37	0	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chrX	156040895	84382559	84382596	1	37,	0,	84382559,
35	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	36	chrX	156040895	12625503	12625539	1	36,	1,	12625503,
35	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chrX	156040895	128552959	128552996	1	37,	0,	128552959,
35	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chrX	156040895	35917339	35917376	1	37,	0,	35917339,
31	0	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	1	32	chrX	156040895	134008674	134008705	1	31,	5,	134008674,
32	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	33	chrX	156040895	36516722	36516755	1	33,	4,	36516722,
30	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chrX	156040895	141063627	141063659	1	32,	5,	141063627,
30	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chrX	156040895	123364835	123364867	1	32,	5,	123364835,
29	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	30	chrX	156040895	28083267	28083297	1	30,	7,	28083267,
31	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr9	138394717	22763643	22763675	1	32,	5,	22763643,
29	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	31	chr8	145138636	73752736	73752767	1	31,	6,	73752736,
29	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	30	chr7	159345973	130471960	130471990	1	30,	7,	130471960,
26	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	10	37	chr7	159345973	153486010	153486037	1	27,	0,	153486010,
34	3	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr6	170805979	89017408	89017445	1	37,	0,	89017408,
30	0	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	30	chr6	170805979	159562689	159562719	1	30,	7,	159562689,
30	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr6	170805979	75924850	75924882	1	32,	5,	75924850,
35	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr5	181538259	103983381	103983418	1	37,	0,	103983381,
35	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr5	181538259	94272031	94272068	1	37,	0,	94272031,
29	3	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr5	181538259	172781819	172781851	1	32,	5,	172781819,
32	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	33	chr4	190214555	88186230	88186263	1	33,	4,	88186230,
28	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	29	chr4	190214555	176861128	176861157	1	29,	8,	176861128,
32	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	33	chr22	50818468	25995156	25995189	1	33,	4,	25995156,
32	0	0	0	0	0	1	267	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr22	50818468	42176715	42177014	2	25,7,	5,30,	42176715,42177007,
25	0	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	7	32	chr21	46709983	18058557	18058582	1	25,	5,	18058557,
36	1	0	0	0	0	1	72	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr2	242193529	110479574	110479683	2	29,8,	0,29,	110479574,110479675,
30	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	31	chr2	242193529	22973865	22973896	1	31,	6,	22973865,
30	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	1	32	chr2	242193529	30418826	30418857	1	31,	5,	30418826,
35	2	0	0	0	0	1	258	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr2	242193529	105260200	105260495	2	6,31,	0,6,	105260200,105260464,
30	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr2	242193529	22660928	22660960	1	32,	5,	22660928,
25	0	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	7	32	chr2	242193529	22310881	22310906	1	25,	5,	22310881,
34	3	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr18	80373285	51377146	51377183	1	37,	0,	51377146,
36	1	0	0	0	0	1	434	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr16	90338345	47355257	47355728	2	32,5,	0,32,	47355257,47355723,
31	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr14	107043718	21725726	21725758	1	32,	5,	21725726,
30	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr14	107043718	72885913	72885945	1	32,	5,	72885913,
32	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	33	chr12	133275309	31541917	31541950	1	33,	4,	31541917,
30	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr12	133275309	33268302	33268334	1	32,	5,	33268302,
27	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	28	chr12	133275309	41343098	41343126	1	28,	9,	41343098,
35	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr11	135086622	114906084	114906121	1	37,	0,	114906084,
30	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr11	135086622	100504229	100504261	1	32,	5,	100504229,
34	3	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	37	chr10	133797422	73375056	73375093	1	37,	0,	73375056,
29	2	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	31	chr10	133797422	64390020	64390051	1	31,	6,	64390020,
30	0	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	30	chr1	248956422	180384873	180384903	1	30,	7,	180384873,
31	1	0	0	0	0	0	0	-	chrX~84382560~84383559~-~HPV16~92~1091~+_964_1519_1:0:0_1:0:0_214|HPV16|left|92	37	0	32	chr1	248956422	92660294	92660326	1	32,	5,	92660294,
