sample_name	virus	seqlen	mapped	chim_reads	n_bases_covered	frac_covered	tissue_id	sample_read_count	mapped_rpm
YD38_UPPER_AERODIGESTIVE_TRACT	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	20334	224	4830	0.58	UPPER_AERODIGESTIVE_TRACT	47848039	424.970394293484
YD38_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	1844	28	2582	0.317	UPPER_AERODIGESTIVE_TRACT	47848039	38.5386744898783
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	1816	10	7834	0.963	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	74777905	24.2852484300008
SCLC21H_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	710994	1427	8136	1	LUNG	88044118	8075.4287299465
SCLC21H_LUNG	NC_007815_8197nt_PreXMRV_1	8197	18967	668	4999	0.61	LUNG	88044118	215.426088997791
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	836636	27356	8507	1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	82304246	10165.1620743844
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_000858_9028nt_Simian_T_lymphotropic_virus_1	9028	55345	500	8786	0.973	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	82304246	672.444043773878
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	94412	137	126569	0.737	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	61220800	1542.1556072446
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	26761	24	74167	0.429	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	61220800	437.122677260016
SALE_LUNG	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	99075	1217	2857	0.545	LUNG	73134757	1354.69103972001
SALE_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	38089	2228	2204	0.265	LUNG	73134757	520.805723057233
HEP3B217_LIVER	NC_003977_3182nt_Hepatitis_B_virus	3182	2566	404	1831	0.575	LIVER	81337705	31.5474846505689
BHY_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	1174730	28385	7948	0.977	UPPER_AERODIGESTIVE_TRACT	96948011	12117.1129544886
BHY_UPPER_AERODIGESTIVE_TRACT	NC_007815_8197nt_PreXMRV_1	8197	350464	5722	7977	0.973	UPPER_AERODIGESTIVE_TRACT	96948011	3614.96843911527
BHY_UPPER_AERODIGESTIVE_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	283328	5162	4427	0.531	UPPER_AERODIGESTIVE_TRACT	96948011	2922.47357194363
BHY_UPPER_AERODIGESTIVE_TRACT	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	82378	3708	4135	0.497	UPPER_AERODIGESTIVE_TRACT	96948011	849.713151928408
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	269695	3135	7725	0.95	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	98098264	2749.23315666422
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	70760	1205	7587	0.926	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	98098264	721.317555629731
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	50435	1426	3326	0.399	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	98098264	514.127344801943
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	18769	361	2994	0.36	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	98098264	191.328564183358
LI7_LIVER	NC_001702_8135nt_Murine_type_C_retrovirus	8135	582125	1229	8136	1	LIVER	71685537	8120.53622476177
LI7_LIVER	NC_007815_8197nt_PreXMRV_1	8197	24020	687	6149	0.75	LIVER	71685537	335.074563227447
LI7_LIVER	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	3487	46	2484	0.298	LIVER	71685537	48.6430059106623
LI7_LIVER	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	10866	0	2262	0.271	LIVER	71685537	151.57869292379
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	79972	183	128799	0.75	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	130696026	611.89312672751
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	64037	235	117509	0.68	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	130696026	489.968991100005
YD10B_UPPER_AERODIGESTIVE_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	188692	1721	6721	0.807	UPPER_AERODIGESTIVE_TRACT	53835449	3504.97680441005
YD10B_UPPER_AERODIGESTIVE_TRACT	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	11041	72	4393	0.528	UPPER_AERODIGESTIVE_TRACT	53835449	205.087915213636
YD10B_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	1172	12	2733	0.336	UPPER_AERODIGESTIVE_TRACT	53835449	21.7700422634164
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	285437	3755	137938	0.803	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	101418654	2814.44279471506
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	146649	1501	119343	0.691	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	101418654	1445.97659519323
AGS_STOMACH	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	996975	2915	15246	1	STOMACH	116937986	8525.67274418426
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	218004	5001	8113	0.99	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	71668534	3041.83702153026
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	445437	5834	8031	0.987	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	71668534	6215.23805691351
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	50112	155	3556	0.427	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	71668534	699.218990582394
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	11673	134	2259	0.271	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	71668534	162.87482593128
HS742T_FIBROBLAST	NC_009889_8406nt_RD114_retrovirus	8406	29057	108	8405	1	FIBROBLAST	78305736	371.071156268808
HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	97276	243	131784	0.767	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	89362242	1088.55818545824
HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	29007	157	85680	0.496	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	89362242	324.60018180833
BICR18_UPPER_AERODIGESTIVE_TRACT	NC_007815_8197nt_PreXMRV_1	8197	24822	176	7600	0.927	UPPER_AERODIGESTIVE_TRACT	145446560	170.660619267998
BICR18_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	12421	703	7404	0.91	UPPER_AERODIGESTIVE_TRACT	145446560	85.3990634085811
BICR18_UPPER_AERODIGESTIVE_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	3031	0	6073	0.729	UPPER_AERODIGESTIVE_TRACT	145446560	20.8392690758723
TIG3TD_FIBROBLAST	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	92640	11739	8290	0.995	FIBROBLAST	79175241	1170.06274726717
TIG3TD_FIBROBLAST	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	11976	2128	1900	0.362	FIBROBLAST	79175241	151.259406965367
YD8_UPPER_AERODIGESTIVE_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	488818	2632	6806	0.817	UPPER_AERODIGESTIVE_TRACT	67536867	7237.79502534519
YD8_UPPER_AERODIGESTIVE_TRACT	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	28145	92	4870	0.585	UPPER_AERODIGESTIVE_TRACT	67536867	416.735351374828
YD8_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	3313	15	2842	0.349	UPPER_AERODIGESTIVE_TRACT	67536867	49.0546889005082
JHH6_LIVER	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	1569711	9252	15247	1	LIVER	100549386	15611.3434645936
LMSU_STOMACH	NC_001702_8135nt_Murine_type_C_retrovirus	8135	767652	5130	8136	1	STOMACH	71373687	10755.3922498077
LMSU_STOMACH	NC_007815_8197nt_PreXMRV_1	8197	145000	2718	7200	0.878	STOMACH	71373687	2031.56101491576
LMSU_STOMACH	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	2058	0	1106	0.133	STOMACH	71373687	28.8341556461837
HUH1_LIVER	NC_003977_3182nt_Hepatitis_B_virus	3182	2313	50	2317	0.728	LIVER	87727537	26.3657236837733
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	59616	239	122124	0.711	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	95839552	622.039635577595
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	32689	553	114228	0.661	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	95839552	341.080475835279
HEKTE_KIDNEY	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	92980	2946	2522	0.481	KIDNEY	82347079	1129.12323216711
