#sample	entry	chrB	orientA	score	coordB	chrA	coordA	end	orientB	virus_brkend_grp	match	total
subset.insertion_seqs.fa	chr18~51241704~+~HPV45~1129~-	HPV45	+	10	1129	chr18	51241704	51241669	-	HPV45:1129	43	7
subset.insertion_seqs.fa	chr11~79452056~+~HPV45~1129~+	HPV45	+	4	1129	chr11	79452056	79452090	+	HPV45:1129	41	4
subset.insertion_seqs.fa	chr11~79452058~+~HPV45~1129~+	HPV45	+	1	1129	chr11	79452058	79452097	+	HPV45:1129	38	1
subset.insertion_seqs.fa	chr4~176355202~-~HPV45~1481~+	HPV45	-	0	1481	chr4	176355202	176355170	+	HPV45:1481	32	1
subset.insertion_seqs.fa	chr13~22898689~-~HPV45~1481~-	HPV45	-	1	1481	chr13	22898689	22898722	-	HPV45:1481	31	1
subset.insertion_seqs.fa	chr4~176355206~-~HPV45~1485~+	HPV45	-	9	1485	chr4	176355206	176355170	+	HPV45:1485	40	4
subset.insertion_seqs.fa	chr13~22898685~-~HPV45~1485~-	HPV45	-	4	1485	chr13	22898685	22898724	-	HPV45:1485	37	2
subset.insertion_seqs.fa	chr4~176355206~-~HPV45~1486~+	HPV45	-	6	1486	chr4	176355206	176355177	+	HPV45:1486	29	1
subset.insertion_seqs.fa	chr7~149104247~-~HPV45~1610~-	HPV45	-	9	1610	chr7	149104247	149104280	-	HPV45:1610	43	11
subset.insertion_seqs.fa	chr2~185528501~+~HPV45~1798~-	HPV45	+	10	1798	chr2	185528501	185528469	-	HPV45:1798	42	10
subset.insertion_seqs.fa	chr12~68116712~+~HPV45~1798~-	HPV45	+	4	1798	chr12	68116712	68116681	-	HPV45:1798	35	7
subset.insertion_seqs.fa	chr11~21939071~+~HPV45~1798~+	HPV45	+	4	1798	chr11	21939071	21939106	+	HPV45:1798	35	3
subset.insertion_seqs.fa	chrX~142912977~+~HPV45~1798~+	HPV45	+	4	1798	chrX	142912977	142913013	+	HPV45:1798	34	2
subset.insertion_seqs.fa	chr21~32634162~-~HPV45~2306~-	HPV45	-	10	2306	chr21	32634162	32634197	-	HPV45:2306	43	7
subset.insertion_seqs.fa	chr21~32634161~-~HPV45~2308~-	HPV45	-	7	2308	chr21	32634161	32634190	-	HPV45:2308	29	1
subset.insertion_seqs.fa	chr12~108484846~-~HPV45~2351~+	HPV45	-	7	2351	chr12	108484846	108484810	+	HPV45:2351	35	1
subset.insertion_seqs.fa	chr12~108484846~-~HPV45~2352~+	HPV45	-	7	2352	chr12	108484846	108484812	+	HPV45:2352	34	1
subset.insertion_seqs.fa	chr12~108484847~-~HPV45~2352~+	HPV45	-	10	2352	chr12	108484847	108484808	+	HPV45:2352	43	5
subset.insertion_seqs.fa	chr12~108484849~-~HPV45~2354~+	HPV45	-	7	2354	chr12	108484849	108484819	+	HPV45:2354	30	1
subset.insertion_seqs.fa	chr20~37774799~+~HPV45~2399~+	HPV45	+	10	2399	chr20	37774799	37774832	+	HPV45:2399	43	12
subset.insertion_seqs.fa	chr3~39150864~-~HPV45~2528~+	HPV45	-	10	2528	chr3	39150864	39150830	+	HPV45:2528	43	11
subset.insertion_seqs.fa	chr5~61268121~-~HPV45~2643~+	HPV45	-	10	2643	chr5	61268121	61268085	+	HPV45:2643	40	7
subset.insertion_seqs.fa	chr5~61268121~-~HPV45~2644~+	HPV45	-	7	2644	chr5	61268121	61268092	+	HPV45:2644	29	1
subset.insertion_seqs.fa	chr6~153459069~+~HPV45~2738~-	HPV45	+	7	2738	chr6	153459069	153459039	-	HPV45:2738	30	1
subset.insertion_seqs.fa	chr11~106090463~-~HPV45~2700~-	HPV45	-	10	2700	chr11	106090463	106090496	-	HPV45:2700	43	11
subset.insertion_seqs.fa	chr6~153459068~+~HPV45~2739~-	HPV45	+	10	2739	chr6	153459068	153459032	-	HPV45:2739	40	5
subset.insertion_seqs.fa	chr21~32567353~+~HPV45~2739~-	HPV45	+	1	2739	chr21	32567353	32567312	-	HPV45:2739	40	1
subset.insertion_seqs.fa	chr11~60452993~-~HPV45~2726~+	HPV45	-	10	2726	chr11	60452993	60452959	+	HPV45:2726	43	9
subset.insertion_seqs.fa	chr3~7351914~+~HPV45~2783~-	HPV45	+	10	2783	chr3	7351914	7351880	-	HPV45:2783	42	6
subset.insertion_seqs.fa	chr4~176308199~-~HPV45~2925~+	HPV45	-	9	2925	chr4	176308199	176308163	+	HPV45:2925	40	6
subset.insertion_seqs.fa	chr4~176308199~-~HPV45~2926~+	HPV45	-	6	2926	chr4	176308199	176308170	+	HPV45:2926	29	1
subset.insertion_seqs.fa	chr22~17094168~-~HPV45~2987~-	HPV45	-	7	2987	chr22	17094168	17094208	-	HPV45:2987	37	1
subset.insertion_seqs.fa	chr1~172609763~-~HPV45~3072~-	HPV45	-	9	3072	chr1	172609763	172609799	-	HPV45:3072	40	5
subset.insertion_seqs.fa	chr1~172609763~-~HPV45~3073~-	HPV45	-	6	3073	chr1	172609763	172609792	-	HPV45:3073	29	1
subset.insertion_seqs.fa	chr17~75073895~-~HPV45~3111~-	HPV45	-	9	3111	chr17	75073895	75073931	-	HPV45:3111	40	5
subset.insertion_seqs.fa	chr17~75073895~-~HPV45~3112~-	HPV45	-	6	3112	chr17	75073895	75073924	-	HPV45:3112	29	1
subset.insertion_seqs.fa	chr6~41195088~+~HPV45~3438~-	HPV45	+	10	3438	chr6	41195088	41195048	-	HPV45:3438	43	4
subset.insertion_seqs.fa	chr3~31619114~+~HPV45~3527~+	HPV45	+	7	3527	chr3	31619114	31619143	+	HPV45:3527	29	1
subset.insertion_seqs.fa	chr3~31619114~+~HPV45~3528~+	HPV45	+	10	3528	chr3	31619114	31619150	+	HPV45:3528	40	6
subset.insertion_seqs.fa	chr3~31619119~+~HPV45~3532~+	HPV45	+	7	3532	chr3	31619119	31619152	+	HPV45:3532	33	1
subset.insertion_seqs.fa	chr18~40054308~-~HPV45~3789~+	HPV45	-	10	3789	chr18	40054308	40054274	+	HPV45:3789	43	7
subset.insertion_seqs.fa	chr19~21247123~-~HPV45~3893~-	HPV45	-	9	3893	chr19	21247123	21247156	-	HPV45:3893	42	8
subset.insertion_seqs.fa	chr19~21373372~-~HPV45~3893~+	HPV45	-	9	3893	chr19	21373372	21373334	+	HPV45:3893	41	2
subset.insertion_seqs.fa	chr4~49154805~-~HPV45~3954~+	HPV45	-	0	3954	chr4	49154805	49154771	+	HPV45:3954	32	1
subset.insertion_seqs.fa	chr2~89831080~-~HPV45~3954~+	HPV45	-	4	3954	chr2	89831080	89831045	+	HPV45:3954	34	4
subset.insertion_seqs.fa	chr10~41901740~-~HPV45~3954~-	HPV45	-	10	3954	chr10	41901740	41901776	-	HPV45:3954	40	4
subset.insertion_seqs.fa	chr2~89828565~-~HPV45~3954~+	HPV45	-	1	3954	chr2	89828565	89828535	+	HPV45:3954	30	1
subset.insertion_seqs.fa	chr17~21975854~-~HPV45~3954~-	HPV45	-	0	3954	chr17	21975854	21975884	-	HPV45:3954	30	1
subset.insertion_seqs.fa	chr4~49643628~-~HPV45~3954~-	HPV45	-	0	3954	chr4	49643628	49643660	-	HPV45:3954	31	1
subset.insertion_seqs.fa	chr2~89828565~-~HPV45~3955~+	HPV45	-	1	3955	chr2	89828565	89828536	+	HPV45:3955	29	1
subset.insertion_seqs.fa	chr17~21975854~-~HPV45~3955~-	HPV45	-	0	3955	chr17	21975854	21975883	-	HPV45:3955	29	1
subset.insertion_seqs.fa	chrX~143988748~-~HPV45~4222~-	HPV45	-	10	4222	chrX	143988748	143988784	-	HPV45:4222	43	5
subset.insertion_seqs.fa	chrX~143988745~-~HPV45~4225~-	HPV45	-	7	4225	chrX	143988745	143988771	-	HPV45:4225	26	1
subset.insertion_seqs.fa	chr9~133165780~-~HPV45~4352~+	HPV45	-	0	4352	chr9	133165780	133165749	+	HPV45:4352	30	1
subset.insertion_seqs.fa	chr6~151044355~-~HPV45~4352~+	HPV45	-	4	4352	chr6	151044355	151044320	+	HPV45:4352	37	2
subset.insertion_seqs.fa	chr6~21354036~-~HPV45~4352~+	HPV45	-	1	4352	chr6	21354036	21354006	+	HPV45:4352	28	1
subset.insertion_seqs.fa	chr5~91071728~-~HPV45~4352~+	HPV45	-	4	4352	chr5	91071728	91071692	+	HPV45:4352	38	4
subset.insertion_seqs.fa	chr5~68198526~-~HPV45~4352~+	HPV45	-	1	4352	chr5	68198526	68198496	+	HPV45:4352	29	1
subset.insertion_seqs.fa	chr3~14542209~-~HPV45~4352~+	HPV45	-	1	4352	chr3	14542209	14542181	+	HPV45:4352	28	1
subset.insertion_seqs.fa	chr18~68613864~-~HPV45~4352~+	HPV45	-	4	4352	chr18	68613864	68613828	+	HPV45:4352	37	4
subset.insertion_seqs.fa	chr18~77050600~-~HPV45~4352~+	HPV45	-	4	4352	chr18	77050600	77050564	+	HPV45:4352	36	4
subset.insertion_seqs.fa	chr17~59906748~-~HPV45~4352~+	HPV45	-	3	4352	chr17	59906748	59906712	+	HPV45:4352	38	4
subset.insertion_seqs.fa	chr15~71191956~-~HPV45~4352~+	HPV45	-	4	4352	chr15	71191956	71191920	+	HPV45:4352	38	4
subset.insertion_seqs.fa	chr15~70272411~-~HPV45~4352~+	HPV45	-	1	4352	chr15	70272411	70272381	+	HPV45:4352	29	1
subset.insertion_seqs.fa	chr12~50151706~-~HPV45~4352~+	HPV45	-	4	4352	chr12	50151706	50151670	+	HPV45:4352	37	4
subset.insertion_seqs.fa	chr10~102995266~-~HPV45~4352~+	HPV45	-	1	4352	chr10	102995266	102995236	+	HPV45:4352	28	1
subset.insertion_seqs.fa	chr7~115976388~-~HPV45~4352~-	HPV45	-	3	4352	chr7	115976388	115976423	-	HPV45:4352	35	3
subset.insertion_seqs.fa	chr7~70062476~-~HPV45~4352~-	HPV45	-	3	4352	chr7	70062476	70062512	-	HPV45:4352	37	4
subset.insertion_seqs.fa	chr6~89101661~-~HPV45~4352~-	HPV45	-	4	4352	chr6	89101661	89101691	-	HPV45:4352	37	3
subset.insertion_seqs.fa	chr3~49441942~-~HPV45~4352~-	HPV45	-	4	4352	chr3	49441942	49441975	-	HPV45:4352	38	4
subset.insertion_seqs.fa	chr2~241692011~-~HPV45~4352~-	HPV45	-	1	4352	chr2	241692011	241692039	-	HPV45:4352	28	1
subset.insertion_seqs.fa	chr2~74173099~-~HPV45~4352~-	HPV45	-	1	4352	chr2	74173099	74173129	-	HPV45:4352	28	1
subset.insertion_seqs.fa	chr15~64725958~-~HPV45~4352~-	HPV45	-	4	4352	chr15	64725958	64725994	-	HPV45:4352	35	4
subset.insertion_seqs.fa	chr12~51886725~-~HPV45~4352~-	HPV45	-	1	4352	chr12	51886725	51886753	-	HPV45:4352	27	1
subset.insertion_seqs.fa	chr10~46004112~-~HPV45~4352~-	HPV45	-	4	4352	chr10	46004112	46004147	-	HPV45:4352	38	5
subset.insertion_seqs.fa	chr1~23460470~-~HPV45~4352~-	HPV45	-	3	4352	chr1	23460470	23460505	-	HPV45:4352	39	5
subset.insertion_seqs.fa	chr1~175345071~-~HPV45~4352~-	HPV45	-	3	4352	chr1	175345071	175345100	-	HPV45:4352	30	2
subset.insertion_seqs.fa	chr1~182457110~-~HPV45~4352~-	HPV45	-	3	4352	chr1	182457110	182457146	-	HPV45:4352	37	4
subset.insertion_seqs.fa	chr15~52588492~-~HPV45~4352~+	HPV45	-	1	4352	chr15	52588492	52588456	+	HPV45:4352	33	1
subset.insertion_seqs.fa	chr3~32040800~-~HPV45~4352~-	HPV45	-	1	4352	chr3	32040800	32040836	-	HPV45:4352	36	1
subset.insertion_seqs.fa	chr18~44368522~-~HPV45~4352~-	HPV45	-	1	4352	chr18	44368522	44368558	-	HPV45:4352	36	1
subset.insertion_seqs.fa	chr8~89879834~-~HPV45~4352~-	HPV45	-	3	4352	chr8	89879834	89879869	-	HPV45:4352	38	3
subset.insertion_seqs.fa	chr15~48919354~-~HPV45~4352~+	HPV45	-	4	4352	chr15	48919354	48919316	+	HPV45:4352	36	2
subset.insertion_seqs.fa	chr17~73100346~-~HPV45~4352~-	HPV45	-	0	4352	chr17	73100346	73100375	-	HPV45:4352	28	1
subset.insertion_seqs.fa	chr21~38310063~-~HPV45~4352~+	HPV45	-	1	4352	chr21	38310063	38310023	+	HPV45:4352	36	1
subset.insertion_seqs.fa	chr19~6566203~-~HPV45~4352~+	HPV45	-	0	4352	chr19	6566203	6566163	+	HPV45:4352	40	1
subset.insertion_seqs.fa	chr9~133165780~-~HPV45~4353~+	HPV45	-	0	4353	chr9	133165780	133165751	+	HPV45:4353	28	1
subset.insertion_seqs.fa	chr6~151044355~-~HPV45~4353~+	HPV45	-	1	4353	chr6	151044355	151044326	+	HPV45:4353	29	1
subset.insertion_seqs.fa	chr5~91071728~-~HPV45~4353~+	HPV45	-	1	4353	chr5	91071728	91071699	+	HPV45:4353	28	1
subset.insertion_seqs.fa	chr5~68198526~-~HPV45~4353~+	HPV45	-	1	4353	chr5	68198526	68198497	+	HPV45:4353	28	1
subset.insertion_seqs.fa	chr3~14542209~-~HPV45~4353~+	HPV45	-	1	4353	chr3	14542209	14542181	+	HPV45:4353	28	1
subset.insertion_seqs.fa	chr18~68613864~-~HPV45~4353~+	HPV45	-	1	4353	chr18	68613864	68613835	+	HPV45:4353	28	1
subset.insertion_seqs.fa	chr17~59906748~-~HPV45~4353~+	HPV45	-	0	4353	chr17	59906748	59906719	+	HPV45:4353	28	1
subset.insertion_seqs.fa	chr15~71191956~-~HPV45~4353~+	HPV45	-	1	4353	chr15	71191956	71191927	+	HPV45:4353	28	1
subset.insertion_seqs.fa	chr15~70272411~-~HPV45~4353~+	HPV45	-	1	4353	chr15	70272411	70272382	+	HPV45:4353	28	1
subset.insertion_seqs.fa	chr12~50151706~-~HPV45~4353~+	HPV45	-	1	4353	chr12	50151706	50151677	+	HPV45:4353	28	1
subset.insertion_seqs.fa	chr7~115976388~-~HPV45~4353~-	HPV45	-	0	4353	chr7	115976388	115976416	-	HPV45:4353	28	1
subset.insertion_seqs.fa	chr7~70062476~-~HPV45~4353~-	HPV45	-	0	4353	chr7	70062476	70062505	-	HPV45:4353	28	1
subset.insertion_seqs.fa	chr6~89101661~-~HPV45~4353~-	HPV45	-	1	4353	chr6	89101661	89101690	-	HPV45:4353	29	1
subset.insertion_seqs.fa	chr3~49441942~-~HPV45~4353~-	HPV45	-	1	4353	chr3	49441942	49441971	-	HPV45:4353	29	1
subset.insertion_seqs.fa	chr2~241692011~-~HPV45~4353~-	HPV45	-	1	4353	chr2	241692011	241692039	-	HPV45:4353	28	1
subset.insertion_seqs.fa	chr12~51886725~-~HPV45~4353~-	HPV45	-	1	4353	chr12	51886725	51886753	-	HPV45:4353	27	1
subset.insertion_seqs.fa	chr10~46004112~-~HPV45~4353~-	HPV45	-	1	4353	chr10	46004112	46004141	-	HPV45:4353	29	1
subset.insertion_seqs.fa	chr1~175345071~-~HPV45~4353~-	HPV45	-	0	4353	chr1	175345071	175345100	-	HPV45:4353	29	1
subset.insertion_seqs.fa	chr1~23460470~-~HPV45~4353~-	HPV45	-	0	4353	chr1	23460470	23460499	-	HPV45:4353	29	1
subset.insertion_seqs.fa	chr12~103989584~-~HPV45~4661~-	HPV45	-	7	4661	chr12	103989584	103989618	-	HPV45:4661	34	1
subset.insertion_seqs.fa	chr12~103989583~-~HPV45~4662~-	HPV45	-	10	4662	chr12	103989583	103989620	-	HPV45:4662	43	6
subset.insertion_seqs.fa	chr12~103989582~-~HPV45~4664~-	HPV45	-	7	4664	chr12	103989582	103989611	-	HPV45:4664	29	1
subset.insertion_seqs.fa	chr13~21304881~+~HPV45~4906~-	HPV45	+	10	4906	chr13	21304881	21304848	-	HPV45:4906	43	12
subset.insertion_seqs.fa	chrY~23470431~+~HPV45~4913~+	HPV45	+	4	4913	chrY	23470431	23470463	+	HPV45:4913	42	8
subset.insertion_seqs.fa	chrY~26200179~+~HPV45~4913~-	HPV45	+	4	4913	chrY	26200179	26200147	-	HPV45:4913	42	8
subset.insertion_seqs.fa	chr11~59429892~+~HPV45~4916~+	HPV45	+	7	4916	chr11	59429892	59429922	+	HPV45:4916	30	1
subset.insertion_seqs.fa	chr11~59429893~+~HPV45~4917~+	HPV45	+	10	4917	chr11	59429893	59429929	+	HPV45:4917	40	5
subset.insertion_seqs.fa	chr10~96548562~+~HPV45~5097~-	HPV45	+	7	5097	chr10	96548562	96548537	-	HPV45:5097	25	1
subset.insertion_seqs.fa	chr6~39702012~-~HPV45~5112~-	HPV45	-	10	5112	chr6	39702012	39702044	-	HPV45:5112	42	10
subset.insertion_seqs.fa	chr6~39702011~-~HPV45~5114~-	HPV45	-	7	5114	chr6	39702011	39702036	-	HPV45:5114	25	1
subset.insertion_seqs.fa	chr8~11295774~-~HPV45~5173~+	HPV45	-	9	5173	chr8	11295774	11295741	+	HPV45:5173	42	7
subset.insertion_seqs.fa	chr13~22286715~-~HPV45~5203~-	HPV45	-	10	5203	chr13	22286715	22286751	-	HPV45:5203	40	6
subset.insertion_seqs.fa	chr13~22286715~-~HPV45~5204~-	HPV45	-	7	5204	chr13	22286715	22286744	-	HPV45:5204	29	1
subset.insertion_seqs.fa	chr19~7960171~-~HPV45~5246~-	HPV45	-	9	5246	chr19	7960171	7960205	-	HPV45:5246	43	11
subset.insertion_seqs.fa	chr15~67399404~+~HPV45~5346~+	HPV45	+	7	5346	chr15	67399404	67399433	+	HPV45:5346	29	1
subset.insertion_seqs.fa	chr15~67399404~+~HPV45~5347~+	HPV45	+	10	5347	chr15	67399404	67399440	+	HPV45:5347	40	5
subset.insertion_seqs.fa	chr7~13082076~-~HPV45~5691~-	HPV45	-	6	5691	chr7	13082076	13082110	-	HPV45:5691	33	1
subset.insertion_seqs.fa	chr13~46766617~-~HPV45~5775~+	HPV45	-	10	5775	chr13	46766617	46766584	+	HPV45:5775	42	7
subset.insertion_seqs.fa	chr16~24270723~+~HPV45~5821~-	HPV45	+	10	5821	chr16	24270723	24270690	-	HPV45:5821	43	12
subset.insertion_seqs.fa	chrY~10244975~-~HPV45~5961~-	HPV45	-	4	5961	chrY	10244975	10245004	-	HPV45:5961	31	4
subset.insertion_seqs.fa	chrY~10084204~-~HPV45~5961~-	HPV45	-	4	5961	chrY	10084204	10084233	-	HPV45:5961	28	3
subset.insertion_seqs.fa	chrX~58536449~-~HPV45~5961~-	HPV45	-	4	5961	chrX	58536449	58536479	-	HPV45:5961	30	3
subset.insertion_seqs.fa	chrX~58532710~-~HPV45~5961~-	HPV45	-	4	5961	chrX	58532710	58532740	-	HPV45:5961	39	5
subset.insertion_seqs.fa	chrX~62516584~-~HPV45~5961~-	HPV45	-	4	5961	chrX	62516584	62516613	-	HPV45:5961	31	5
subset.insertion_seqs.fa	chrX~62523309~-~HPV45~5961~-	HPV45	-	4	5961	chrX	62523309	62523338	-	HPV45:5961	39	6
subset.insertion_seqs.fa	chrX~62523647~-~HPV45~5961~-	HPV45	-	4	5961	chrX	62523647	62523676	-	HPV45:5961	31	4
subset.insertion_seqs.fa	chrX~62527544~-~HPV45~5961~-	HPV45	-	4	5961	chrX	62527544	62527574	-	HPV45:5961	39	6
subset.insertion_seqs.fa	chrX~62527205~-~HPV45~5961~-	HPV45	-	4	5961	chrX	62527205	62527234	-	HPV45:5961	31	4
subset.insertion_seqs.fa	chrX~62525814~-~HPV45~5961~-	HPV45	-	4	5961	chrX	62525814	62525843	-	HPV45:5961	31	5
subset.insertion_seqs.fa	chrX~62523818~-~HPV45~5961~-	HPV45	-	4	5961	chrX	62523818	62523848	-	HPV45:5961	39	6
subset.insertion_seqs.fa	chrX~62471568~-~HPV45~5961~-	HPV45	-	4	5961	chrX	62471568	62471597	-	HPV45:5961	28	2
subset.insertion_seqs.fa	chrX~62469512~-~HPV45~5961~-	HPV45	-	4	5961	chrX	62469512	62469541	-	HPV45:5961	28	2
subset.insertion_seqs.fa	chrX~62465397~-~HPV45~5961~-	HPV45	-	4	5961	chrX	62465397	62465426	-	HPV45:5961	28	2
subset.insertion_seqs.fa	chrX~62463340~-~HPV45~5961~-	HPV45	-	4	5961	chrX	62463340	62463369	-	HPV45:5961	28	2
subset.insertion_seqs.fa	chr9~60548439~-~HPV45~5961~-	HPV45	-	3	5961	chr9	60548439	60548469	-	HPV45:5961	40	7
subset.insertion_seqs.fa	chr9~63067392~-~HPV45~5961~-	HPV45	-	3	5961	chr9	63067392	63067422	-	HPV45:5961	32	6
subset.insertion_seqs.fa	chr9~60540441~-~HPV45~5961~-	HPV45	-	3	5961	chr9	60540441	60540470	-	HPV45:5961	31	4
subset.insertion_seqs.fa	chr9~60551001~-~HPV45~5961~-	HPV45	-	3	5961	chr9	60551001	60551030	-	HPV45:5961	39	6
subset.insertion_seqs.fa	chr9~60552357~-~HPV45~5961~-	HPV45	-	3	5961	chr9	60552357	60552386	-	HPV45:5961	31	5
subset.insertion_seqs.fa	chr9~60553377~-~HPV45~5961~-	HPV45	-	3	5961	chr9	60553377	60553406	-	HPV45:5961	31	4
subset.insertion_seqs.fa	chr9~60578371~-~HPV45~5961~-	HPV45	-	3	5961	chr9	60578371	60578400	-	HPV45:5961	31	5
subset.insertion_seqs.fa	chr9~60644712~-~HPV45~5961~-	HPV45	-	3	5961	chr9	60644712	60644742	-	HPV45:5961	39	6
subset.insertion_seqs.fa	chr9~60646068~-~HPV45~5961~-	HPV45	-	3	5961	chr9	60646068	60646097	-	HPV45:5961	31	5
subset.insertion_seqs.fa	chr9~60647772~-~HPV45~5961~-	HPV45	-	3	5961	chr9	60647772	60647801	-	HPV45:5961	31	5
subset.insertion_seqs.fa	chr9~60652027~-~HPV45~5961~-	HPV45	-	3	5961	chr9	60652027	60652056	-	HPV45:5961	31	5
subset.insertion_seqs.fa	chr9~60666306~-~HPV45~5961~-	HPV45	-	3	5961	chr9	60666306	60666335	-	HPV45:5961	31	5
subset.insertion_seqs.fa	chr9~63069273~-~HPV45~5961~-	HPV45	-	3	5961	chr9	63069273	63069302	-	HPV45:5961	31	5
