multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV33|77,reads_R-HPV33,HPV33,right,4,2135,chr8,26397162,26397195,+,43,13
reads_R-HPV33|78,reads_R-HPV33,HPV33,right,4,2135,chr8,32173029,32173062,+,43,13
reads_R-HPV33|79,reads_R-HPV33,HPV33,right,4,2135,chr7,7466646,7466679,+,43,13
reads_R-HPV33|80,reads_R-HPV33,HPV33,right,4,2135,chr7,14280550,14280583,+,43,13
reads_R-HPV33|81,reads_R-HPV33,HPV33,right,4,2135,chr7,17216878,17216911,+,43,13
reads_R-HPV33|82,reads_R-HPV33,HPV33,right,4,2135,chr6,12550868,12550901,+,43,13
reads_R-HPV33|83,reads_R-HPV33,HPV33,right,4,2135,chr5,10781922,10781955,+,43,13
reads_R-HPV33|84,reads_R-HPV33,HPV33,right,4,2135,chr5,13418051,13418084,+,43,13
reads_R-HPV33|85,reads_R-HPV33,HPV33,right,4,2135,chr5,21108965,21108998,+,43,13
reads_R-HPV33|86,reads_R-HPV33,HPV33,right,4,2135,chr5,24978337,24978370,+,43,13
reads_R-HPV33|87,reads_R-HPV33,HPV33,right,4,2135,chr5,27210864,27210897,+,43,13
reads_R-HPV33|88,reads_R-HPV33,HPV33,right,4,2135,chr4,5595258,5595291,+,43,13
reads_R-HPV33|89,reads_R-HPV33,HPV33,right,4,2135,chr4,12091661,12091694,+,43,13
reads_R-HPV33|90,reads_R-HPV33,HPV33,right,4,2135,chr4,15280199,15280232,+,43,13
reads_R-HPV33|91,reads_R-HPV33,HPV33,right,4,2135,chr4,15843100,15843133,+,43,13
reads_R-HPV33|92,reads_R-HPV33,HPV33,right,4,2135,chr4,16558750,16558783,+,43,13
reads_R-HPV33|93,reads_R-HPV33,HPV33,right,4,2135,chr4,22147980,22148013,+,43,13
reads_R-HPV33|94,reads_R-HPV33,HPV33,right,4,2135,chr3,3964629,3964662,+,43,13
reads_R-HPV33|95,reads_R-HPV33,HPV33,right,4,2135,chr3,4918089,4918122,+,43,13
reads_R-HPV33|96,reads_R-HPV33,HPV33,right,4,2135,chr3,8613055,8613088,+,43,13
reads_R-HPV33|97,reads_R-HPV33,HPV33,right,4,2135,chr3,16678286,16678319,+,43,13
reads_R-HPV33|98,reads_R-HPV33,HPV33,right,4,2135,chr22,34818464,34818497,+,43,13
reads_R-HPV33|99,reads_R-HPV33,HPV33,right,4,2135,chr22,28165368,28165401,+,43,13
reads_R-HPV33|100,reads_R-HPV33,HPV33,right,4,2135,chr22,16662039,16662072,+,43,13
reads_R-HPV33|101,reads_R-HPV33,HPV33,right,4,2135,chr21,17377591,17377624,+,43,13
reads_R-HPV33|102,reads_R-HPV33,HPV33,right,4,2135,chr21,17092061,17092094,+,43,13
reads_R-HPV33|103,reads_R-HPV33,HPV33,right,4,2135,chr21,14928636,14928669,+,43,13
reads_R-HPV33|104,reads_R-HPV33,HPV33,right,4,2135,chr21,10771307,10771340,+,43,13
reads_R-HPV33|105,reads_R-HPV33,HPV33,right,4,2135,chr21,5907396,5907429,+,43,13
reads_R-HPV33|106,reads_R-HPV33,HPV33,right,4,2135,chr21,5786812,5786845,+,43,13
reads_R-HPV33|107,reads_R-HPV33,HPV33,right,4,2135,chr20,28738202,28738235,+,43,13
reads_R-HPV33|108,reads_R-HPV33,HPV33,right,4,2135,chr20,23590851,23590884,+,43,13
reads_R-HPV33|109,reads_R-HPV33,HPV33,right,4,2135,chr20,21889208,21889241,+,43,13
reads_R-HPV33|110,reads_R-HPV33,HPV33,right,4,2135,chr20,12663825,12663858,+,43,13
reads_R-HPV33|111,reads_R-HPV33,HPV33,right,4,2135,chr2,801097,801130,+,43,13
reads_R-HPV33|112,reads_R-HPV33,HPV33,right,4,2135,chr2,3370928,3370961,+,43,13
reads_R-HPV33|113,reads_R-HPV33,HPV33,right,4,2135,chr2,8127492,8127525,+,43,13
reads_R-HPV33|114,reads_R-HPV33,HPV33,right,4,2135,chr2,19090939,19090972,+,43,13
reads_R-HPV33|115,reads_R-HPV33,HPV33,right,4,2135,chr19,55823953,55823986,+,43,13
reads_R-HPV33|116,reads_R-HPV33,HPV33,right,4,2135,chr19,42810095,42810128,+,43,13
reads_R-HPV33|117,reads_R-HPV33,HPV33,right,4,2135,chr19,41488048,41488081,+,43,13
reads_R-HPV33|118,reads_R-HPV33,HPV33,right,4,2135,chr19,41034738,41034771,+,43,13
reads_R-HPV33|119,reads_R-HPV33,HPV33,right,4,2135,chr19,20809370,20809403,+,43,13
reads_R-HPV33|120,reads_R-HPV33,HPV33,right,4,2135,chr18,37344,37377,+,43,13
reads_R-HPV33|121,reads_R-HPV33,HPV33,right,4,2135,chr17,70460509,70460542,+,43,13
reads_R-HPV33|122,reads_R-HPV33,HPV33,right,4,2135,chr17,61111776,61111809,+,43,13
reads_R-HPV33|123,reads_R-HPV33,HPV33,right,4,2135,chr17,41241574,41241607,+,43,13
reads_R-HPV33|124,reads_R-HPV33,HPV33,right,4,2135,chr17,35276009,35276042,+,43,13
reads_R-HPV33|125,reads_R-HPV33,HPV33,right,4,2135,chr17,27030276,27030309,+,43,13
reads_R-HPV33|126,reads_R-HPV33,HPV33,right,4,2135,chr17,9617539,9617572,+,43,13
reads_R-HPV33|127,reads_R-HPV33,HPV33,right,4,2135,chr16,12605428,12605461,+,43,13
reads_R-HPV33|128,reads_R-HPV33,HPV33,right,4,2135,chr16,34020348,34020381,+,43,13
reads_R-HPV33|129,reads_R-HPV33,HPV33,right,4,2135,chr16,36073474,36073507,+,43,13
reads_R-HPV33|130,reads_R-HPV33,HPV33,right,4,2135,chr16,47911544,47911577,+,43,13
reads_R-HPV33|131,reads_R-HPV33,HPV33,right,4,2135,chr15,32185106,32185139,+,43,13
reads_R-HPV33|132,reads_R-HPV33,HPV33,right,4,2135,chr15,37531703,37531736,+,43,13
reads_R-HPV33|133,reads_R-HPV33,HPV33,right,4,2135,chr15,39422117,39422150,+,43,13
reads_R-HPV33|134,reads_R-HPV33,HPV33,right,4,2135,chr14,24026255,24026288,+,43,13
reads_R-HPV33|135,reads_R-HPV33,HPV33,right,4,2135,chr14,29776834,29776867,+,43,13
reads_R-HPV33|136,reads_R-HPV33,HPV33,right,4,2135,chr14,30365090,30365123,+,43,13
reads_R-HPV33|137,reads_R-HPV33,HPV33,right,4,2135,chr14,30475585,30475618,+,43,13
reads_R-HPV33|138,reads_R-HPV33,HPV33,right,4,2135,chr14,36413387,36413420,+,43,13
reads_R-HPV33|139,reads_R-HPV33,HPV33,right,4,2135,chr13,19274539,19274572,+,43,13
reads_R-HPV33|140,reads_R-HPV33,HPV33,right,4,2135,chr13,20244937,20244970,+,43,13
reads_R-HPV33|141,reads_R-HPV33,HPV33,right,4,2135,chr13,22576287,22576320,+,43,13
reads_R-HPV33|142,reads_R-HPV33,HPV33,right,4,2135,chr13,30260909,30260942,+,43,13
reads_R-HPV33|143,reads_R-HPV33,HPV33,right,4,2135,chr13,40357843,40357876,+,43,13
reads_R-HPV33|144,reads_R-HPV33,HPV33,right,4,2135,chr13,40830370,40830403,+,43,13
reads_R-HPV33|145,reads_R-HPV33,HPV33,right,4,2135,chr13,45646588,45646621,+,43,13
reads_R-HPV33|146,reads_R-HPV33,HPV33,right,4,2135,chr13,47379804,47379837,+,43,13
reads_R-HPV33|147,reads_R-HPV33,HPV33,right,4,2135,chr13,48467098,48467131,+,43,13
reads_R-HPV33|148,reads_R-HPV33,HPV33,right,4,2135,chr12,2701179,2701212,+,43,13
reads_R-HPV33|149,reads_R-HPV33,HPV33,right,4,2135,chr12,4342426,4342459,+,43,13
reads_R-HPV33|150,reads_R-HPV33,HPV33,right,4,2135,chr12,11299209,11299242,+,43,13
reads_R-HPV33|151,reads_R-HPV33,HPV33,right,4,2135,chr12,11910843,11910876,+,43,13
reads_R-HPV33|152,reads_R-HPV33,HPV33,right,4,2135,chr12,16999993,17000026,+,43,13
reads_R-HPV33|153,reads_R-HPV33,HPV33,right,4,2135,chr12,17118035,17118068,+,43,13
reads_R-HPV33|154,reads_R-HPV33,HPV33,right,4,2135,chr12,17806171,17806204,+,43,13
reads_R-HPV33|155,reads_R-HPV33,HPV33,right,4,2135,chr12,19816180,19816213,+,43,13
reads_R-HPV33|156,reads_R-HPV33,HPV33,right,4,2135,chr12,21362085,21362118,+,43,13
reads_R-HPV33|157,reads_R-HPV33,HPV33,right,4,2135,chr11,14662998,14663031,+,43,13
reads_R-HPV33|158,reads_R-HPV33,HPV33,right,4,2135,chr11,14717460,14717493,+,43,13
reads_R-HPV33|159,reads_R-HPV33,HPV33,right,4,2135,chr11,19136609,19136642,+,43,13
reads_R-HPV33|160,reads_R-HPV33,HPV33,right,4,2135,chr10,37013,37046,+,43,13
reads_R-HPV33|161,reads_R-HPV33,HPV33,right,4,2135,chr10,7138480,7138513,+,43,13
reads_R-HPV33|162,reads_R-HPV33,HPV33,right,4,2135,chr10,15271572,15271605,+,43,13
reads_R-HPV33|163,reads_R-HPV33,HPV33,right,4,2135,chr10,21780285,21780318,+,43,13
reads_R-HPV33|164,reads_R-HPV33,HPV33,right,4,2135,chr10,22062389,22062422,+,43,13
reads_R-HPV33|165,reads_R-HPV33,HPV33,right,4,2135,chr1,33673651,33673684,+,43,13
reads_R-HPV33|166,reads_R-HPV33,HPV33,right,4,2135,chr1,33831201,33831234,+,43,13
reads_R-HPV33|167,reads_R-HPV33,HPV33,right,4,2135,chr1,34093948,34093981,+,43,13
reads_R-HPV33|168,reads_R-HPV33,HPV33,right,4,2135,chr1,34252294,34252327,+,43,13
reads_R-HPV33|169,reads_R-HPV33,HPV33,right,4,2135,chr1,40366392,40366425,+,43,13
reads_R-HPV33|170,reads_R-HPV33,HPV33,right,4,2135,chr1,42060919,42060952,+,43,13
reads_R-HPV33|171,reads_R-HPV33,HPV33,right,4,2135,KI270742.1,96820,96853,+,43,13
reads_R-HPV33|172,reads_R-HPV33,HPV33,right,4,2135,KI270435.1,29909,29942,+,43,13
reads_R-HPV33|173,reads_R-HPV33,HPV33,right,4,2135,GL000220.1,84380,84413,+,43,13
reads_R-HPV33|174,reads_R-HPV33,HPV33,right,4,2135,chrY,6293232,6293199,-,43,13
reads_R-HPV33|175,reads_R-HPV33,HPV33,right,4,2135,chrY,9572279,9572246,-,43,13
reads_R-HPV33|176,reads_R-HPV33,HPV33,right,4,2135,chrY,13134971,13134938,-,43,13
reads_R-HPV33|177,reads_R-HPV33,HPV33,right,4,2135,chrX,7592069,7592036,-,43,13
reads_R-HPV33|178,reads_R-HPV33,HPV33,right,4,2135,chrX,13136794,13136761,-,43,13
reads_R-HPV33|179,reads_R-HPV33,HPV33,right,4,2135,chrX,14205161,14205128,-,43,13
reads_R-HPV33|180,reads_R-HPV33,HPV33,right,4,2135,chrX,23427767,23427734,-,43,13
reads_R-HPV33|181,reads_R-HPV33,HPV33,right,4,2135,chrX,25317402,25317369,-,43,13
reads_R-HPV33|182,reads_R-HPV33,HPV33,right,4,2135,chrX,26181012,26180979,-,43,13
reads_R-HPV33|183,reads_R-HPV33,HPV33,right,4,2135,chr9,1186077,1186044,-,43,13
reads_R-HPV33|184,reads_R-HPV33,HPV33,right,4,2135,chr9,6181684,6181651,-,43,13
reads_R-HPV33|185,reads_R-HPV33,HPV33,right,4,2135,chr9,17289481,17289448,-,43,13
reads_R-HPV33|186,reads_R-HPV33,HPV33,right,4,2135,chr9,18843507,18843474,-,43,13
reads_R-HPV33|187,reads_R-HPV33,HPV33,right,4,2135,chr9,19540678,19540645,-,43,13
reads_R-HPV33|188,reads_R-HPV33,HPV33,right,4,2135,chr8,10936873,10936840,-,43,13
reads_R-HPV33|189,reads_R-HPV33,HPV33,right,4,2135,chr8,23378412,23378379,-,43,13
reads_R-HPV33|190,reads_R-HPV33,HPV33,right,4,2135,chr8,24453123,24453090,-,43,13
reads_R-HPV33|191,reads_R-HPV33,HPV33,right,4,2135,chr8,35175955,35175922,-,43,13
reads_R-HPV33|192,reads_R-HPV33,HPV33,right,4,2135,chr8,35532519,35532486,-,43,13
reads_R-HPV33|193,reads_R-HPV33,HPV33,right,4,2135,chr7,17570006,17569973,-,43,13
reads_R-HPV33|194,reads_R-HPV33,HPV33,right,4,2135,chr7,19882116,19882083,-,43,13
reads_R-HPV33|195,reads_R-HPV33,HPV33,right,4,2135,chr7,23827069,23827036,-,43,13
reads_R-HPV33|196,reads_R-HPV33,HPV33,right,4,2135,chr7,30641283,30641250,-,43,13
reads_R-HPV33|197,reads_R-HPV33,HPV33,right,4,2135,chr7,32687163,32687130,-,43,13
reads_R-HPV33|198,reads_R-HPV33,HPV33,right,4,2135,chr6,4834546,4834513,-,43,13
reads_R-HPV33|199,reads_R-HPV33,HPV33,right,4,2135,chr6,8774964,8774931,-,43,13
reads_R-HPV33|200,reads_R-HPV33,HPV33,right,4,2135,chr6,18358242,18358209,-,43,13
reads_R-HPV33|201,reads_R-HPV33,HPV33,right,4,2135,chr6,23258754,23258721,-,43,13
reads_R-HPV33|202,reads_R-HPV33,HPV33,right,4,2135,chr5,15910997,15910964,-,43,13
reads_R-HPV33|203,reads_R-HPV33,HPV33,right,4,2135,chr5,16647656,16647623,-,43,13
reads_R-HPV33|204,reads_R-HPV33,HPV33,right,4,2135,chr5,29191055,29191022,-,43,13
reads_R-HPV33|205,reads_R-HPV33,HPV33,right,4,2135,chr5,38173974,38173941,-,43,13
reads_R-HPV33|206,reads_R-HPV33,HPV33,right,4,2135,chr5,39280211,39280178,-,43,13
reads_R-HPV33|207,reads_R-HPV33,HPV33,right,4,2135,chr4,5174774,5174741,-,43,13
reads_R-HPV33|208,reads_R-HPV33,HPV33,right,4,2135,chr4,5246045,5246012,-,43,13
reads_R-HPV33|209,reads_R-HPV33,HPV33,right,4,2135,chr4,5443077,5443044,-,43,13
reads_R-HPV33|210,reads_R-HPV33,HPV33,right,4,2135,chr4,5766376,5766343,-,43,13
reads_R-HPV33|211,reads_R-HPV33,HPV33,right,4,2135,chr4,14211572,14211539,-,43,13
reads_R-HPV33|212,reads_R-HPV33,HPV33,right,4,2135,chr4,14664772,14664739,-,43,13
reads_R-HPV33|213,reads_R-HPV33,HPV33,right,4,2135,chr3,2671065,2671032,-,43,13
reads_R-HPV33|214,reads_R-HPV33,HPV33,right,4,2135,chr3,6271366,6271333,-,43,13
reads_R-HPV33|215,reads_R-HPV33,HPV33,right,4,2135,chr3,6768610,6768577,-,43,13
reads_R-HPV33|216,reads_R-HPV33,HPV33,right,4,2135,chr3,6949528,6949495,-,43,13
reads_R-HPV33|217,reads_R-HPV33,HPV33,right,4,2135,chr3,8067092,8067059,-,43,13
reads_R-HPV33|218,reads_R-HPV33,HPV33,right,4,2135,chr3,11490944,11490911,-,43,13
reads_R-HPV33|219,reads_R-HPV33,HPV33,right,4,2135,chr3,12032353,12032320,-,43,13
reads_R-HPV33|220,reads_R-HPV33,HPV33,right,4,2135,chr3,15911710,15911677,-,43,13
reads_R-HPV33|221,reads_R-HPV33,HPV33,right,4,2135,chr22,48990239,48990206,-,43,13
reads_R-HPV33|222,reads_R-HPV33,HPV33,right,4,2135,chr22,39842209,39842176,-,43,13
reads_R-HPV33|223,reads_R-HPV33,HPV33,right,4,2135,chr22,32299127,32299094,-,43,13
reads_R-HPV33|224,reads_R-HPV33,HPV33,right,4,2135,chr22,15984565,15984532,-,43,13
reads_R-HPV33|225,reads_R-HPV33,HPV33,right,4,2135,chr22,11431520,11431487,-,43,13
reads_R-HPV33|226,reads_R-HPV33,HPV33,right,4,2135,chr22,11336645,11336612,-,43,13
reads_R-HPV33|227,reads_R-HPV33,HPV33,right,4,2135,chr20,6320293,6320260,-,43,13
reads_R-HPV33|228,reads_R-HPV33,HPV33,right,4,2135,chr20,8113360,8113327,-,43,13
reads_R-HPV33|229,reads_R-HPV33,HPV33,right,4,2135,chr20,12128160,12128127,-,43,13
reads_R-HPV33|230,reads_R-HPV33,HPV33,right,4,2135,chr20,28792732,28792699,-,43,13
reads_R-HPV33|231,reads_R-HPV33,HPV33,right,4,2135,chr20,17119258,17119225,-,43,13
reads_R-HPV33|232,reads_R-HPV33,HPV33,right,4,2135,chr2,19163081,19163048,-,43,13
reads_R-HPV33|233,reads_R-HPV33,HPV33,right,4,2135,chr2,20909933,20909900,-,43,13
reads_R-HPV33|234,reads_R-HPV33,HPV33,right,4,2135,chr2,21213050,21213017,-,43,13
reads_R-HPV33|235,reads_R-HPV33,HPV33,right,4,2135,chr2,23229329,23229296,-,43,13
reads_R-HPV33|236,reads_R-HPV33,HPV33,right,4,2135,chr19,43865756,43865723,-,43,13
reads_R-HPV33|237,reads_R-HPV33,HPV33,right,4,2135,chr19,20632261,20632228,-,43,13
reads_R-HPV33|238,reads_R-HPV33,HPV33,right,4,2135,chr19,19922410,19922377,-,40,13
reads_R-HPV33|239,reads_R-HPV33,HPV33,right,4,2135,chr18,2864689,2864656,-,43,13
reads_R-HPV33|240,reads_R-HPV33,HPV33,right,4,2135,chr18,8888542,8888509,-,43,13
reads_R-HPV33|241,reads_R-HPV33,HPV33,right,4,2135,chr18,21887418,21887385,-,43,13
reads_R-HPV33|242,reads_R-HPV33,HPV33,right,4,2135,chr18,27742200,27742167,-,43,13
reads_R-HPV33|243,reads_R-HPV33,HPV33,right,4,2135,chr17,56191686,56191653,-,43,13
reads_R-HPV33|244,reads_R-HPV33,HPV33,right,4,2135,chr17,52408312,52408279,-,43,13
reads_R-HPV33|245,reads_R-HPV33,HPV33,right,4,2135,chr17,27103626,27103593,-,43,13
reads_R-HPV33|246,reads_R-HPV33,HPV33,right,4,2135,chr16,12074637,12074604,-,43,13
reads_R-HPV33|247,reads_R-HPV33,HPV33,right,4,2135,chr16,18825731,18825698,-,43,13
reads_R-HPV33|248,reads_R-HPV33,HPV33,right,4,2135,chr16,21047148,21047115,-,43,13
reads_R-HPV33|249,reads_R-HPV33,HPV33,right,4,2135,chr16,33957055,33957022,-,43,13
reads_R-HPV33|250,reads_R-HPV33,HPV33,right,4,2135,chr16,35612953,35612920,-,43,13
reads_R-HPV33|251,reads_R-HPV33,HPV33,right,4,2135,chr15,24638407,24638374,-,43,13
reads_R-HPV33|252,reads_R-HPV33,HPV33,right,4,2135,chr15,28159209,28159176,-,43,13
reads_R-HPV33|253,reads_R-HPV33,HPV33,right,4,2135,chr15,49264042,49264009,-,43,13
reads_R-HPV33|254,reads_R-HPV33,HPV33,right,4,2135,chr14,22676503,22676470,-,43,13
reads_R-HPV33|255,reads_R-HPV33,HPV33,right,4,2135,chr14,25209009,25208976,-,43,13
reads_R-HPV33|256,reads_R-HPV33,HPV33,right,4,2135,chr14,25783330,25783297,-,43,13
reads_R-HPV33|257,reads_R-HPV33,HPV33,right,4,2135,chr14,28316983,28316950,-,43,13
reads_R-HPV33|258,reads_R-HPV33,HPV33,right,4,2135,chr14,29959845,29959812,-,43,13
reads_R-HPV33|259,reads_R-HPV33,HPV33,right,4,2135,chr14,30689286,30689253,-,43,13
reads_R-HPV33|260,reads_R-HPV33,HPV33,right,4,2135,chr13,19215199,19215166,-,43,13
reads_R-HPV33|261,reads_R-HPV33,HPV33,right,4,2135,chr13,24552882,24552849,-,43,13
reads_R-HPV33|262,reads_R-HPV33,HPV33,right,4,2135,chr13,36472767,36472734,-,43,13
reads_R-HPV33|263,reads_R-HPV33,HPV33,right,4,2135,chr13,39852750,39852717,-,43,13
reads_R-HPV33|264,reads_R-HPV33,HPV33,right,4,2135,chr12,375048,375015,-,43,13
reads_R-HPV33|265,reads_R-HPV33,HPV33,right,4,2135,chr12,5120888,5120855,-,43,13
reads_R-HPV33|266,reads_R-HPV33,HPV33,right,4,2135,chr12,7508746,7508713,-,43,13
