sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
LIHC-G3-A3CH-NT	chr10~87193524~+~NC_003977_3182nt_Hepatitis_B_virus~1823~-	chr10	87193524	NC_003977_3182nt_Hepatitis_B_virus	1823	12	chr10:87193524	2	RNU6-529P;GLUD1;RP11-96C23.9;FAM35A;Metazoa_SRP	NUTM2A;NUTM2A-AS1;LINC00863;NUTM2D;NPAP1P3
CESC-C5-A901-TP	chr10~87009932~+~HPV16~881~-	chr10	87009932	HPV16	881	20	chr10:87193524	2	ADIRF-AS1;RP11-96C23.15;ADIRF;BMS1P3;RP11-96C23.11;<-(RP11-96C23.10)->	FAM25A;RP11-96C23.12;RNU6-529P;GLUD1;RP11-96C23.9
CESC-EA-A3QE-TP	HPV16~4862~-~chr10~96153687~+	chr10	96153687	HPV16	4862	15	chr10:96153687	2	CCNJ;MIR3157;RNU6-271P;AC021037.2;AC021037.1;<-(ZNF518A)->	NPM1P25;BLNK;RP11-35J23.1;DNTT;OPALIN
CESC-C5-A1M8-TP	chr10~95756720~+~HPV16~881~-	chr10	95756720	HPV16	881	566	chr10:96153687	2	PDLIM1;SORBS1;RP11-7D5.2;ALDH18A1;TCTN3;<-(ENTPD1)->;<-(ENTPD1-AS1)->	RP11-429G19.3;C10orf131;RP11-248J23.6;RP11-248J23.5;CC2D2B
CESC-VS-A9UL-TP	chr11~102952174~+~HPV18~930~-	chr11	102952174	HPV18	930	1164	chr11:102949143	3	AP000619.6;MMP3;MMP12;BOLA3P1;RNU7-159P;<-(MMP13)->	RP11-690D19.4;RP11-690D19.1;RP11-690D19.3;DCUN1D5;DYNC2H1
CESC-VS-A9UO-TP	chr11~102868070~+~HPV18~930~-	chr11	102868070	HPV18	930	1174	chr11:102949143	3	MMP10;WTAPP1;MMP1;AP000619.6;MMP3;<-(MMP12)->	BOLA3P1;RNU7-159P;MMP13;RP11-690D19.4;RP11-690D19.1
CESC-FU-A5XV-TP	chr11~102855450~+~HPV18~930~-	chr11	102855450	HPV18	930	644	chr11:102949143	3	MMP10;WTAPP1;MMP1;AP000619.6;MMP3	MMP12;BOLA3P1;RNU7-159P;MMP13;RP11-690D19.4
CESC-JX-A5QV-TP	chr11~120819921~+~HPV16~3357~+	chr11	120819921	HPV16	3357	665	chr11:120495386	2	POU2F3;TMEM136;7SK;ARHGEF12;TCEB1P22;<-(GRIK4)->	RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL
LIHC-BC-A10W-NT	chr11~120306225~+~NC_003977_3182nt_Hepatitis_B_virus~1807~-	chr11	120306225	NC_003977_3182nt_Hepatitis_B_virus	1807	10	chr11:120495386	2	RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;<-(POU2F3)->	TMEM136;7SK;ARHGEF12;TCEB1P22;GRIK4
LIHC-G3-A3CH-NT	chr11~124400949~+~NC_003977_3182nt_Hepatitis_B_virus~1818~-	chr11	124400949	NC_003977_3182nt_Hepatitis_B_virus	1818	11	chr11:124400949	2	OR8B5P;OR8B1P;OR8C1P;OR8B2;OR8B3	OR8X1P;OR8B4;OR8B4;OR8B8;OR8A2P
LIHC-DD-A1EI-NT	chr11~123651343~+~NC_003977_3182nt_Hepatitis_B_virus~1804~-	chr11	123651343	NC_003977_3182nt_Hepatitis_B_virus	1804	19	chr11:124400949	2	MIR4493;AP000783.1;LINC01059;GRAMD1B;SF3A3P2;<-(SCN3B)->	RP11-634B22.4;AP000868.1;ZNF202;OR6X1;RNU1-21P
CESC-C5-A1MH-TP	HPV16~881~+~chr11~13378336~+	chr11	13378336	HPV16	881	1270	chr11:12876146	4	CTC-497E21.3;RASSF10;CTC-497E21.5;RP11-413N13.1;RN7SKP151;<-(ARNTL)->	BTBD10;RP11-15D14.1;RP11-15D14.2;PTH;HMGN2P36
HNSC-BA-6869-TP	chr11~12876146~+~HPV33~895~-	chr11	12876146	HPV33	895	18	chr11:12876146	4	AC025300.1;PARVA;RP11-51B23.3;RP11-47J17.3;RP11-47J17.1;<-(TEAD1)->	AC013549.1;SCARNA16;RP11-47J17.2;AC084859.1;LINC00958
LIHC-CC-5264-TP	chr11~12689760~+~NC_003977_3182nt_Hepatitis_B_virus~1828~-	chr11	12689760	NC_003977_3182nt_Hepatitis_B_virus	1828	226	chr11:12876146	4	RP11-573E11.2;MICALCL;AC025300.1;PARVA;RP11-51B23.3;<-(TEAD1)->	RP11-47J17.3;RP11-47J17.1;AC013549.1;SCARNA16;RP11-47J17.2
HNSC-CR-6471-TP	chr11~12876146~+~HPV33~895~-	chr11	12876146	HPV33	895	11071	chr11:12876146	4	AC025300.1;PARVA;RP11-51B23.3;RP11-47J17.3;RP11-47J17.1;<-(TEAD1)->	AC013549.1;SCARNA16;RP11-47J17.2;AC084859.1;LINC00958
CESC-C5-A1MK-TP	HPV58~899~+~chr11~11947944~+	chr11	11947944	HPV58	899	57	chr11:12876146	4	RP11-756D7.2;RP11-756D7.1;AC104383.1;MIR8070;CTD-2381F24.1;<-(USP47)->	DKK3;RP13-631K18.2;RP13-631K18.3;AC124276.1;RP13-631K18.5
HNSC-CN-A499-TP	HPV16~408~-~chr11~69809812~+	chr11	69809812	HPV16	408	95	chr11:70206915	3	ORAOV1;AP001888.1;FGF19;RP11-300I6.5;FGF4	FGF3;RP11-643C9.1;RP11-643C9.2;RP11-626H12.1;RP11-626H12.2
CESC-EA-A1QT-TP	chr11~70206915~+~HPV16~1454~+	chr11	70206915	HPV16	1454	19	chr11:70206915	3	ANO1-AS2;RNU6-1175P;ANO1;RP11-805J14.3;ANO1-AS1;<-(FADD)->;<-(RP11-805J14.5)->	H2AFZP4;MIR548K;CTA-797E19.1;AP000487.6;CTA-797E19.2
CESC-DS-A7WH-TP	HPV16~883~+~chr11~75386887~+	chr11	75386887	HPV16	883	57	chr11:76380747	2	CTD-2562J17.7;CTD-2562J17.6;CTD-2562J17.9;ARRB1;MIR326	SNORD15A;SNORD15B;RPS3;KLHL35;GDPD5
HNSC-CN-4741-TP	HPV16~3357~-~chr11~76380747~+	chr11	76380747	HPV16	3357	39	chr11:76380747	2	UVRAG;CTD-2011F17.2;RP11-619A14.2;WNT11;RP11-619A14.3;<-(PRKRIR)->	RP11-111M22.4;RP11-111M22.5;RP11-111M22.2;Y_RNA;RP11-111M22.3
LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1778~+~chr11~77261690~+	chr11	77261690	NC_003977_3182nt_Hepatitis_B_virus	1778	65	chr11:76380747	2	CTD-2547H18.1;B3GNT6;CAPN5;OMP;MYO7A;<-(GDPD4)->	TOMM20P1;PAK1;RP11-739B23.1;RNU7-59P;CLNS1A
CESC-VS-A9U5-TP	chr12~123298172~+~HPV16~881~-	chr12	123298172	HPV16	881	361	chr12:123272756	2	C12orf65;RP11-282O18.3;RP11-282O18.7;CDK2AP1;RNA5SP375;<-(SBNO1)->	Y_RNA;MIR8072;RP13-942N8.1;SETD8;RILPL2
LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1823~+~chr12~123272756~+	chr12	123272756	NC_003977_3182nt_Hepatitis_B_virus	1823	12	chr12:123272756	2	MPHOSPH9;C12orf65;RP11-282O18.3;RP11-282O18.7;CDK2AP1	RNA5SP375;SBNO1;Y_RNA;MIR8072;RP13-942N8.1
CESC-MA-AA3Y-TP	HPV39~944~+~chr12~124543988~+	chr12	124543988	HPV39	944	42	chr12:124542929	2	RP11-408I18.9;RP11-83B20.1;RP11-83B20.2;RP11-83B20.3;RP11-83B20.4;<-(NCOR2)->	RP11-83B20.5;RP11-83B20.6;RP11-83B20.7;RP11-83B20.9;RP11-83B20.8
LIHC-DD-A1EL-TP	chr12~124428742~+~NC_003977_3182nt_Hepatitis_B_virus~1764~-	chr12	124428742	NC_003977_3182nt_Hepatitis_B_virus	1764	65	chr12:124542929	2	RP11-214K3.24;FAM101A;RP11-522N14.2;MIR6880;RP11-408I18.9;<-(NCOR2)->	RP11-83B20.1;RP11-83B20.2;RP11-83B20.3;RP11-83B20.4;RP11-83B20.5
HNSC-CR-6471-TP	chr12~52493215~+~HPV33~509~+	chr12	52493215	HPV33	509	11	chr12:53098294	2	KRT6B;AC055736.2;KRT6C;AC055736.4;AC055736.3;<-(KRT6A)->	KRT5;AC055736.1;KRT71;KRT74;KRT72
CESC-C5-A7CK-TP	HPV16~3569~+~chr12~53100794~+	chr12	53100794	HPV16	3569	1829	chr12:53098294	2	EIF4B;RP11-983P16.4;TNS2;MIR6757;SPRYD3;<-(IGFBP6)->	SOAT2;VTI1BP3;RNU6-333P;HIGD1AP1;EIF4A1P4
LIHC-DD-AAVV-TP	NC_003977_3182nt_Hepatitis_B_virus~469~+~chr12~79508718~+	chr12	79508718	NC_003977_3182nt_Hepatitis_B_virus	469	10	chr12:80448625	2	MIR1252;RP1-78O14.1;AC027288.2;AC027288.1;RP11-359M6.2	RP11-359M6.1;NOP56P3;PAWR;RP11-530C5.1;RP11-530C5.4
CESC-Q1-A73O-TP	chr12~80448625~+~HPV18~3193~-	chr12	80448625	HPV18	3193	99	chr12:80448625	2	RPL7P38;RNU7-106P;RP11-244J10.1;OTOGL;RN7SKP261;<-(PTPRQ)->	AKIRIN1P1;RP11-272K23.3;MYF6;MYF5;LINC01490
HNSC-CN-A499-TP	chr12~89929623~+~HPV16~809~-	chr12	89929623	HPV16	809	16	chr12:90905865	3	LINC00936;RNA5SP365;MRPL2P1;RNU6-148P;RP11-654D12.1;<-(RP11-654D12.2)->	RP11-654D12.3;RP11-567C2.1;RP11-753N8.1;RP11-632B21.1;RP11-20L19.1
HNSC-BB-7864-TP	chr12~90905865~+~HPV56~911~-	chr12	90905865	HPV56	911	1798	chr12:90905865	3	RP11-654D12.3;RP11-567C2.1;RP11-753N8.1;RP11-632B21.1;RP11-20L19.1;<-(CCER1)->	LINC00615;EPYC;KERA;LUM;DCN
HNSC-P3-A6SW-TP	chr12~90905865~+~HPV16~881~-	chr12	90905865	HPV16	881	494	chr12:90905865	3	RP11-654D12.3;RP11-567C2.1;RP11-753N8.1;RP11-632B21.1;RP11-20L19.1;<-(CCER1)->	LINC00615;EPYC;KERA;LUM;DCN
LIHC-CC-A8HT-TP	NC_003977_3182nt_Hepatitis_B_virus~1804~+~chr13~32773822~+	chr13	32773822	NC_003977_3182nt_Hepatitis_B_virus	1804	16	chr13:32773822	2	SNORA16;ATP8A2P2;N4BP2L2;N4BP2L2-IT2;RNY1P4;<-(PDS5B)->	RP11-380B4.3;LINC00423;TOMM22P3;KL;AL161898.1
LIHC-DD-AADV-TP	chr13~32715898~+~NC_003977_3182nt_Hepatitis_B_virus~1760~-	chr13	32715898	NC_003977_3182nt_Hepatitis_B_virus	1760	18	chr13:32773822	2	N4BP2L1;SNORA16;ATP8A2P2;N4BP2L2;N4BP2L2-IT2;<-(PDS5B)->	RNY1P4;RP11-380B4.3;LINC00423;TOMM22P3;KL
HNSC-T2-A6X0-TP	HPV16~881~+~chr13~34225065~+	chr13	34225065	HPV16	881	216	chr13:34214262	2	RFC3;AL161891.1;RP11-218I21.2;VDAC1P12;SNORA25	RP11-282M24.1;RP11-16D22.2;LINC00457;GAMTP2;RP11-266E6.3
LIHC-DD-A116-NT	chr13~34011450~+~NC_003977_3182nt_Hepatitis_B_virus~1822~-	chr13	34011450	NC_003977_3182nt_Hepatitis_B_virus	1822	10	chr13:34214262	2	RP11-179A7.2;RNU5A-4P;RP11-142E9.1;RFC3;AL161891.1	RP11-218I21.2;VDAC1P12;SNORA25;RP11-282M24.1;RP11-16D22.2
LIHC-DD-A116-NT	chr13~40807269~+~NC_003977_3182nt_Hepatitis_B_virus~1787~-	chr13	40807269	NC_003977_3182nt_Hepatitis_B_virus	1787	82	chr13:40954687	2	FOXO1;RLIMP1;MIR320D1;Metazoa_SRP;MRPS31;<-(SLC25A15)->	MIR621;CYCSP34;TPTE2P5;SUGT1P3;RGS17P1
LIHC-DD-AADV-TP	chr13~40954687~+~NC_003977_3182nt_Hepatitis_B_virus~1760~-	chr13	40954687	NC_003977_3182nt_Hepatitis_B_virus	1760	18	chr13:40954687	2	SLC25A15;MIR621;CYCSP34;TPTE2P5;SUGT1P3;<-(ELF1)->	RGS17P1;WBP4;MIR3168;RN7SL597P;KBTBD6
CESC-EA-A44S-TP	chr13~73413637~+~HPV16~881~-	chr13	73413637	HPV16	881	96	chr13:74032201	15	AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;<-(LINC00393)->	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402
HNSC-CR-7369-TP	HPV16~881~+~chr13~73336694~+	chr13	73336694	HPV16	881	1118	chr13:74032201	15	FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8	RP11-309J13.1;MARK2P12;LINC00393;LINC00392;RP11-552M6.1
CESC-EK-A2RJ-TP	chr13~73295176~+~HPV59~3494~-	chr13	73295176	HPV59	3494	102	chr13:74032201	15	FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8	RP11-309J13.1;MARK2P12;LINC00393;LINC00392;RP11-552M6.1
CESC-C5-A1BL-TP	HPV16~881~+~chr13~73616051~+	chr13	73616051	HPV16	881	485	chr13:74032201	15	RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00392;<-(LINC00393)->	RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5
CESC-Q1-A5R3-TP	chr13~73413637~+~HPV18~930~-	chr13	73413637	HPV18	930	402	chr13:74032201	15	AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;<-(LINC00393)->	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402
CESC-EK-A2IR-TP	chr13~73260846~+~HPV16~881~-	chr13	73260846	HPV16	881	1964	chr13:74032201	15	FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8	RP11-309J13.1;MARK2P12;LINC00393;LINC00392;RP11-552M6.1
HNSC-CN-4741-TP	chr13~73045739~+~HPV16~881~-	chr13	73045739	HPV16	881	1451	chr13:74032201	15	DIS3;AL391384.1;RNU6-79P;PIBF1;PSMD10P3	KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P
CESC-ZJ-AAXF-TP	HPV16~881~+~chr13~73474430~+	chr13	73474430	HPV16	881	607	chr13:74032201	15	AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;<-(LINC00393)->	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402
CESC-C5-A1MP-TP	HPV16~881~+~chr13~73378771~+	chr13	73378771	HPV16	881	1881	chr13:74032201	15	FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8	RP11-309J13.1;MARK2P12;LINC00393;LINC00392;RP11-552M6.1
CESC-FU-A770-TP	chr13~73343611~+~HPV16~3503~-	chr13	73343611	HPV16	3503	1071	chr13:74032201	15	FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8	RP11-309J13.1;MARK2P12;LINC00393;LINC00392;RP11-552M6.1
CESC-FU-A3HY-TP	chr13~73378253~+~HPV16~881~-	chr13	73378253	HPV16	881	4054	chr13:74032201	15	FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8	RP11-309J13.1;MARK2P12;LINC00393;LINC00392;RP11-552M6.1
CESC-JX-A3PZ-TP	HPV45~3578~+~chr13~73413479~+	chr13	73413479	HPV45	3578	1255	chr13:74032201	15	AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;<-(LINC00393)->	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402
LIHC-DD-AACP-TP	chr13~74032201~+~NC_003977_3182nt_Hepatitis_B_virus~1829~-	chr13	74032201	NC_003977_3182nt_Hepatitis_B_virus	1829	97	chr13:74032201	15	MARK2P12;LINC00393;LINC00392;RP11-552M6.1;RP11-157H4.1;<-(KLF12)->	LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381
CESC-MA-AA3Z-TP	chr13~73695672~+~HPV16~881~-	chr13	73695672	HPV16	881	507	chr13:74032201	15	RNY1P8;RP11-309J13.1;MARK2P12;LINC00393;LINC00392;<-(KLF12)->	RP11-552M6.1;RP11-157H4.1;LINC00402;RNY1P5;RPL21P108
CESC-C5-A8YR-TP	chr13~73413637~+~HPV45~930~-	chr13	73413637	HPV45	930	3519	chr13:74032201	15	AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;<-(LINC00393)->	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402
CESC-DS-A1O9-TP	HPV73~863~+~chr14~24657524~+	chr14	24657524	HPV73	863	4158	chr14:23941159	2	RP11-80A15.1;CMA1;CTSG;GZMH;GZMB;<-(RP11-104E19.1)->	STXBP6;AL137164.1;RP11-89K22.1;HMGN2P6;OR7K1P
HNSC-HD-8314-TP	chr14~23941159~+~HPV35~884~-	chr14	23941159	HPV35	884	490	chr14:23941159	2	BRD7P1;RP11-388E23.4;RN7SKP205;RP11-388E23.3;LINC00596;<-(DHRS4-AS1)->	DHRS4;DHRS4L2;DHRS4L1;LRRC16B;CPNE6
LIHC-DD-A119-NT	chr14~22960824~+~NC_003977_3182nt_Hepatitis_B_virus~1809~-	chr14	22960824	NC_003977_3182nt_Hepatitis_B_virus	1809	64	chr14:23941159	2	PRMT5-AS1;PRMT5;RP11-298I3.1;HAUS4;MIR4707	AJUBA;RP11-298I3.4;C14orf93;RP11-298I3.3;RP11-298I3.6
HNSC-BA-A4IG-TP	chr14~37597981~+~HPV16~484~-	chr14	37597981	HPV16	484	15	chr14:37597981	3	MIPOL1;RNU6-886P;RP11-356O9.2;RP11-356O9.1;FOXA1;<-(TTC6)->	SNORA42;RNU6-1277P;LINC00517;CTD-2058B24.3;CTD-2058B24.2
CESC-PN-A8MA-TP	HPV16~3524~+~chr14~36661495~+	chr14	36661495	HPV16	3524	270	chr14:37597981	3	PHKBP2;RPL29P3;NKX2-8;RN7SKP257;RP11-964E11.2;<-(PAX9)->	RP11-81F13.1;RP11-81F13.2;SLC25A21;MIR4503;RP11-537P22.2
HNSC-MZ-A6I9-TP	HPV16~881~+~chr14~37582046~+	chr14	37582046	HPV16	881	3316	chr14:37597981	3	RNU6-273P;MIPOL1;RNU6-886P;RP11-356O9.2;RP11-356O9.1	FOXA1;SNORA42;TTC6;RNU6-1277P;LINC00517
CESC-VS-A959-TP	HPV31~878~+~chr14~68497123~+	chr14	68497123	HPV31	878	374	chr14:68681967	12	CTD-2566J3.1;RN7SL706P;RN7SL108P;RP11-204K16.1;PPIAP6;<-(RAD51B)->	CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1
CESC-EA-A78R-TP	HPV52~880~+~chr14~68514038~+	chr14	68514038	HPV52	880	70	chr14:68681967	12	CTD-2566J3.1;RN7SL706P;RN7SL108P;RP11-204K16.1;PPIAP6;<-(RAD51B)->	CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1
CESC-EK-A2H0-TP	HPV68~2994~+~chr14~68681967~+	chr14	68681967	HPV68	2994	737	chr14:68681967	12	RN7SL706P;RN7SL108P;RP11-204K16.1;PPIAP6;CTD-2325P2.4;<-(RAD51B)->	CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1;MAGOH3P
CESC-ZJ-A8QQ-TP	HPV68~839~+~chr14~68682936~+	chr14	68682936	HPV68	839	358	chr14:68681967	12	RN7SL706P;RN7SL108P;RP11-204K16.1;PPIAP6;CTD-2325P2.4;<-(RAD51B)->	CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1;MAGOH3P
CESC-ZJ-AAXU-TP	chr14~68334761~+~HPV16~881~-	chr14	68334761	HPV16	881	278	chr14:68681967	12	RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RN7SL108P;<-(RAD51B)->	RP11-204K16.1;PPIAP6;CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2
CESC-MY-A5BD-TP	HPV16~4010~+~chr14~68149849~+	chr14	68149849	HPV16	4010	391	chr14:68681967	12	RN7SL213P;ZFYVE26;RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;<-(RN7SL706P)->;<-(RAD51B)->	RN7SL108P;RP11-204K16.1;PPIAP6;CTD-2325P2.4;CTD-2325P2.3
HNSC-BA-4077-TP	HPV16~881~+~chr14~68237177~+	chr14	68237177	HPV16	881	650	chr14:68681967	12	RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RN7SL108P;<-(RAD51B)->	RP11-204K16.1;PPIAP6;CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2
HNSC-CN-A6V7-TP	HPV16~3494~+~chr14~68446729~+	chr14	68446729	HPV16	3494	204	chr14:68681967	12	CTD-2566J3.1;RN7SL706P;RN7SL108P;RP11-204K16.1;PPIAP6;<-(RAD51B)->	CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1
CESC-EK-A2R8-TP	HPV45~3971~-~chr14~68178057~+	chr14	68178057	HPV45	3971	2281	chr14:68681967	12	ZFYVE26;RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;<-(RAD51B)->	RN7SL108P;RP11-204K16.1;PPIAP6;CTD-2325P2.4;CTD-2325P2.3
CESC-C5-A1BE-TP	chr14~68334761~+~HPV16~881~-	chr14	68334761	HPV16	881	1078	chr14:68681967	12	RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RN7SL108P;<-(RAD51B)->	RP11-204K16.1;PPIAP6;CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2
CESC-EA-A50E-TP	HPV16~881~+~chr14~68598853~+	chr14	68598853	HPV16	881	252	chr14:68681967	12	CTD-2566J3.1;RN7SL706P;RN7SL108P;RP11-204K16.1;PPIAP6;<-(RAD51B)->	CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1
CESC-4J-AA1J-TP	chr14~68516574~+~HPV18~2703~+	chr14	68516574	HPV18	2703	4765	chr14:68681967	12	CTD-2566J3.1;RN7SL706P;RN7SL108P;RP11-204K16.1;PPIAP6;<-(RAD51B)->	CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1
LIHC-CC-A7IK-TP	NC_003977_3182nt_Hepatitis_B_virus~1824~+~chr14~82229948~+	chr14	82229948	NC_003977_3182nt_Hepatitis_B_virus	1824	421	chr14:82714703	2	EEF1A1P2;RP11-226P1.2;RP11-226P1.1;RP11-666E17.1;EIF3LP1	AL357095.1;Metazoa_SRP;RP11-406A9.2;ENSAP2;RP11-11K13.1
LIHC-BW-A5NP-TP	chr14~82714703~+~NC_003977_3182nt_Hepatitis_B_virus~1809~-	chr14	82714703	NC_003977_3182nt_Hepatitis_B_virus	1809	32	chr14:82714703	2	EIF3LP1;AL357095.1;Metazoa_SRP;RP11-406A9.2;ENSAP2	RP11-11K13.1;RP11-452D21.2;RP11-452D21.1;RNU7-51P;RNU6ATAC28P
LIHC-CC-A8HT-TP	NC_003977_3182nt_Hepatitis_B_virus~1804~+~chr14~98969128~+	chr14	98969128	NC_003977_3182nt_Hepatitis_B_virus	1804	16	chr14:99025349	2	RP11-1082A3.1;C14orf177;AL132796.1;RP11-1127D7.2;RP11-1127D7.1	RPL3P4;AL162151.3;AL162151.4;BCL11B;AL109767.1
CESC-BI-A0VS-TP	chr14~99025352~+~HPV16~886~-	chr14	99025352	HPV16	886	1207	chr14:99025349	2	AL132796.1;RP11-1127D7.2;RP11-1127D7.1;RPL3P4;AL162151.3	AL162151.4;BCL11B;AL109767.1;CTD-2200A16.1;SETD3
CESC-C5-A2LX-TP	HPV16~7893~+~chr15~20941904~+	chr15	20941904	HPV16	7893	18	chr15:20941904	2	RP11-810K23.9;RP11-810K23.10;ZNF519P2;NF1P1;MIR5701-1;<-(LINC01193)->	OR11J2P;OR11J5P;KIAA0125P2;RP11-810K23.6;BCAR1P2
