#sample	entry	chrB	orientA	score	coordB	chrA	coordA	end	orientB	virus_brkend_grp	match	total
subset.insertion_seqs.fa	chrX~141328012~-~HPV33~3424~+	HPV33	-	1	3424	chrX	141328012	141327969	+	HPV33:3424	39	1
subset.insertion_seqs.fa	chrX~113708401~-~HPV33~3424~+	HPV33	-	4	3424	chrX	113708401	113708365	+	HPV33:3424	39	2
subset.insertion_seqs.fa	chrX~63907121~-~HPV33~3424~+	HPV33	-	4	3424	chrX	63907121	63907084	+	HPV33:3424	38	2
subset.insertion_seqs.fa	chr8~133867681~-~HPV33~3424~+	HPV33	-	4	3424	chr8	133867681	133867647	+	HPV33:3424	41	3
subset.insertion_seqs.fa	chr8~53373313~-~HPV33~3424~+	HPV33	-	4	3424	chr8	53373313	53373278	+	HPV33:3424	40	4
subset.insertion_seqs.fa	chr7~141870161~-~HPV33~3424~+	HPV33	-	4	3424	chr7	141870161	141870124	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr7~62941793~-~HPV33~3424~+	HPV33	-	4	3424	chr7	62941793	62941758	+	HPV33:3424	40	4
subset.insertion_seqs.fa	chr6~116346946~-~HPV33~3424~+	HPV33	-	4	3424	chr6	116346946	116346912	+	HPV33:3424	41	3
subset.insertion_seqs.fa	chr5~130611330~-~HPV33~3424~+	HPV33	-	4	3424	chr5	130611330	130611293	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr5~79915276~-~HPV33~3424~+	HPV33	-	4	3424	chr5	79915276	79915239	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr5~20726764~-~HPV33~3424~+	HPV33	-	4	3424	chr5	20726764	20726727	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr5~8631011~-~HPV33~3424~+	HPV33	-	4	3424	chr5	8631011	8630974	+	HPV33:3424	41	5
subset.insertion_seqs.fa	chr5~181012339~-~HPV33~3424~+	HPV33	-	1	3424	chr5	181012339	181012296	+	HPV33:3424	39	1
subset.insertion_seqs.fa	chr4~141115318~-~HPV33~3424~+	HPV33	-	4	3424	chr4	141115318	141115281	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr4~106883801~-~HPV33~3424~+	HPV33	-	4	3424	chr4	106883801	106883766	+	HPV33:3424	40	4
subset.insertion_seqs.fa	chr4~178641300~-~HPV33~3424~+	HPV33	-	4	3424	chr4	178641300	178641263	+	HPV33:3424	39	2
subset.insertion_seqs.fa	chr3~93945985~-~HPV33~3424~+	HPV33	-	4	3424	chr3	93945985	93945948	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr3~162465128~-~HPV33~3424~+	HPV33	-	4	3424	chr3	162465128	162465092	+	HPV33:3424	40	4
subset.insertion_seqs.fa	chr3~139408910~-~HPV33~3424~+	HPV33	-	4	3424	chr3	139408910	139408876	+	HPV33:3424	40	3
subset.insertion_seqs.fa	chr2~212859879~-~HPV33~3424~+	HPV33	-	4	3424	chr2	212859879	212859842	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr2~80810832~-~HPV33~3424~+	HPV33	-	4	3424	chr2	80810832	80810795	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr2~138257725~-~HPV33~3424~+	HPV33	-	4	3424	chr2	138257725	138257691	+	HPV33:3424	39	3
subset.insertion_seqs.fa	chr14~80593648~-~HPV33~3424~+	HPV33	-	4	3424	chr14	80593648	80593611	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr14~57790319~-~HPV33~3424~+	HPV33	-	4	3424	chr14	57790319	57790282	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr14~49247378~-~HPV33~3424~+	HPV33	-	4	3424	chr14	49247378	49247341	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr14~46226107~-~HPV33~3424~+	HPV33	-	4	3424	chr14	46226107	46226070	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr14~46441982~-~HPV33~3424~+	HPV33	-	4	3424	chr14	46441982	46441945	+	HPV33:3424	40	2
subset.insertion_seqs.fa	chr12~97677275~-~HPV33~3424~+	HPV33	-	4	3424	chr12	97677275	97677238	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr12~46398521~-~HPV33~3424~+	HPV33	-	4	3424	chr12	46398521	46398484	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr11~29399891~-~HPV33~3424~+	HPV33	-	4	3424	chr11	29399891	29399856	+	HPV33:3424	40	4
subset.insertion_seqs.fa	chr10~92134343~-~HPV33~3424~+	HPV33	-	4	3424	chr10	92134343	92134306	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr10~73327664~-~HPV33~3424~+	HPV33	-	4	3424	chr10	73327664	73327627	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr1~223282415~-~HPV33~3424~+	HPV33	-	4	3424	chr1	223282415	223282378	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chr1~175438704~-~HPV33~3424~+	HPV33	-	4	3424	chr1	175438704	175438667	+	HPV33:3424	42	5
subset.insertion_seqs.fa	chrY~12625854~-~HPV33~3424~-	HPV33	-	4	3424	chrY	12625854	12625891	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chrX~51429286~-~HPV33~3424~-	HPV33	-	4	3424	chrX	51429286	51429320	-	HPV33:3424	40	3
subset.insertion_seqs.fa	chr8~77975577~-~HPV33~3424~-	HPV33	-	1	3424	chr8	77975577	77975618	-	HPV33:3424	40	1
subset.insertion_seqs.fa	chr7~106556304~-~HPV33~3424~-	HPV33	-	4	3424	chr7	106556304	106556341	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr7~81178668~-~HPV33~3424~-	HPV33	-	4	3424	chr7	81178668	81178704	-	HPV33:3424	40	4
subset.insertion_seqs.fa	chr7~153312180~-~HPV33~3424~-	HPV33	-	4	3424	chr7	153312180	153312214	-	HPV33:3424	39	3
subset.insertion_seqs.fa	chr6~79659975~-~HPV33~3424~-	HPV33	-	4	3424	chr6	79659975	79660012	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr6~26842989~-~HPV33~3424~-	HPV33	-	4	3424	chr6	26842989	26843026	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr6~135511274~-~HPV33~3424~-	HPV33	-	4	3424	chr6	135511274	135511308	-	HPV33:3424	40	3
subset.insertion_seqs.fa	chr5~42478720~-~HPV33~3424~-	HPV33	-	4	3424	chr5	42478720	42478757	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr5~34134758~-~HPV33~3424~-	HPV33	-	4	3424	chr5	34134758	34134795	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr5~23917781~-~HPV33~3424~-	HPV33	-	4	3424	chr5	23917781	23917818	-	HPV33:3424	41	5
subset.insertion_seqs.fa	chr4~130245146~-~HPV33~3424~-	HPV33	-	4	3424	chr4	130245146	130245183	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr4~42698127~-~HPV33~3424~-	HPV33	-	4	3424	chr4	42698127	42698164	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr4~172671496~-~HPV33~3424~-	HPV33	-	4	3424	chr4	172671496	172671532	-	HPV33:3424	40	4
subset.insertion_seqs.fa	chr4~65857581~-~HPV33~3424~-	HPV33	-	4	3424	chr4	65857581	65857615	-	HPV33:3424	40	3
subset.insertion_seqs.fa	chr3~86705131~-~HPV33~3424~-	HPV33	-	4	3424	chr3	86705131	86705168	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr3~41644028~-~HPV33~3424~-	HPV33	-	4	3424	chr3	41644028	41644064	-	HPV33:3424	40	4
subset.insertion_seqs.fa	chr20~55808750~-~HPV33~3424~-	HPV33	-	4	3424	chr20	55808750	55808785	-	HPV33:3424	39	4
subset.insertion_seqs.fa	chr2~208682185~-~HPV33~3424~-	HPV33	-	4	3424	chr2	208682185	208682222	-	HPV33:3424	41	2
subset.insertion_seqs.fa	chr2~193706740~-~HPV33~3424~-	HPV33	-	4	3424	chr2	193706740	193706777	-	HPV33:3424	40	2
subset.insertion_seqs.fa	chr19~24015209~-~HPV33~3424~-	HPV33	-	4	3424	chr19	24015209	24015246	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr17~53411456~-~HPV33~3424~-	HPV33	-	4	3424	chr17	53411456	53411493	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr15~97291994~-~HPV33~3424~-	HPV33	-	4	3424	chr15	97291994	97292028	-	HPV33:3424	40	3
subset.insertion_seqs.fa	chr12~17805587~-~HPV33~3424~-	HPV33	-	4	3424	chr12	17805587	17805624	-	HPV33:3424	41	5
subset.insertion_seqs.fa	chr12~118967856~-~HPV33~3424~-	HPV33	-	4	3424	chr12	118967856	118967894	-	HPV33:3424	38	2
subset.insertion_seqs.fa	chr11~101150870~-~HPV33~3424~-	HPV33	-	4	3424	chr11	101150870	101150907	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr11~63385629~-~HPV33~3424~-	HPV33	-	4	3424	chr11	63385629	63385666	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr11~11016598~-~HPV33~3424~-	HPV33	-	4	3424	chr11	11016598	11016635	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr11~28206944~-~HPV33~3424~-	HPV33	-	4	3424	chr11	28206944	28206978	-	HPV33:3424	40	3
subset.insertion_seqs.fa	chr11~96789329~-~HPV33~3424~-	HPV33	-	1	3424	chr11	96789329	96789372	-	HPV33:3424	39	1
subset.insertion_seqs.fa	chr10~74570624~-~HPV33~3424~-	HPV33	-	4	3424	chr10	74570624	74570661	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr10~120151412~-~HPV33~3424~-	HPV33	-	4	3424	chr10	120151412	120151446	-	HPV33:3424	40	3
subset.insertion_seqs.fa	chr1~114786163~-~HPV33~3424~-	HPV33	-	4	3424	chr1	114786163	114786200	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr1~33291903~-~HPV33~3424~-	HPV33	-	4	3424	chr1	33291903	33291940	-	HPV33:3424	42	5
subset.insertion_seqs.fa	chr1~96242605~-~HPV33~3424~-	HPV33	-	4	3424	chr1	96242605	96242639	-	HPV33:3424	40	3
subset.insertion_seqs.fa	chr1~11085456~-~HPV33~3424~-	HPV33	-	4	3424	chr1	11085456	11085493	-	HPV33:3424	41	5
subset.insertion_seqs.fa	chrY~4563276~-~HPV33~3424~+	HPV33	-	4	3424	chrY	4563276	4563236	+	HPV33:3424	41	2
subset.insertion_seqs.fa	chrY~4813923~-~HPV33~3424~+	HPV33	-	4	3424	chrY	4813923	4813884	+	HPV33:3424	41	2
subset.insertion_seqs.fa	chrY~7034157~-~HPV33~3424~+	HPV33	-	1	3424	chrY	7034157	7034115	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chrY~9635686~-~HPV33~3424~+	HPV33	-	1	3424	chrY	9635686	9635644	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chrY~14865396~-~HPV33~3424~+	HPV33	-	1	3424	chrY	14865396	14865354	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chrY~15149468~-~HPV33~3424~+	HPV33	-	4	3424	chrY	15149468	15149428	+	HPV33:3424	41	2
subset.insertion_seqs.fa	chrY~15843423~-~HPV33~3424~+	HPV33	-	4	3424	chrY	15843423	15843384	+	HPV33:3424	41	2
subset.insertion_seqs.fa	chrY~16766391~-~HPV33~3424~+	HPV33	-	4	3424	chrY	16766391	16766352	+	HPV33:3424	41	2
subset.insertion_seqs.fa	chrY~20039114~-~HPV33~3424~+	HPV33	-	1	3424	chrY	20039114	20039072	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chrY~20048372~-~HPV33~3424~+	HPV33	-	4	3424	chrY	20048372	20048332	+	HPV33:3424	41	2
subset.insertion_seqs.fa	chrY~20678787~-~HPV33~3424~+	HPV33	-	1	3424	chrY	20678787	20678745	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chrY~22392494~-~HPV33~3424~+	HPV33	-	4	3424	chrY	22392494	22392454	+	HPV33:3424	41	2
subset.insertion_seqs.fa	chrY~25558627~-~HPV33~3424~+	HPV33	-	1	3424	chrY	25558627	25558585	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chrY~26343854~-~HPV33~3424~+	HPV33	-	1	3424	chrY	26343854	26343812	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chrY~17217064~-~HPV33~3424~+	HPV33	-	1	3424	chrY	17217064	17217023	+	HPV33:3424	40	1
subset.insertion_seqs.fa	chrY~6015908~-~HPV33~3424~+	HPV33	-	1	3424	chrY	6015908	6015866	+	HPV33:3424	40	1
subset.insertion_seqs.fa	chrX~65350653~-~HPV33~3424~+	HPV33	-	1	3424	chrX	65350653	65350611	+	HPV33:3424	42	1
subset.insertion_seqs.fa	chrX~138202598~-~HPV33~3424~+	HPV33	-	1	3424	chrX	138202598	138202556	+	HPV33:3424	42	1
subset.insertion_seqs.fa	chrX~5713832~-~HPV33~3424~+	HPV33	-	4	3424	chrX	5713832	5713792	+	HPV33:3424	41	2
subset.insertion_seqs.fa	chrX~10719373~-~HPV33~3424~+	HPV33	-	1	3424	chrX	10719373	10719331	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chrX~19231556~-~HPV33~3424~+	HPV33	-	4	3424	chrX	19231556	19231516	+	HPV33:3424	41	2
subset.insertion_seqs.fa	chrX~19421355~-~HPV33~3424~+	HPV33	-	1	3424	chrX	19421355	19421313	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chrX~20277868~-~HPV33~3424~+	HPV33	-	1	3424	chrX	20277868	20277826	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chrX~20775492~-~HPV33~3424~+	HPV33	-	4	3424	chrX	20775492	20775455	+	HPV33:3424	41	3
subset.insertion_seqs.fa	chrX~20860093~-~HPV33~3424~+	HPV33	-	4	3424	chrX	20860093	20860056	+	HPV33:3424	41	3
subset.insertion_seqs.fa	chrX~21093615~-~HPV33~3424~+	HPV33	-	4	3424	chrX	21093615	21093576	+	HPV33:3424	41	2
subset.insertion_seqs.fa	chrX~21549248~-~HPV33~3424~+	HPV33	-	1	3424	chrX	21549248	21549206	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chrX~22613482~-~HPV33~3424~+	HPV33	-	4	3424	chrX	22613482	22613445	+	HPV33:3424	41	3
subset.insertion_seqs.fa	chrX~22793401~-~HPV33~3424~+	HPV33	-	4	3424	chrX	22793401	22793362	+	HPV33:3424	41	2
subset.insertion_seqs.fa	chrX~24337605~-~HPV33~3424~+	HPV33	-	1	3424	chrX	24337605	24337563	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chrX~26184526~-~HPV33~3424~+	HPV33	-	1	3424	chrX	26184526	26184484	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chrX~28389565~-~HPV33~3424~+	HPV33	-	1	3424	chrX	28389565	28389523	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chr9~17547299~-~HPV33~3424~+	HPV33	-	4	3424	chr9	17547299	17547262	+	HPV33:3424	42	3
subset.insertion_seqs.fa	chr9~119583175~-~HPV33~3424~+	HPV33	-	1	3424	chr9	119583175	119583133	+	HPV33:3424	42	1
subset.insertion_seqs.fa	chr9~5105235~-~HPV33~3424~+	HPV33	-	4	3424	chr9	5105235	5105196	+	HPV33:3424	41	2
subset.insertion_seqs.fa	chr9~5280960~-~HPV33~3424~+	HPV33	-	4	3424	chr9	5280960	5280920	+	HPV33:3424	41	2
subset.insertion_seqs.fa	chr9~6340177~-~HPV33~3424~+	HPV33	-	1	3424	chr9	6340177	6340135	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chr9~9082727~-~HPV33~3424~+	HPV33	-	1	3424	chr9	9082727	9082685	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chr9~9826833~-~HPV33~3424~+	HPV33	-	1	3424	chr9	9826833	9826791	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chr9~10901025~-~HPV33~3424~+	HPV33	-	4	3424	chr9	10901025	10900986	+	HPV33:3424	41	2
subset.insertion_seqs.fa	chr9~11287194~-~HPV33~3424~+	HPV33	-	1	3424	chr9	11287194	11287152	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chr9~11571235~-~HPV33~3424~+	HPV33	-	1	3424	chr9	11571235	11571193	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chr9~13796847~-~HPV33~3424~+	HPV33	-	1	3424	chr9	13796847	13796805	+	HPV33:3424	41	1
subset.insertion_seqs.fa	chr9~14684378~-~HPV33~3424~+	HPV33	-	1	3424	chr9	14684378	14684336	+	HPV33:3424	41	1
