group	truth_insertion_name	ref_chr	truth_ref_pos	vir_chr	pred_insertion_name	pred_chr_pos	total_reads
subset.insertion_seqs.fa	chr11~106090463~106091462~-~HPV45~2701~3700~+	chr11	106090463	HPV45	chr11~106090459~-~HPV45~2699~+	106090459	37
subset.insertion_seqs.fa	chr6~153458069~153459068~+~HPV45~1740~2739~-	chr6	153459068	HPV45	HPV45~2738~+~chr6~153459065~-	153459065	205
subset.insertion_seqs.fa	chr6~153458069~153459068~+~HPV45~1740~2739~-	chr6	153459068	HPV45	HPV45~2738~+~chr6~153459067~-	153459067	219
subset.insertion_seqs.fa	chr6~153458069~153459068~+~HPV45~1740~2739~-	chr6	153459068	HPV45	HPV45~2738~+~chr6~153459068~-	153459068	205
subset.insertion_seqs.fa	chr4~176307200~176308199~+~HPV45~2925~3924~+	chr4	176308199	HPV45	chr4~176308196~+~HPV45~2924~+	176308196	206
subset.insertion_seqs.fa	chr4~176307200~176308199~+~HPV45~2925~3924~+	chr4	176308199	HPV45	chr4~176308198~+~HPV45~2924~+	176308198	221
subset.insertion_seqs.fa	chr1~172609764~172610763~-~HPV45~3072~4071~+	chr1	172609764	HPV45	chr1~172609763~-~HPV45~3071~+	172609763	220
subset.insertion_seqs.fa	chr1~172609764~172610763~-~HPV45~3072~4071~+	chr1	172609764	HPV45	chr1~172609765~-~HPV45~3071~+	172609765	204
subset.insertion_seqs.fa	chr17~75073896~75074895~-~HPV45~3111~4110~+	chr17	75073896	HPV45	chr17~75073895~-~HPV45~3110~+	75073895	221
subset.insertion_seqs.fa	chr17~75073896~75074895~-~HPV45~3111~4110~+	chr17	75073896	HPV45	chr17~75073897~-~HPV45~3110~+	75073897	206
subset.insertion_seqs.fa	chr3~31619115~31620114~-~HPV45~2529~3528~-	chr3	31619115	HPV45	HPV45~3527~+~chr3~31619114~+	31619114	206
subset.insertion_seqs.fa	chr18~40053309~40054308~+~HPV45~3789~4788~+	chr18	40054308	HPV45	chr18~40054307~+~HPV45~3788~+	40054307	41
subset.insertion_seqs.fa	chr19~21247122~21248121~-~HPV45~3895~4894~+	chr19	21247122	HPV45	chr19~21247121~-~HPV45~3892~+	21247121	207
subset.insertion_seqs.fa	chr10~41901741~41902740~-~HPV45~3954~4953~+	chr10	41901741	HPV45	chr10~41901742~-~HPV45~3953~+	41901742	204
subset.insertion_seqs.fa	chrX~143988748~143989747~-~HPV45~4223~5222~+	chrX	143988748	HPV45	chrX~143988746~-~HPV45~4221~+	143988746	209
subset.insertion_seqs.fa	chrX~143988748~143989747~-~HPV45~4223~5222~+	chrX	143988748	HPV45	chrX~143988747~-~HPV45~4221~+	143988747	196
subset.insertion_seqs.fa	chr19~6565204~6566203~+~HPV45~4352~5351~+	chr19	6566203	HPV45	chr19~6566203~+~HPV45~4351~+	6566203	124
subset.insertion_seqs.fa	chr12~103989583~103990582~-~HPV45~4663~5662~+	chr12	103989583	HPV45	chr12~103989582~-~HPV45~4661~+	103989582	206
subset.insertion_seqs.fa	chr13~21303882~21304881~+~HPV45~3907~4906~-	chr13	21304881	HPV45	HPV45~4905~+~chr13~21304882~-	21304882	37
subset.insertion_seqs.fa	chr11~59429894~59430893~-~HPV45~3918~4917~-	chr11	59429894	HPV45	HPV45~4916~+~chr11~59429892~+	59429892	205
subset.insertion_seqs.fa	chr11~59429894~59430893~-~HPV45~3918~4917~-	chr11	59429894	HPV45	HPV45~4916~+~chr11~59429893~+	59429893	219
subset.insertion_seqs.fa	chr11~59429894~59430893~-~HPV45~3918~4917~-	chr11	59429894	HPV45	HPV45~4916~+~chr11~59429895~+	59429895	205
subset.insertion_seqs.fa	chr6~39702013~39703012~-~HPV45~5112~6111~+	chr6	39702013	HPV45	chr6~39702011~-~HPV45~5111~+	39702011	210
subset.insertion_seqs.fa	chr6~39702013~39703012~-~HPV45~5112~6111~+	chr6	39702013	HPV45	chr6~39702012~-~HPV45~5111~+	39702012	198
subset.insertion_seqs.fa	chr8~11294775~11295774~+~HPV45~5173~6172~+	chr8	11295774	HPV45	chr8~11295773~+~HPV45~5172~+	11295773	208
subset.insertion_seqs.fa	chr13~22286716~22287715~-~HPV45~5203~6202~+	chr13	22286716	HPV45	chr13~22286715~-~HPV45~5202~+	22286715	222
subset.insertion_seqs.fa	chr13~22286716~22287715~-~HPV45~5203~6202~+	chr13	22286716	HPV45	chr13~22286717~-~HPV45~5202~+	22286717	207
subset.insertion_seqs.fa	chr19~7960172~7961171~-~HPV45~5246~6245~+	chr19	7960172	HPV45	chr19~7960170~-~HPV45~5245~+	7960170	38
subset.insertion_seqs.fa	chr15~67399405~67400404~-~HPV45~4348~5347~-	chr15	67399405	HPV45	HPV45~5346~+~chr15~67399400~+	67399400	38
subset.insertion_seqs.fa	chr15~67399405~67400404~-~HPV45~4348~5347~-	chr15	67399405	HPV45	HPV45~5346~+~chr15~67399404~+	67399404	207
subset.insertion_seqs.fa	chr13~46765618~46766617~+~HPV45~5775~6774~+	chr13	46766617	HPV45	chr13~46766616~+~HPV45~5774~+	46766616	208
subset.insertion_seqs.fa	chr16~24269724~24270723~+~HPV45~4822~5821~-	chr16	24270723	HPV45	HPV45~5820~+~chr16~24270722~-	24270722	38
subset.insertion_seqs.fa	chr5~109692473~109693472~+~HPV45~5021~6020~-	chr5	109693472	HPV45	HPV45~6019~+~chr5~109693471~-	109693471	207
subset.insertion_seqs.fa	chr5~109692473~109693472~+~HPV45~5021~6020~-	chr5	109693472	HPV45	HPV45~6019~+~chr5~109693473~-	109693473	25
subset.insertion_seqs.fa	chr13~94740398~94741397~-~HPV45~5268~6267~-	chr13	94740398	HPV45	HPV45~6266~+~chr13~94740396~+	94740396	204
subset.insertion_seqs.fa	chr13~94740398~94741397~-~HPV45~5268~6267~-	chr13	94740398	HPV45	HPV45~6266~+~chr13~94740397~+	94740397	216
subset.insertion_seqs.fa	chr13~94740398~94741397~-~HPV45~5268~6267~-	chr13	94740398	HPV45	HPV45~6266~+~chr13~94740399~+	94740399	204
subset.insertion_seqs.fa	chrX~140699598~140700597~+~HPV45~6333~7332~+	chrX	140700597	HPV45	chrX~140700596~+~HPV45~6332~+	140700596	37
subset.insertion_seqs.fa	chr7~125200867~125201866~+~HPV45~6361~7360~+	chr7	125201866	HPV45	chr7~125201865~+~HPV45~6360~+	125201865	207
subset.insertion_seqs.fa	chr7~125200867~125201866~+~HPV45~6361~7360~+	chr7	125201866	HPV45	chr7~125201866~+~HPV45~6360~+	125201866	24
subset.insertion_seqs.fa	chr22~41122088~41123087~+~HPV45~5750~6749~-	chr22	41123087	HPV45	HPV45~6748~+~chr22~41123086~-	41123086	209
subset.insertion_seqs.fa	chrX~140500636~140501635~+~HPV45~5832~6831~-	chrX	140501635	HPV45	HPV45~6832~+~chrX~140501634~-	140501634	40
subset.insertion_seqs.fa	chrX~140500636~140501635~+~HPV45~5832~6831~-	chrX	140501635	HPV45	HPV45~6832~+~chrX~140501637~-	140501637	28
subset.insertion_seqs.fa	chr1~57512657~57513656~-~HPV45~6600~7599~-	chr1	57512657	HPV45	HPV45~7598~+~chr1~57512656~+	57512656	222
subset.insertion_seqs.fa	chr1~57512657~57513656~-~HPV45~6600~7599~-	chr1	57512657	HPV45	HPV45~7598~+~chr1~57512658~+	57512658	207
subset.insertion_seqs.fa	chr6~169505288~169506287~-~HPV45~6692~7691~-	chr6	169505288	HPV45	HPV45~7693~+~chr6~169505282~+	169505282	200
subset.insertion_seqs.fa	chr6~169505288~169506287~-~HPV45~6692~7691~-	chr6	169505288	HPV45	HPV45~7693~+~chr6~169505287~+	169505287	213
subset.insertion_seqs.fa	chr6~6927884~6928883~+~HPV45~5697~6696~+	chr6	6928883	HPV45	chr6~6928882~+~HPV45~5690~+	6928882	39
subset.insertion_seqs.fa	chr19~37677421~37678420~-~HPV45~2987~3986~+	chr19	37677421	HPV45	HPV45~2986~-~chr19~37677419~+	37677419	38
subset.insertion_seqs.fa	chr17~32425060~32426059~-~HPV45~20~1019~+	chr17	32425060	HPV45	HPV45~19~-~chr17~32425057~+	32425057	200
subset.insertion_seqs.fa	chr16~79248185~79249184~+~HPV45~4098~5097~-	chr16	79249184	HPV45	chr16~79249183~+~HPV45~5096~-	79249183	202
subset.insertion_seqs.fa	chr11~60451994~60452993~+~HPV45~2726~3725~+	chr11	60452993	HPV45	chr11~60452996~+~HPV45~2725~+	60452996	37
subset.insertion_seqs.fa	chr8~11294775~11295774~+~HPV45~5173~6172~+	chr8	11295774	HPV45	HPV45~3122~+~chr8~47118634~+	47118634	5
subset.insertion_seqs.fa	chr6~41194090~41195089~+~HPV45~2438~3437~-	chr6	41195089	HPV45	HPV45~3443~+~chr6~41195088~-	41195088	40
subset.insertion_seqs.fa	chr10~41901741~41902740~-~HPV45~3954~4953~+	chr10	41901741	HPV45	chr10~41901577~-~HPV45~3953~+	41901577	21
subset.insertion_seqs.fa	chr13~94740398~94741397~-~HPV45~5268~6267~-	chr13	94740398	HPV45	HPV45~6266~+~chr13~103129196~+	103129196	44
subset.insertion_seqs.fa	chrY~23470432~23471431~-~HPV45~3914~4913~-	chrY	23470432	HPV45	NA	NA	NA
subset.insertion_seqs.fa	chr22~15975736~15976735~+~HPV45~5961~6960~+	chr22	15976735	HPV45	NA	NA	NA
