#sample	entry	chrB	orientA	score	coordB	chrA	coordA	end	orientB	virus_brkend_grp	match	total
subset.insertion_seqs.fa	chr18~20599165~-~HPV18~152~+	HPV18	-	4	152	chr18	20599165	20599126	+	HPV18:152	38	2
subset.insertion_seqs.fa	chr18~20836212~-~HPV18~152~+	HPV18	-	4	152	chr18	20836212	20836175	+	HPV18:152	35	2
subset.insertion_seqs.fa	chr18~20829304~-~HPV18~152~+	HPV18	-	4	152	chr18	20829304	20829266	+	HPV18:152	37	2
subset.insertion_seqs.fa	chr18~20819956~-~HPV18~152~+	HPV18	-	4	152	chr18	20819956	20819918	+	HPV18:152	38	2
subset.insertion_seqs.fa	chr18~20839437~-~HPV18~152~+	HPV18	-	4	152	chr18	20839437	20839398	+	HPV18:152	37	2
subset.insertion_seqs.fa	chr18~20595252~-~HPV18~152~+	HPV18	-	4	152	chr18	20595252	20595214	+	HPV18:152	37	2
subset.insertion_seqs.fa	chr18~20588107~-~HPV18~152~+	HPV18	-	1	152	chr18	20588107	20588070	+	HPV18:152	34	1
subset.insertion_seqs.fa	chr18~20814741~-~HPV18~152~+	HPV18	-	1	152	chr18	20814741	20814705	+	HPV18:152	33	1
subset.insertion_seqs.fa	chr15~19780909~-~HPV18~152~+	HPV18	-	4	152	chr15	19780909	19780871	+	HPV18:152	40	6
subset.insertion_seqs.fa	chr15~19777668~-~HPV18~152~+	HPV18	-	4	152	chr15	19777668	19777631	+	HPV18:152	40	3
subset.insertion_seqs.fa	chr15~19784993~-~HPV18~152~+	HPV18	-	4	152	chr15	19784993	19784956	+	HPV18:152	38	3
subset.insertion_seqs.fa	chr12~37265441~-~HPV18~152~+	HPV18	-	1	152	chr12	37265441	37265404	+	HPV18:152	34	1
subset.insertion_seqs.fa	KI270522.1~4105~-~HPV18~152~+	HPV18	-	3	152	KI270522.1	4105	4066	+	HPV18:152	39	2
subset.insertion_seqs.fa	KI270383.1~1258~-~HPV18~152~+	HPV18	-	3	152	KI270383.1	1258	1218	+	HPV18:152	38	4
subset.insertion_seqs.fa	chr15~18367429~-~HPV18~152~-	HPV18	-	4	152	chr15	18367429	18367466	-	HPV18:152	40	3
subset.insertion_seqs.fa	chr15~18371180~-~HPV18~152~-	HPV18	-	4	152	chr15	18371180	18371217	-	HPV18:152	40	3
subset.insertion_seqs.fa	chr15~18382764~-~HPV18~152~-	HPV18	-	4	152	chr15	18382764	18382801	-	HPV18:152	40	3
subset.insertion_seqs.fa	chr15~18385315~-~HPV18~152~-	HPV18	-	4	152	chr15	18385315	18385352	-	HPV18:152	40	3
subset.insertion_seqs.fa	chr9~60564917~-~HPV18~152~+	HPV18	-	4	152	chr9	60564917	60564878	+	HPV18:152	38	2
subset.insertion_seqs.fa	chr9~60615946~-~HPV18~152~+	HPV18	-	4	152	chr9	60615946	60615906	+	HPV18:152	38	2
subset.insertion_seqs.fa	chr9~60617135~-~HPV18~152~+	HPV18	-	1	152	chr9	60617135	60617095	+	HPV18:152	38	1
subset.insertion_seqs.fa	chr9~60655580~-~HPV18~152~+	HPV18	-	1	152	chr9	60655580	60655540	+	HPV18:152	38	1
subset.insertion_seqs.fa	chr9~60663566~-~HPV18~152~+	HPV18	-	1	152	chr9	60663566	60663526	+	HPV18:152	38	1
subset.insertion_seqs.fa	chr9~60673090~-~HPV18~152~+	HPV18	-	4	152	chr9	60673090	60673050	+	HPV18:152	38	3
subset.insertion_seqs.fa	chr9~60674280~-~HPV18~152~+	HPV18	-	1	152	chr9	60674280	60674240	+	HPV18:152	38	1
subset.insertion_seqs.fa	chr9~60559484~-~HPV18~152~+	HPV18	-	1	152	chr9	60559484	60559444	+	HPV18:152	37	1
subset.insertion_seqs.fa	chr9~60572396~-~HPV18~152~+	HPV18	-	1	152	chr9	60572396	60572356	+	HPV18:152	37	1
subset.insertion_seqs.fa	chr22~16052219~-~HPV18~152~+	HPV18	-	1	152	chr22	16052219	16052179	+	HPV18:152	37	1
subset.insertion_seqs.fa	chr19~27714846~-~HPV18~152~+	HPV18	-	1	152	chr19	27714846	27714806	+	HPV18:152	36	1
subset.insertion_seqs.fa	chr18~20582402~-~HPV18~152~+	HPV18	-	1	152	chr18	20582402	20582362	+	HPV18:152	38	1
subset.insertion_seqs.fa	chr18~20587595~-~HPV18~152~+	HPV18	-	1	152	chr18	20587595	20587555	+	HPV18:152	37	1
subset.insertion_seqs.fa	chr18~20830662~-~HPV18~152~+	HPV18	-	1	152	chr18	20830662	20830622	+	HPV18:152	37	1
subset.insertion_seqs.fa	chr18~20831442~-~HPV18~152~+	HPV18	-	1	152	chr18	20831442	20831402	+	HPV18:152	37	1
subset.insertion_seqs.fa	chr18~20835700~-~HPV18~152~+	HPV18	-	1	152	chr18	20835700	20835660	+	HPV18:152	37	1
subset.insertion_seqs.fa	chr18~20574923~-~HPV18~152~+	HPV18	-	1	152	chr18	20574923	20574884	+	HPV18:152	36	1
subset.insertion_seqs.fa	chr18~20828792~-~HPV18~152~+	HPV18	-	1	152	chr18	20828792	20828752	+	HPV18:152	36	1
subset.insertion_seqs.fa	chr17~22239299~-~HPV18~152~+	HPV18	-	1	152	chr17	22239299	22239259	+	HPV18:152	36	1
subset.insertion_seqs.fa	chr15~19782779~-~HPV18~152~+	HPV18	-	1	152	chr15	19782779	19782739	+	HPV18:152	39	1
subset.insertion_seqs.fa	chr15~19776478~-~HPV18~152~+	HPV18	-	1	152	chr15	19776478	19776438	+	HPV18:152	38	1
subset.insertion_seqs.fa	chr15~19784143~-~HPV18~152~+	HPV18	-	1	152	chr15	19784143	19784103	+	HPV18:152	37	1
subset.insertion_seqs.fa	chr12~34715765~-~HPV18~152~+	HPV18	-	1	152	chr12	34715765	34715725	+	HPV18:152	36	1
subset.insertion_seqs.fa	chr11~54868962~-~HPV18~152~+	HPV18	-	1	152	chr11	54868962	54868922	+	HPV18:152	36	1
subset.insertion_seqs.fa	chr11~50113817~-~HPV18~152~+	HPV18	-	1	152	chr11	50113817	50113777	+	HPV18:152	36	1
subset.insertion_seqs.fa	KI270522.1~5299~-~HPV18~152~+	HPV18	-	3	152	KI270522.1	5299	5264	+	HPV18:152	39	2
subset.insertion_seqs.fa	KI270384.1~1624~-~HPV18~152~+	HPV18	-	0	152	KI270384.1	1624	1584	+	HPV18:152	38	1
subset.insertion_seqs.fa	KI270381.1~237~-~HPV18~152~+	HPV18	-	3	152	KI270381.1	237	198	+	HPV18:152	38	2
subset.insertion_seqs.fa	chr15~18452156~-~HPV18~152~-	HPV18	-	4	152	chr15	18452156	18452182	-	HPV18:152	27	2
subset.insertion_seqs.fa	chr15~18460339~-~HPV18~152~-	HPV18	-	4	152	chr15	18460339	18460366	-	HPV18:152	27	2
subset.insertion_seqs.fa	chr15~18465281~-~HPV18~152~-	HPV18	-	1	152	chr15	18465281	18465307	-	HPV18:152	26	1
subset.insertion_seqs.fa	chr17~22258605~-~HPV18~152~+	HPV18	-	1	152	chr17	22258605	22258565	+	HPV18:152	36	1
subset.insertion_seqs.fa	chr21~8028955~-~HPV18~153~+	HPV18	-	1	153	chr21	8028955	8028920	+	HPV18:153	33	1
subset.insertion_seqs.fa	chr21~7987606~-~HPV18~153~+	HPV18	-	1	153	chr21	7987606	7987571	+	HPV18:153	33	1
subset.insertion_seqs.fa	chr18~20939701~-~HPV18~153~+	HPV18	-	1	153	chr18	20939701	20939666	+	HPV18:153	34	1
subset.insertion_seqs.fa	chr15~19780909~-~HPV18~153~+	HPV18	-	1	153	chr15	19780909	19780874	+	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~19779545~-~HPV18~153~+	HPV18	-	1	153	chr15	19779545	19779510	+	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~19777668~-~HPV18~153~+	HPV18	-	1	153	chr15	19777668	19777633	+	HPV18:153	35	1
subset.insertion_seqs.fa	KI270522.1~5299~-~HPV18~153~+	HPV18	-	0	153	KI270522.1	5299	5264	+	HPV18:153	34	1
subset.insertion_seqs.fa	chr9~44876072~-~HPV18~153~-	HPV18	-	1	153	chr9	44876072	44876107	-	HPV18:153	34	1
subset.insertion_seqs.fa	chr9~44867910~-~HPV18~153~-	HPV18	-	1	153	chr9	44867910	44867945	-	HPV18:153	34	1
subset.insertion_seqs.fa	chr15~18360440~-~HPV18~153~-	HPV18	-	1	153	chr15	18360440	18360475	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18364872~-~HPV18~153~-	HPV18	-	1	153	chr15	18364872	18364907	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18367429~-~HPV18~153~-	HPV18	-	1	153	chr15	18367429	18367464	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18369305~-~HPV18~153~-	HPV18	-	1	153	chr15	18369305	18369340	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18371180~-~HPV18~153~-	HPV18	-	1	153	chr15	18371180	18371215	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18373737~-~HPV18~153~-	HPV18	-	1	153	chr15	18373737	18373772	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18376971~-~HPV18~153~-	HPV18	-	1	153	chr15	18376971	18377006	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18382764~-~HPV18~153~-	HPV18	-	1	153	chr15	18382764	18382799	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18385315~-~HPV18~153~-	HPV18	-	1	153	chr15	18385315	18385350	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18387193~-~HPV18~153~-	HPV18	-	1	153	chr15	18387193	18387228	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18398607~-~HPV18~153~-	HPV18	-	1	153	chr15	18398607	18398642	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18400487~-~HPV18~153~-	HPV18	-	1	153	chr15	18400487	18400522	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18402367~-~HPV18~153~-	HPV18	-	1	153	chr15	18402367	18402402	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18404924~-~HPV18~153~-	HPV18	-	1	153	chr15	18404924	18404959	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18406800~-~HPV18~153~-	HPV18	-	1	153	chr15	18406800	18406835	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr15~18410037~-~HPV18~153~-	HPV18	-	1	153	chr15	18410037	18410072	-	HPV18:153	35	1
subset.insertion_seqs.fa	chr9~60565599~-~HPV18~155~+	HPV18	-	1	155	chr9	60565599	60565560	+	HPV18:155	37	1
subset.insertion_seqs.fa	chr9~60671562~-~HPV18~155~+	HPV18	-	1	155	chr9	60671562	60671523	+	HPV18:155	37	1
subset.insertion_seqs.fa	chr9~60631422~-~HPV18~155~+	HPV18	-	1	155	chr9	60631422	60631383	+	HPV18:155	37	1
subset.insertion_seqs.fa	chr9~60603538~-~HPV18~155~+	HPV18	-	1	155	chr9	60603538	60603499	+	HPV18:155	37	1
subset.insertion_seqs.fa	chr9~60591801~-~HPV18~155~+	HPV18	-	1	155	chr9	60591801	60591762	+	HPV18:155	37	1
subset.insertion_seqs.fa	chr9~60569339~-~HPV18~155~+	HPV18	-	1	155	chr9	60569339	60569300	+	HPV18:155	37	1
subset.insertion_seqs.fa	chr9~60563728~-~HPV18~155~+	HPV18	-	1	155	chr9	60563728	60563690	+	HPV18:155	36	1
subset.insertion_seqs.fa	chr9~60660342~-~HPV18~155~+	HPV18	-	1	155	chr9	60660342	60660303	+	HPV18:155	36	1
subset.insertion_seqs.fa	chr9~60623426~-~HPV18~155~+	HPV18	-	1	155	chr9	60623426	60623387	+	HPV18:155	36	1
subset.insertion_seqs.fa	chr9~60593671~-~HPV18~155~+	HPV18	-	1	155	chr9	60593671	60593632	+	HPV18:155	36	1
subset.insertion_seqs.fa	chr21~8040022~-~HPV18~155~+	HPV18	-	1	155	chr21	8040022	8039984	+	HPV18:155	37	1
subset.insertion_seqs.fa	chr18~20939702~-~HPV18~155~+	HPV18	-	1	155	chr18	20939702	20939664	+	HPV18:155	37	1
subset.insertion_seqs.fa	chr18~20583855~-~HPV18~155~+	HPV18	-	1	155	chr18	20583855	20583816	+	HPV18:155	37	1
subset.insertion_seqs.fa	chr18~20599167~-~HPV18~155~+	HPV18	-	1	155	chr18	20599167	20599128	+	HPV18:155	37	1
subset.insertion_seqs.fa	chr18~20836214~-~HPV18~155~+	HPV18	-	1	155	chr18	20836214	20836175	+	HPV18:155	37	1
subset.insertion_seqs.fa	chr18~20829306~-~HPV18~155~+	HPV18	-	1	155	chr18	20829306	20829267	+	HPV18:155	37	1
subset.insertion_seqs.fa	chr18~20819958~-~HPV18~155~+	HPV18	-	1	155	chr18	20819958	20819919	+	HPV18:155	37	1
subset.insertion_seqs.fa	chr18~20839439~-~HPV18~155~+	HPV18	-	1	155	chr18	20839439	20839400	+	HPV18:155	36	1
subset.insertion_seqs.fa	chr18~20588109~-~HPV18~155~+	HPV18	-	1	155	chr18	20588109	20588070	+	HPV18:155	36	1
subset.insertion_seqs.fa	chr18~20814743~-~HPV18~155~+	HPV18	-	1	155	chr18	20814743	20814705	+	HPV18:155	35	1
subset.insertion_seqs.fa	chr15~19780911~-~HPV18~155~+	HPV18	-	1	155	chr15	19780911	19780872	+	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~19779547~-~HPV18~155~+	HPV18	-	1	155	chr15	19779547	19779508	+	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~19777670~-~HPV18~155~+	HPV18	-	1	155	chr15	19777670	19777631	+	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~19789415~-~HPV18~155~+	HPV18	-	1	155	chr15	19789415	19789375	+	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~19788061~-~HPV18~155~+	HPV18	-	1	155	chr15	19788061	19788021	+	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~19784995~-~HPV18~155~+	HPV18	-	1	155	chr15	19784995	19784956	+	HPV18:155	38	1
subset.insertion_seqs.fa	chr12~37265443~-~HPV18~155~+	HPV18	-	1	155	chr12	37265443	37265404	+	HPV18:155	36	1
subset.insertion_seqs.fa	KI270522.1~4107~-~HPV18~155~+	HPV18	-	0	155	KI270522.1	4107	4068	+	HPV18:155	38	1
subset.insertion_seqs.fa	KI270383.1~1260~-~HPV18~155~+	HPV18	-	0	155	KI270383.1	1260	1221	+	HPV18:155	37	1
subset.insertion_seqs.fa	chr9~44876070~-~HPV18~155~-	HPV18	-	1	155	chr9	44876070	44876109	-	HPV18:155	38	1
subset.insertion_seqs.fa	chr9~44867908~-~HPV18~155~-	HPV18	-	1	155	chr9	44867908	44867947	-	HPV18:155	38	1
subset.insertion_seqs.fa	chr9~44649076~-~HPV18~155~-	HPV18	-	1	155	chr9	44649076	44649115	-	HPV18:155	38	1
subset.insertion_seqs.fa	chr9~44176748~-~HPV18~155~-	HPV18	-	1	155	chr9	44176748	44176787	-	HPV18:155	38	1
subset.insertion_seqs.fa	chr15~18360438~-~HPV18~155~-	HPV18	-	1	155	chr15	18360438	18360477	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18362993~-~HPV18~155~-	HPV18	-	1	155	chr15	18362993	18363032	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18364870~-~HPV18~155~-	HPV18	-	1	155	chr15	18364870	18364909	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18367427~-~HPV18~155~-	HPV18	-	1	155	chr15	18367427	18367466	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18369303~-~HPV18~155~-	HPV18	-	1	155	chr15	18369303	18369342	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18371178~-~HPV18~155~-	HPV18	-	1	155	chr15	18371178	18371217	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18373735~-~HPV18~155~-	HPV18	-	1	155	chr15	18373735	18373774	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18376969~-~HPV18~155~-	HPV18	-	1	155	chr15	18376969	18377008	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18379525~-~HPV18~155~-	HPV18	-	1	155	chr15	18379525	18379564	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18382762~-~HPV18~155~-	HPV18	-	1	155	chr15	18382762	18382801	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18385313~-~HPV18~155~-	HPV18	-	1	155	chr15	18385313	18385352	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18387191~-~HPV18~155~-	HPV18	-	1	155	chr15	18387191	18387230	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18389744~-~HPV18~155~-	HPV18	-	1	155	chr15	18389744	18389783	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18396048~-~HPV18~155~-	HPV18	-	1	155	chr15	18396048	18396087	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18398605~-~HPV18~155~-	HPV18	-	1	155	chr15	18398605	18398644	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr15~18400485~-~HPV18~155~-	HPV18	-	1	155	chr15	18400485	18400524	-	HPV18:155	39	1
subset.insertion_seqs.fa	chr9~84934101~-~HPV18~347~-	HPV18	-	10	347	chr9	84934101	84934132	-	HPV18:347	42	7
subset.insertion_seqs.fa	chr9~84934101~-~HPV18~348~-	HPV18	-	7	348	chr9	84934101	84934133	-	HPV18:348	32	1
subset.insertion_seqs.fa	chr18~1875684~+~HPV18~1048~+	HPV18	+	10	1048	chr18	1875684	1875718	+	HPV18:1048	42	11
subset.insertion_seqs.fa	chr14~32692410~+~HPV18~1098~-	HPV18	+	10	1098	chr14	32692410	32692382	-	HPV18:1098	37	6
subset.insertion_seqs.fa	chr14~32692410~+~HPV18~1097~-	HPV18	+	7	1097	chr14	32692410	32692374	-	HPV18:1097	35	1
subset.insertion_seqs.fa	chrX~95448838~-~HPV18~1152~+	HPV18	-	1	1152	chrX	95448838	95448806	+	HPV18:1152	31	1
subset.insertion_seqs.fa	chrX~73462907~-~HPV18~1152~+	HPV18	-	1	1152	chrX	73462907	73462875	+	HPV18:1152	31	1
subset.insertion_seqs.fa	chrX~112177165~-~HPV18~1152~+	HPV18	-	1	1152	chrX	112177165	112177133	+	HPV18:1152	30	1
subset.insertion_seqs.fa	chr3~55193904~-~HPV18~1152~+	HPV18	-	1	1152	chr3	55193904	55193872	+	HPV18:1152	32	1
subset.insertion_seqs.fa	chr15~46004534~-~HPV18~1152~+	HPV18	-	1	1152	chr15	46004534	46004502	+	HPV18:1152	31	1
subset.insertion_seqs.fa	chr11~87238142~-~HPV18~1152~+	HPV18	-	1	1152	chr11	87238142	87238110	+	HPV18:1152	31	1
subset.insertion_seqs.fa	chr10~90069332~-~HPV18~1152~+	HPV18	-	1	1152	chr10	90069332	90069300	+	HPV18:1152	30	1
subset.insertion_seqs.fa	chr6~76851752~-~HPV18~1152~-	HPV18	-	1	1152	chr6	76851752	76851784	-	HPV18:1152	30	1
subset.insertion_seqs.fa	chr11~7819239~-~HPV18~1152~-	HPV18	-	1	1152	chr11	7819239	7819270	-	HPV18:1152	31	1
subset.insertion_seqs.fa	chrX~78252703~-~HPV18~1152~+	HPV18	-	4	1152	chrX	78252703	78252666	+	HPV18:1152	37	2
subset.insertion_seqs.fa	chrX~95448839~-~HPV18~1152~+	HPV18	-	4	1152	chrX	95448839	95448808	+	HPV18:1152	37	8
subset.insertion_seqs.fa	chrX~116300899~-~HPV18~1152~+	HPV18	-	4	1152	chrX	116300899	116300862	+	HPV18:1152	35	2
subset.insertion_seqs.fa	chr9~74211119~-~HPV18~1152~+	HPV18	-	1	1152	chr9	74211119	74211081	+	HPV18:1152	36	1
subset.insertion_seqs.fa	chr3~55193905~-~HPV18~1152~+	HPV18	-	4	1152	chr3	55193905	55193871	+	HPV18:1152	42	4
subset.insertion_seqs.fa	chr15~46004535~-~HPV18~1152~+	HPV18	-	4	1152	chr15	46004535	46004502	+	HPV18:1152	37	4
subset.insertion_seqs.fa	chr6~76851751~-~HPV18~1152~-	HPV18	-	4	1152	chr6	76851751	76851784	-	HPV18:1152	36	4
subset.insertion_seqs.fa	chr5~105097003~-~HPV18~1152~-	HPV18	-	4	1152	chr5	105097003	105097034	-	HPV18:1152	37	7
subset.insertion_seqs.fa	chr4~43515172~-~HPV18~1152~-	HPV18	-	4	1152	chr4	43515172	43515209	-	HPV18:1152	35	2
subset.insertion_seqs.fa	chr11~7819237~-~HPV18~1152~-	HPV18	-	4	1152	chr11	7819237	7819271	-	HPV18:1152	36	4
subset.insertion_seqs.fa	chr11~87238143~-~HPV18~1152~+	HPV18	-	4	1152	chr11	87238143	87238112	+	HPV18:1152	35	7
subset.insertion_seqs.fa	chr7~127890004~-~HPV18~1152~+	HPV18	-	4	1152	chr7	127890004	127889979	+	HPV18:1152	25	3
subset.insertion_seqs.fa	chr8~54057344~-~HPV18~1152~-	HPV18	-	4	1152	chr8	54057344	54057370	-	HPV18:1152	30	4
subset.insertion_seqs.fa	chrX~112177166~-~HPV18~1152~+	HPV18	-	4	1152	chrX	112177166	112177135	+	HPV18:1152	30	2
subset.insertion_seqs.fa	chrX~73462908~-~HPV18~1152~+	HPV18	-	4	1152	chrX	73462908	73462876	+	HPV18:1152	34	3
subset.insertion_seqs.fa	chrX~21534414~-~HPV18~1152~+	HPV18	-	4	1152	chrX	21534414	21534383	+	HPV18:1152	29	2
subset.insertion_seqs.fa	chr10~90069333~-~HPV18~1152~+	HPV18	-	4	1152	chr10	90069333	90069302	+	HPV18:1152	30	2
subset.insertion_seqs.fa	chrX~77835622~-~HPV18~1152~-	HPV18	-	4	1152	chrX	77835622	77835650	-	HPV18:1152	30	2
subset.insertion_seqs.fa	chr10~90106390~-~HPV18~1152~-	HPV18	-	4	1152	chr10	90106390	90106421	-	HPV18:1152	30	2
subset.insertion_seqs.fa	chr4~117203251~-~HPV18~1152~-	HPV18	-	1	1152	chr4	117203251	117203287	-	HPV18:1152	35	1
subset.insertion_seqs.fa	chr16~64211219~+~HPV18~1472~-	HPV18	+	10	1472	chr16	64211219	64211185	-	HPV18:1472	42	4
subset.insertion_seqs.fa	chr16~64211218~+~HPV18~1472~-	HPV18	+	7	1472	chr16	64211218	64211186	-	HPV18:1472	32	1
subset.insertion_seqs.fa	chr8~135785999~+~HPV18~1664~+	HPV18	+	1	1664	chr8	135785999	135786024	+	HPV18:1664	25	1
subset.insertion_seqs.fa	chr5~140200267~+~HPV18~1664~+	HPV18	+	1	1664	chr5	140200267	140200292	+	HPV18:1664	25	1
subset.insertion_seqs.fa	chr5~97891132~+~HPV18~1664~+	HPV18	+	1	1664	chr5	97891132	97891157	+	HPV18:1664	25	1
subset.insertion_seqs.fa	chr9~105863047~+~HPV18~1664~-	HPV18	+	1	1664	chr9	105863047	105863021	-	HPV18:1664	26	1
subset.insertion_seqs.fa	chr6~83326256~+~HPV18~1664~-	HPV18	+	1	1664	chr6	83326256	83326231	-	HPV18:1664	25	1
subset.insertion_seqs.fa	chr5~128270210~+~HPV18~1664~-	HPV18	+	1	1664	chr5	128270210	128270185	-	HPV18:1664	25	1
