#sample	entry	chrB	orientA	score	coordB	chrA	coordA	end	orientB	virus_brkend_grp	match	total
subset.insertion_seqs.fa	chr19~6553130~-~HPV39~1618~+	HPV39	-	1	1618	chr19	6553130	6553092	+	HPV39:1618	37	1
subset.insertion_seqs.fa	chr18~27258800~-~HPV39~1618~+	HPV39	-	1	1618	chr18	27258800	27258762	+	HPV39:1618	37	1
subset.insertion_seqs.fa	chr9~88893850~-~HPV39~1618~+	HPV39	-	1	1618	chr9	88893850	88893822	+	HPV39:1618	27	1
subset.insertion_seqs.fa	chr5~130275234~-~HPV39~1618~+	HPV39	-	1	1618	chr5	130275234	130275204	+	HPV39:1618	29	1
subset.insertion_seqs.fa	chr20~48033124~-~HPV39~1618~+	HPV39	-	1	1618	chr20	48033124	48033093	+	HPV39:1618	30	1
subset.insertion_seqs.fa	chr2~208363364~-~HPV39~1618~+	HPV39	-	1	1618	chr2	208363364	208363333	+	HPV39:1618	30	1
subset.insertion_seqs.fa	chr13~99249376~-~HPV39~1618~+	HPV39	-	1	1618	chr13	99249376	99249345	+	HPV39:1618	30	1
subset.insertion_seqs.fa	chr11~8824536~-~HPV39~1618~+	HPV39	-	1	1618	chr11	8824536	8824505	+	HPV39:1618	30	1
subset.insertion_seqs.fa	chr10~130850418~-~HPV39~1618~+	HPV39	-	1	1618	chr10	130850418	130850387	+	HPV39:1618	30	1
subset.insertion_seqs.fa	chr10~80418350~-~HPV39~1618~+	HPV39	-	1	1618	chr10	80418350	80418319	+	HPV39:1618	30	1
subset.insertion_seqs.fa	chr1~162201243~-~HPV39~1618~+	HPV39	-	1	1618	chr1	162201243	162201212	+	HPV39:1618	30	1
subset.insertion_seqs.fa	chr8~97464141~-~HPV39~1618~-	HPV39	-	1	1618	chr8	97464141	97464172	-	HPV39:1618	30	1
subset.insertion_seqs.fa	chr16~5324633~-~HPV39~1618~-	HPV39	-	1	1618	chr16	5324633	5324664	-	HPV39:1618	30	1
subset.insertion_seqs.fa	chr1~145762836~-~HPV39~1618~-	HPV39	-	1	1618	chr1	145762836	145762866	-	HPV39:1618	29	1
subset.insertion_seqs.fa	chr8~27618213~-~HPV39~1618~+	HPV39	-	1	1618	chr8	27618213	27618172	+	HPV39:1618	39	1
subset.insertion_seqs.fa	chr2~190039857~-~HPV39~1618~+	HPV39	-	1	1618	chr2	190039857	190039816	+	HPV39:1618	39	1
subset.insertion_seqs.fa	chr12~69127350~-~HPV39~1618~+	HPV39	-	1	1618	chr12	69127350	69127310	+	HPV39:1618	38	1
subset.insertion_seqs.fa	chr10~62150932~-~HPV39~1618~+	HPV39	-	1	1618	chr10	62150932	62150891	+	HPV39:1618	40	1
subset.insertion_seqs.fa	chrX~63544759~-~HPV39~1618~-	HPV39	-	1	1618	chrX	63544759	63544800	-	HPV39:1618	39	1
subset.insertion_seqs.fa	chr15~86626334~-~HPV39~1618~-	HPV39	-	1	1618	chr15	86626334	86626375	-	HPV39:1618	39	1
subset.insertion_seqs.fa	chr1~91363862~-~HPV39~1618~-	HPV39	-	1	1618	chr1	91363862	91363903	-	HPV39:1618	37	1
subset.insertion_seqs.fa	chr1~188492539~-~HPV39~1618~-	HPV39	-	1	1618	chr1	188492539	188492576	-	HPV39:1618	35	1
subset.insertion_seqs.fa	chr2~42716666~-~HPV39~1619~+	HPV39	-	7	1619	chr2	42716666	42716640	+	HPV39:1619	26	1
subset.insertion_seqs.fa	chr8~84279665~-~HPV39~1662~-	HPV39	-	10	1662	chr8	84279665	84279702	-	HPV39:1662	41	12
subset.insertion_seqs.fa	chr7~97414436~-~HPV39~1869~+	HPV39	-	10	1869	chr7	97414436	97414400	+	HPV39:1869	42	4
subset.insertion_seqs.fa	chr17~50935378~+~HPV39~2096~+	HPV39	+	10	2096	chr17	50935378	50935414	+	HPV39:2096	42	11
subset.insertion_seqs.fa	chr16~61991435~+~HPV39~2190~+	HPV39	+	10	2190	chr16	61991435	61991470	+	HPV39:2190	41	12
subset.insertion_seqs.fa	chr16~61991435~+~HPV39~2189~+	HPV39	+	7	2189	chr16	61991435	61991461	+	HPV39:2189	26	1
subset.insertion_seqs.fa	chr7~102525181~-~HPV39~2221~+	HPV39	-	10	2221	chr7	102525181	102525145	+	HPV39:2221	42	11
subset.insertion_seqs.fa	chr7~102624271~-~HPV39~2221~+	HPV39	-	4	2221	chr7	102624271	102624234	+	HPV39:2221	42	10
subset.insertion_seqs.fa	chr16~75320387~-~HPV39~2262~+	HPV39	-	10	2262	chr16	75320387	75320348	+	HPV39:2262	40	7
subset.insertion_seqs.fa	chr17~4367051~-~HPV39~2447~+	HPV39	-	10	2447	chr17	4367051	4367011	+	HPV39:2447	42	7
subset.insertion_seqs.fa	chr15~49881688~+~HPV39~2488~-	HPV39	+	10	2488	chr15	49881688	49881652	-	HPV39:2488	36	2
subset.insertion_seqs.fa	chr15~49881688~+~HPV39~2489~-	HPV39	+	10	2489	chr15	49881688	49881648	-	HPV39:2489	41	2
subset.insertion_seqs.fa	chr22~44760855~+~HPV39~2821~+	HPV39	+	10	2821	chr22	44760855	44760890	+	HPV39:2821	41	13
subset.insertion_seqs.fa	chr22~44760854~+~HPV39~2820~+	HPV39	+	7	2820	chr22	44760854	44760881	+	HPV39:2820	27	1
subset.insertion_seqs.fa	chr7~101925180~+~HPV39~2820~+	HPV39	+	1	2820	chr7	101925180	101925211	+	HPV39:2820	31	1
subset.insertion_seqs.fa	chr19~16712550~+~HPV39~2820~+	HPV39	+	1	2820	chr19	16712550	16712581	+	HPV39:2820	30	1
subset.insertion_seqs.fa	chr12~75982838~+~HPV39~2820~+	HPV39	+	1	2820	chr12	75982838	75982869	+	HPV39:2820	30	1
subset.insertion_seqs.fa	chr18~37164691~+~HPV39~2820~-	HPV39	+	1	2820	chr18	37164691	37164660	-	HPV39:2820	30	1
subset.insertion_seqs.fa	chr16~48604493~+~HPV39~2820~-	HPV39	+	1	2820	chr16	48604493	48604462	-	HPV39:2820	29	1
subset.insertion_seqs.fa	chr12~121472068~+~HPV39~2820~-	HPV39	+	1	2820	chr12	121472068	121472037	-	HPV39:2820	30	1
subset.insertion_seqs.fa	chr17~2922950~+~HPV39~2820~+	HPV39	+	10	2820	chr17	2922950	2922987	+	HPV39:2820	36	5
subset.insertion_seqs.fa	chr10~124956540~+~HPV39~2820~+	HPV39	+	4	2820	chr10	124956540	124956581	+	HPV39:2820	41	5
subset.insertion_seqs.fa	chr4~16131876~+~HPV39~2820~+	HPV39	+	1	2820	chr4	16131876	16131919	+	HPV39:2820	40	1
subset.insertion_seqs.fa	chr2~69647480~+~HPV39~2820~+	HPV39	+	1	2820	chr2	69647480	69647523	+	HPV39:2820	42	1
subset.insertion_seqs.fa	chr22~40012715~+~HPV39~2820~-	HPV39	+	1	2820	chr22	40012715	40012672	-	HPV39:2820	41	1
subset.insertion_seqs.fa	chr2~59788461~+~HPV39~2820~-	HPV39	+	1	2820	chr2	59788461	59788418	-	HPV39:2820	39	1
subset.insertion_seqs.fa	chr17~38046993~+~HPV39~2820~-	HPV39	+	1	2820	chr17	38046993	38046950	-	HPV39:2820	40	1
subset.insertion_seqs.fa	chr17~37967456~+~HPV39~2820~-	HPV39	+	1	2820	chr17	37967456	37967413	-	HPV39:2820	40	1
subset.insertion_seqs.fa	chr17~36366832~+~HPV39~2820~-	HPV39	+	1	2820	chr17	36366832	36366789	-	HPV39:2820	40	1
subset.insertion_seqs.fa	chr17~36242940~+~HPV39~2820~-	HPV39	+	1	2820	chr17	36242940	36242897	-	HPV39:2820	40	1
subset.insertion_seqs.fa	chr22~28136821~+~HPV39~2943~+	HPV39	+	10	2943	chr22	28136821	28136856	+	HPV39:2943	43	14
subset.insertion_seqs.fa	chr22~28136819~+~HPV39~2941~+	HPV39	+	7	2941	chr22	28136819	28136846	+	HPV39:2941	27	1
subset.insertion_seqs.fa	chr4~21195483~-~HPV39~3033~+	HPV39	-	10	3033	chr4	21195483	21195448	+	HPV39:3033	41	12
subset.insertion_seqs.fa	chr4~21195483~-~HPV39~3034~+	HPV39	-	7	3034	chr4	21195483	21195457	+	HPV39:3034	26	1
subset.insertion_seqs.fa	chr10~13052775~-~HPV39~3043~-	HPV39	-	10	3043	chr10	13052775	13052810	-	HPV39:3043	35	2
subset.insertion_seqs.fa	chr10~132648758~+~HPV39~3111~+	HPV39	+	7	3111	chr10	132648758	132648785	+	HPV39:3111	27	1
subset.insertion_seqs.fa	chr10~132648759~+~HPV39~3112~+	HPV39	+	10	3112	chr10	132648759	132648794	+	HPV39:3112	41	7
subset.insertion_seqs.fa	chr4~90119400~+~HPV39~3147~+	HPV39	+	10	3147	chr4	90119400	90119435	+	HPV39:3147	41	12
subset.insertion_seqs.fa	chr4~90119400~+~HPV39~3146~+	HPV39	+	7	3146	chr4	90119400	90119426	+	HPV39:3146	26	1
subset.insertion_seqs.fa	chr5~110316739~-~HPV39~3172~+	HPV39	-	10	3172	chr5	110316739	110316704	+	HPV39:3172	41	11
subset.insertion_seqs.fa	chr14~41239499~-~HPV39~3172~+	HPV39	-	1	3172	chr14	41239499	41239467	+	HPV39:3172	31	1
subset.insertion_seqs.fa	chr7~104688350~-~HPV39~3172~-	HPV39	-	4	3172	chr7	104688350	104688385	-	HPV39:3172	40	11
subset.insertion_seqs.fa	chr2~139209099~-~HPV39~3172~-	HPV39	-	1	3172	chr2	139209099	139209131	-	HPV39:3172	31	1
subset.insertion_seqs.fa	chr1~105753810~-~HPV39~3172~-	HPV39	-	1	3172	chr1	105753810	105753842	-	HPV39:3172	31	1
subset.insertion_seqs.fa	chr6~81888543~-~HPV39~3172~+	HPV39	-	4	3172	chr6	81888543	81888506	+	HPV39:3172	38	4
subset.insertion_seqs.fa	chr14~41239500~-~HPV39~3172~+	HPV39	-	4	3172	chr14	41239500	41239467	+	HPV39:3172	38	8
subset.insertion_seqs.fa	chr2~139209097~-~HPV39~3172~-	HPV39	-	4	3172	chr2	139209097	139209131	-	HPV39:3172	39	8
subset.insertion_seqs.fa	chr18~11128325~-~HPV39~3172~-	HPV39	-	4	3172	chr18	11128325	11128359	-	HPV39:3172	38	10
subset.insertion_seqs.fa	chr1~105753808~-~HPV39~3172~-	HPV39	-	4	3172	chr1	105753808	105753842	-	HPV39:3172	36	6
subset.insertion_seqs.fa	chr3~166352477~-~HPV39~3172~+	HPV39	-	4	3172	chr3	166352477	166352439	+	HPV39:3172	35	2
subset.insertion_seqs.fa	chr4~65808649~-~HPV39~3172~-	HPV39	-	4	3172	chr4	65808649	65808682	-	HPV39:3172	37	7
subset.insertion_seqs.fa	chr1~188607947~-~HPV39~3172~-	HPV39	-	4	3172	chr1	188607947	188607983	-	HPV39:3172	38	4
subset.insertion_seqs.fa	chr2~102914156~-~HPV39~3172~+	HPV39	-	1	3172	chr2	102914156	102914119	+	HPV39:3172	35	1
subset.insertion_seqs.fa	chr12~82207529~-~HPV39~3172~+	HPV39	-	1	3172	chr12	82207529	82207488	+	HPV39:3172	39	1
subset.insertion_seqs.fa	chr1~193382912~-~HPV39~3172~+	HPV39	-	1	3172	chr1	193382912	193382871	+	HPV39:3172	39	1
subset.insertion_seqs.fa	chrX~94555134~-~HPV39~3172~-	HPV39	-	1	3172	chrX	94555134	94555175	-	HPV39:3172	40	1
subset.insertion_seqs.fa	chrX~87223736~-~HPV39~3172~-	HPV39	-	1	3172	chrX	87223736	87223774	-	HPV39:3172	36	1
subset.insertion_seqs.fa	chr9~22831417~-~HPV39~3172~-	HPV39	-	1	3172	chr9	22831417	22831457	-	HPV39:3172	37	1
subset.insertion_seqs.fa	chr8~110881445~-~HPV39~3172~-	HPV39	-	1	3172	chr8	110881445	110881485	-	HPV39:3172	37	1
subset.insertion_seqs.fa	chr3~82759317~-~HPV39~3172~-	HPV39	-	1	3172	chr3	82759317	82759358	-	HPV39:3172	39	1
subset.insertion_seqs.fa	chr12~25308154~-~HPV39~3172~-	HPV39	-	1	3172	chr12	25308154	25308195	-	HPV39:3172	39	1
subset.insertion_seqs.fa	chr6~152043925~-~HPV39~3173~+	HPV39	-	1	3173	chr6	152043925	152043898	+	HPV39:3173	26	1
subset.insertion_seqs.fa	chr6~81888544~-~HPV39~3173~+	HPV39	-	1	3173	chr6	81888544	81888517	+	HPV39:3173	26	1
subset.insertion_seqs.fa	chr7~104688349~-~HPV39~3173~-	HPV39	-	1	3173	chr7	104688349	104688376	-	HPV39:3173	27	1
subset.insertion_seqs.fa	chr18~11128323~-~HPV39~3173~-	HPV39	-	1	3173	chr18	11128323	11128350	-	HPV39:3173	26	1
subset.insertion_seqs.fa	chr13~69221482~-~HPV39~3173~-	HPV39	-	1	3173	chr13	69221482	69221509	-	HPV39:3173	26	1
subset.insertion_seqs.fa	chr3~176058298~+~HPV39~3494~-	HPV39	+	10	3494	chr3	176058298	176058259	-	HPV39:3494	42	9
subset.insertion_seqs.fa	chr14~38524929~+~HPV39~4010~+	HPV39	+	10	4010	chr14	38524929	38524966	+	HPV39:4010	42	8
subset.insertion_seqs.fa	chr20~19431522~+~HPV39~4054~-	HPV39	+	10	4054	chr20	19431522	19431487	-	HPV39:4054	41	12
subset.insertion_seqs.fa	chr20~19431522~+~HPV39~4053~-	HPV39	+	7	4053	chr20	19431522	19431496	-	HPV39:4053	26	1
subset.insertion_seqs.fa	chr16~72000135~-~HPV39~4138~+	HPV39	-	10	4138	chr16	72000135	72000100	+	HPV39:4138	41	8
subset.insertion_seqs.fa	chr1~49242804~+~HPV39~4257~+	HPV39	+	10	4257	chr1	49242804	49242844	+	HPV39:4257	42	8
subset.insertion_seqs.fa	chr18~27398601~-~HPV39~4537~+	HPV39	-	10	4537	chr18	27398601	27398565	+	HPV39:4537	41	5
subset.insertion_seqs.fa	chr18~27398601~-~HPV39~4538~+	HPV39	-	7	4538	chr18	27398601	27398569	+	HPV39:4538	32	1
subset.insertion_seqs.fa	chr6~146265564~-~HPV39~4597~-	HPV39	-	10	4597	chr6	146265564	146265600	-	HPV39:4597	38	4
subset.insertion_seqs.fa	chr10~88905967~+~HPV39~4653~+	HPV39	+	10	4653	chr10	88905967	88906000	+	HPV39:4653	43	13
subset.insertion_seqs.fa	chrX~5480649~+~HPV39~4880~+	HPV39	+	4	4880	chrX	5480649	5480684	+	HPV39:4880	40	12
subset.insertion_seqs.fa	chrX~46655552~+~HPV39~4880~+	HPV39	+	4	4880	chrX	46655552	46655587	+	HPV39:4880	41	12
subset.insertion_seqs.fa	chrX~87116501~+~HPV39~4880~+	HPV39	+	4	4880	chrX	87116501	87116536	+	HPV39:4880	40	12
subset.insertion_seqs.fa	chrX~100550457~+~HPV39~4880~+	HPV39	+	4	4880	chrX	100550457	100550492	+	HPV39:4880	40	13
subset.insertion_seqs.fa	chrX~131664147~+~HPV39~4880~+	HPV39	+	4	4880	chrX	131664147	131664182	+	HPV39:4880	39	9
subset.insertion_seqs.fa	chrX~112718803~+~HPV39~4880~+	HPV39	+	4	4880	chrX	112718803	112718838	+	HPV39:4880	40	10
subset.insertion_seqs.fa	chr9~6136038~+~HPV39~4880~+	HPV39	+	4	4880	chr9	6136038	6136073	+	HPV39:4880	40	13
subset.insertion_seqs.fa	chr8~16670313~+~HPV39~4880~+	HPV39	+	4	4880	chr8	16670313	16670348	+	HPV39:4880	40	12
subset.insertion_seqs.fa	chr8~69254412~+~HPV39~4880~+	HPV39	+	4	4880	chr8	69254412	69254444	+	HPV39:4880	35	8
subset.insertion_seqs.fa	chr8~74866714~+~HPV39~4880~+	HPV39	+	4	4880	chr8	74866714	74866749	+	HPV39:4880	40	12
subset.insertion_seqs.fa	chr8~77088605~+~HPV39~4880~+	HPV39	+	4	4880	chr8	77088605	77088639	+	HPV39:4880	35	8
subset.insertion_seqs.fa	chr8~91793746~+~HPV39~4880~+	HPV39	+	4	4880	chr8	91793746	91793780	+	HPV39:4880	35	8
subset.insertion_seqs.fa	chr8~98260459~+~HPV39~4880~+	HPV39	+	4	4880	chr8	98260459	98260494	+	HPV39:4880	40	11
subset.insertion_seqs.fa	chr8~107240801~+~HPV39~4880~+	HPV39	+	4	4880	chr8	107240801	107240834	+	HPV39:4880	35	7
subset.insertion_seqs.fa	chr7~136831383~+~HPV39~4880~+	HPV39	+	4	4880	chr7	136831383	136831418	+	HPV39:4880	40	11
subset.insertion_seqs.fa	chr7~112916648~+~HPV39~4880~+	HPV39	+	4	4880	chr7	112916648	112916683	+	HPV39:4880	41	11
subset.insertion_seqs.fa	chr7~29580129~+~HPV39~4880~+	HPV39	+	4	4880	chr7	29580129	29580164	+	HPV39:4880	40	13
subset.insertion_seqs.fa	chr7~22528491~+~HPV39~4880~+	HPV39	+	4	4880	chr7	22528491	22528526	+	HPV39:4880	41	13
subset.insertion_seqs.fa	chr6~82558594~+~HPV39~4880~+	HPV39	+	4	4880	chr6	82558594	82558628	+	HPV39:4880	35	8
subset.insertion_seqs.fa	chr6~94824356~+~HPV39~4880~+	HPV39	+	4	4880	chr6	94824356	94824390	+	HPV39:4880	35	8
subset.insertion_seqs.fa	chr6~100196654~+~HPV39~4880~+	HPV39	+	4	4880	chr6	100196654	100196681	+	HPV39:4880	31	3
subset.insertion_seqs.fa	chr6~104737509~+~HPV39~4880~+	HPV39	+	4	4880	chr6	104737509	104737543	+	HPV39:4880	35	8
subset.insertion_seqs.fa	chr6~116816718~+~HPV39~4880~+	HPV39	+	4	4880	chr6	116816718	116816753	+	HPV39:4880	40	12
subset.insertion_seqs.fa	chr6~117182010~+~HPV39~4880~+	HPV39	+	4	4880	chr6	117182010	117182045	+	HPV39:4880	40	11
subset.insertion_seqs.fa	chr6~130475708~+~HPV39~4880~+	HPV39	+	4	4880	chr6	130475708	130475742	+	HPV39:4880	38	8
subset.insertion_seqs.fa	chr6~141746216~+~HPV39~4880~+	HPV39	+	4	4880	chr6	141746216	141746250	+	HPV39:4880	39	10
subset.insertion_seqs.fa	chr6~98703251~+~HPV39~4880~+	HPV39	+	1	4880	chr6	98703251	98703276	+	HPV39:4880	25	1
subset.insertion_seqs.fa	chr5~43718146~+~HPV39~4880~+	HPV39	+	4	4880	chr5	43718146	43718181	+	HPV39:4880	40	12
subset.insertion_seqs.fa	chr5~60104065~+~HPV39~4880~+	HPV39	+	4	4880	chr5	60104065	60104100	+	HPV39:4880	41	12
subset.insertion_seqs.fa	chr5~90073423~+~HPV39~4880~+	HPV39	+	4	4880	chr5	90073423	90073458	+	HPV39:4880	40	11
subset.insertion_seqs.fa	chr5~93213338~+~HPV39~4880~+	HPV39	+	4	4880	chr5	93213338	93213371	+	HPV39:4880	35	7
subset.insertion_seqs.fa	chr5~93261230~+~HPV39~4880~+	HPV39	+	4	4880	chr5	93261230	93261261	+	HPV39:4880	35	7
subset.insertion_seqs.fa	chr4~75401389~+~HPV39~4880~+	HPV39	+	4	4880	chr4	75401389	75401423	+	HPV39:4880	35	8
subset.insertion_seqs.fa	chr4~78105929~+~HPV39~4880~+	HPV39	+	4	4880	chr4	78105929	78105964	+	HPV39:4880	40	11
