sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-LP-A5U3-TP	chr17~39730258~+~HPV16~5350~+	chr17	39730258	HPV16	5350	441	chr17:39852967	8	CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;MIR4728;ERBB2;MIEN1	GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1;RP11-749I16.3;MSL1
CESC-VS-A9V5-TP	chr17~39730264~+~HPV16~932~-	chr17	39730264	HPV16	932	131	chr17:39852967	8	CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;MIR4728;ERBB2;MIEN1	GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1;RP11-749I16.3;MSL1
CESC-LP-A5U3-TP	HPV16~5422~+~chr17~39730386~+	chr17	39730386	HPV16	5422	11	chr17:39852967	8	CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;MIR4728;ERBB2;MIEN1	GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1;RP11-749I16.3;MSL1
CESC-VS-A9V5-TP	HPV16~3347~-~chr17~39737484~+	chr17	39737484	HPV16	3347	291	chr17:39852967	8	STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2;MIR4728;MIEN1	GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1;RP11-749I16.3;MSL1
CESC-VS-A9V5-TP	HPV16~3357~-~chr17~39738023~+	chr17	39738023	HPV16	3357	18	chr17:39852967	8	STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2;MIR4728;MIEN1;GRB7	IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1;RP11-749I16.3;MSL1;AC068669.1
CESC-LP-A5U3-TP	HPV16~881~+~chr17~39742251~+	chr17	39742251	HPV16	881	922	chr17:39852967	8	STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2;MIR4728;MIEN1;GRB7	IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1;RP11-749I16.3;MSL1;AC068669.1
CESC-VS-A9V5-TP	HPV16~3356~-~chr17~39729286~+	chr17	39729286	HPV16	3356	13	chr17:39852967	8	CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;MIR4728;ERBB2;MIEN1	GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1;RP11-749I16.3;MSL1
CESC-LP-A5U3-TP	HPV16~213~+~chr17~39708317~+	chr17	39708317	HPV16	213	327	chr17:39852967	8	RP5-906A24.2;CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1
CESC-Q1-A73R-TP	chr17~39677551~+~HPV16~6742~+	chr17	39677551	HPV16	6742	27	chr17:39852967	8	RP5-906A24.1;RP5-906A24.2;CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3	ERBB2;MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA
CESC-Q1-A73R-TP	HPV16~7907~+~chr17~39672186~+	chr17	39672186	HPV16	7907	587	chr17:39852967	8	RP5-906A24.1;RP5-906A24.2;CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3	ERBB2;MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA
HNSC-CN-A49C-TP	HPV16~227~+~chr17~39706989~+	chr17	39706989	HPV16	227	44	chr17:39852967	8	RP5-906A24.2;CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1
HNSC-CN-A49C-TP	HPV16~881~+~chr17~39706989~+	chr17	39706989	HPV16	881	314	chr17:39852967	8	RP5-906A24.2;CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1
CESC-LP-A5U3-TP	HPV16~227~+~chr17~39706989~+	chr17	39706989	HPV16	227	12	chr17:39852967	8	RP5-906A24.2;CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1
CESC-DS-A7WF-TP	HPV16~6793~-~chr17~39702266~+	chr17	39702266	HPV16	6793	16	chr17:39852967	8	RP5-906A24.2;CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1
CESC-DS-A7WF-TP	chr17~39702246~+~HPV16~115~-	chr17	39702246	HPV16	115	18	chr17:39852967	8	RP5-906A24.2;CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1
HNSC-CN-A49C-TP	HPV16~6878~-~chr17~39694981~+	chr17	39694981	HPV16	6878	32	chr17:39852967	8	RP5-906A24.1;RP5-906A24.2;CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1
CESC-DS-A0VM-TP	HPV16~2536~+~chr17~39694322~+	chr17	39694322	HPV16	2536	15	chr17:39852967	8	RP5-906A24.1;RP5-906A24.2;CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1
CESC-DS-A0VM-TP	chr17~39767783~+~HPV16~7011~+	chr17	39767783	HPV16	7011	38	chr17:39852967	8	RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2;MIR4728;MIEN1;GRB7;IKZF3	KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1;RP11-749I16.3;MSL1;AC068669.1;CASC3
CESC-DS-A0VM-TP	chr17~39707142~+~HPV16~3390~+	chr17	39707142	HPV16	3390	13	chr17:39852967	8	RP5-906A24.2;CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1
CESC-Q1-A73R-TP	chr17~39672170~+~HPV16~6469~+	chr17	39672170	HPV16	6469	1111	chr17:39852967	8	RP5-906A24.1;RP5-906A24.2;CACNB1;RPL19;STAC2;RP11-690G19.4;AC005288.1;FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3	ERBB2;MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA
HNSC-CN-A499-TP	chr17~39852967~+~HPV16~806~-	chr17	39852967	HPV16	806	24	chr17:39852967	8	FBXL20;CTB-131K11.1;MED1;RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2;MIR4728;MIEN1;GRB7;KRT8P34;AC079199.2;IKZF3	ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884;SNORD124;MED24;THRA;NR1D1;RP11-749I16.3;MSL1;AC068669.1;CASC3;RAPGEFL1;MIR6867
