sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-C5-A901-TP	chr10~87009932~+~HPV16~881~-	chr10	87009932	HPV16	881	20	chr10:87193524	2	BMPR1A;RP11-420K10.1;RNU1-19P;MMRN2;SNCG;ADIRF-AS1;RP11-96C23.15;ADIRF;BMS1P3;RP11-96C23.11;RP11-96C23.10	FAM25A;RP11-96C23.12;RNU6-529P;GLUD1;RP11-96C23.9;FAM35A;Metazoa_SRP;NUTM2A;NUTM2A-AS1;LINC00863
CESC-EA-A3QE-TP	HPV16~4862~-~chr10~96153687~+	chr10	96153687	HPV16	4862	15	chr10:96153687	2	ENTPD1-AS1;C10orf131;RP11-248J23.6;RP11-248J23.5;CC2D2B;CCNJ;MIR3157;RNU6-271P;AC021037.2;AC021037.1;ZNF518A	NPM1P25;BLNK;RP11-35J23.1;DNTT;OPALIN;TLL2;TM9SF3;NPM1P26;RNA5SP324;RP11-34E5.4
CESC-C5-A1M8-TP	chr10~95756720~+~HPV16~881~-	chr10	95756720	HPV16	881	566	chr10:96153687	2	RP11-310E22.5;RP11-310E22.6;PAWRP1;ACSM6;RP11-310E22.4;PDLIM1;SORBS1;RP11-7D5.2;ALDH18A1;TCTN3;ENTPD1;ENTPD1-AS1	RP11-429G19.3;C10orf131;RP11-248J23.6;RP11-248J23.5;CC2D2B;CCNJ;MIR3157;RNU6-271P;AC021037.2;AC021037.1
CESC-VS-A9UL-TP	chr11~102952174~+~HPV18~930~-	chr11	102952174	HPV18	930	1164	chr11:102949143	3	AP000619.5;AP000647.3;MMP10;WTAPP1;MMP1;AP000619.6;MMP3;MMP12;BOLA3P1;RNU7-159P;MMP13	RP11-690D19.4;RP11-690D19.1;RP11-690D19.3;DCUN1D5;DYNC2H1;RP11-37O16.7;RP11-37O16.6;RP11-37O16.4;RP11-37O16.3;MTND2P26
CESC-VS-A9UO-TP	chr11~102868070~+~HPV18~930~-	chr11	102868070	HPV18	930	1174	chr11:102949143	3	RP11-817J15.3;MMP27;MMP8;AP000619.5;AP000647.3;MMP10;WTAPP1;MMP1;AP000619.6;MMP3;MMP12	BOLA3P1;RNU7-159P;MMP13;RP11-690D19.4;RP11-690D19.1;RP11-690D19.3;DCUN1D5;DYNC2H1;RP11-37O16.7;RP11-37O16.6
CESC-FU-A5XV-TP	chr11~102855450~+~HPV18~930~-	chr11	102855450	HPV18	930	644	chr11:102949143	3	RP11-817J15.3;MMP27;MMP8;AP000619.5;AP000647.3;MMP10;WTAPP1;MMP1;AP000619.6;MMP3	MMP12;BOLA3P1;RNU7-159P;MMP13;RP11-690D19.4;RP11-690D19.1;RP11-690D19.3;DCUN1D5;DYNC2H1;RP11-37O16.7
CESC-JX-A5QV-TP	chr11~120819921~+~HPV16~3357~+	chr11	120819921	HPV16	3357	665	chr11:120495386	2	RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;POU2F3;TMEM136;7SK;ARHGEF12;TCEB1P22;GRIK4	RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL;TECTA;RP11-775A1.2;RPS4XP12;SC5D;BMPR1APS2
LIHC-BC-A10W-NT	chr11~120306225~+~NC_003977_3182nt_Hepatitis_B_virus~1807~-	chr11	120306225	NC_003977_3182nt_Hepatitis_B_virus	1807	10	chr11:120495386	2	CTD-2523D13.1;CTD-2523D13.2;RP11-215D10.1;AP001994.1;RP11-831A10.2;RP11-831A10.1;TRIM29;AP000679.2;OAF;RP11-778O17.4;POU2F3	TMEM136;7SK;ARHGEF12;TCEB1P22;GRIK4;RP11-640N11.2;HMGB1P42;GRIK4_3p_UTR;AP000646.1;TBCEL
LIHC-G3-A3CH-NT	chr11~124400949~+~NC_003977_3182nt_Hepatitis_B_virus~1818~-	chr11	124400949	NC_003977_3182nt_Hepatitis_B_virus	1818	11	chr11:124400949	2	OR8D1;OR8D2;OR8D2;OR8B7P;OR8B6P;OR8B5P;OR8B1P;OR8C1P;OR8B2;OR8B3	OR8X1P;OR8B4;OR8B4;OR8B8;OR8A2P;OR8B9P;OR8B10P;OR8A3P;RP11-728D14.6;OR8B12
LIHC-DD-A1EI-NT	chr11~123651343~+~NC_003977_3182nt_Hepatitis_B_virus~1804~-	chr11	123651343	NC_003977_3182nt_Hepatitis_B_virus	1804	19	chr11:124400949	2	RP11-762B21.5;CTD-2216M2.1;U8;RP11-109E10.1;RP11-109E10.2;MIR4493;AP000783.1;LINC01059;GRAMD1B;SF3A3P2;SCN3B	RP11-634B22.4;AP000868.1;ZNF202;OR6X1;RNU1-21P;OR6M1;OR6M2P;OR6M3P;TMEM225;OR8D4
CESC-C5-A1MH-TP	HPV16~881~+~chr11~13378336~+	chr11	13378336	HPV16	881	1270	chr11:12876146	4	AC013549.1;SCARNA16;RP11-47J17.2;AC084859.1;LINC00958;CTC-497E21.3;RASSF10;CTC-497E21.5;RP11-413N13.1;RN7SKP151;ARNTL	BTBD10;RP11-15D14.1;RP11-15D14.2;PTH;HMGN2P36;FAR1-IT1;RPL39P26;Y_RNA;FAR1;CENPUP1
HNSC-BA-6869-TP	chr11~12876146~+~HPV33~895~-	chr11	12876146	HPV33	895	18	chr11:12876146	4	MIR6124;MICAL2;RP11-265D17.2;RP11-573E11.2;MICALCL;AC025300.1;PARVA;RP11-51B23.3;RP11-47J17.3;RP11-47J17.1;TEAD1	AC013549.1;SCARNA16;RP11-47J17.2;AC084859.1;LINC00958;CTC-497E21.3;RASSF10;CTC-497E21.5;RP11-413N13.1;ARNTL
LIHC-CC-5264-TP	chr11~12689760~+~NC_003977_3182nt_Hepatitis_B_virus~1828~-	chr11	12689760	NC_003977_3182nt_Hepatitis_B_virus	1828	226	chr11:12876146	4	AC124276.1;RP13-631K18.5;MIR6124;MICAL2;RP11-265D17.2;RP11-573E11.2;MICALCL;AC025300.1;PARVA;RP11-51B23.3;TEAD1	RP11-47J17.3;RP11-47J17.1;AC013549.1;SCARNA16;RP11-47J17.2;AC084859.1;LINC00958;CTC-497E21.3;RASSF10;CTC-497E21.5
HNSC-CR-6471-TP	chr11~12876146~+~HPV33~895~-	chr11	12876146	HPV33	895	11071	chr11:12876146	4	MIR6124;MICAL2;RP11-265D17.2;RP11-573E11.2;MICALCL;AC025300.1;PARVA;RP11-51B23.3;RP11-47J17.3;RP11-47J17.1;TEAD1	AC013549.1;SCARNA16;RP11-47J17.2;AC084859.1;LINC00958;CTC-497E21.3;RASSF10;CTC-497E21.5;RP11-413N13.1;ARNTL
CESC-C5-A1MK-TP	HPV58~899~+~chr11~11947944~+	chr11	11947944	HPV58	899	57	chr11:12876146	4	CSNK2A3;RP11-567I13.1;GALNT18;RP11-483L5.1;MIR4299;RP11-756D7.2;RP11-756D7.1;AC104383.1;MIR8070;CTD-2381F24.1;USP47	DKK3;RP13-631K18.2;RP13-631K18.3;AC124276.1;RP13-631K18.5;MIR6124;MICAL2;RP11-265D17.2;RP11-573E11.2;MICALCL
HNSC-CN-A499-TP	HPV16~408~-~chr11~69809812~+	chr11	69809812	HPV16	408	95	chr11:70206915	3	AP000439.1;AP000439.2;AP000439.5;AP000439.3;CCND1;ORAOV1;AP001888.1;FGF19;RP11-300I6.5;FGF4	FGF3;RP11-643C9.1;RP11-643C9.2;RP11-626H12.1;RP11-626H12.2;RP11-626H12.3;ANO1-AS2;RNU6-1175P;ANO1;RP11-805J14.3
CESC-EA-A1QT-TP	chr11~70206915~+~HPV16~1454~+	chr11	70206915	HPV16	1454	19	chr11:70206915	3	RP11-643C9.1;RP11-643C9.2;RP11-626H12.1;RP11-626H12.2;RP11-626H12.3;ANO1-AS2;RNU6-1175P;ANO1;RP11-805J14.3;ANO1-AS1;FADD;RP11-805J14.5	H2AFZP4;MIR548K;CTA-797E19.1;AP000487.6;CTA-797E19.2;PPFIA1;AP000487.4;AP000487.5;CTTN;AP001271.3
CESC-DS-A7WH-TP	HPV16~883~+~chr11~75386887~+	chr11	75386887	HPV16	883	57	chr11:76380747	2	OR2AT1P;SLCO2B1;CTD-2562J17.4;ZDHHC20P3;TPBGL;CTD-2562J17.7;CTD-2562J17.6;CTD-2562J17.9;ARRB1;MIR326	SNORD15A;SNORD15B;RPS3;KLHL35;GDPD5;AP002815.1;RP11-939C17.4;SERPINH1;CTD-2530H12.4;CTD-2530H12.8
HNSC-CN-4741-TP	HPV16~3357~-~chr11~76380747~+	chr11	76380747	HPV16	3357	39	chr11:76380747	2	Y_RNA;PPP1R1AP1;RP11-263C24.1;RNA5SP344;RP11-263C24.3;UVRAG;CTD-2011F17.2;RP11-619A14.2;WNT11;RP11-619A14.3;PRKRIR	RP11-111M22.4;RP11-111M22.5;RP11-111M22.2;Y_RNA;RP11-111M22.3;C11orf30;RP11-672A2.7;RP11-672A2.6;RP11-672A2.5;RP11-672A2.4
LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1778~+~chr11~77261690~+	chr11	77261690	NC_003977_3182nt_Hepatitis_B_virus	1778	65	chr11:76380747	2	RP11-21L23.3;TSKU;RP11-21L23.2;AP002498.1;ACER3;CTD-2547H18.1;B3GNT6;CAPN5;OMP;MYO7A;GDPD4	TOMM20P1;PAK1;RP11-739B23.1;RNU7-59P;CLNS1A;AQP11;Y_RNA;RSF1-IT2;FTH1P16;RSF1-IT1
CESC-VS-A9U5-TP	chr12~123298172~+~HPV16~881~-	chr12	123298172	HPV16	881	361	chr12:123272756	2	PITPNM2;RP11-197N18.7;RP11-197N18.8;RP11-546D6.3;MPHOSPH9;C12orf65;RP11-282O18.3;RP11-282O18.7;CDK2AP1;RNA5SP375;SBNO1	Y_RNA;MIR8072;RP13-942N8.1;SETD8;RILPL2;RP11-972P1.8;SNRNP35;RP11-972P1.7;RILPL1;RP11-972P1.10
LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1823~+~chr12~123272756~+	chr12	123272756	NC_003977_3182nt_Hepatitis_B_virus	1823	12	chr12:123272756	2	MIR4304;PITPNM2;RP11-197N18.7;RP11-197N18.8;RP11-546D6.3;MPHOSPH9;C12orf65;RP11-282O18.3;RP11-282O18.7;CDK2AP1	RNA5SP375;SBNO1;Y_RNA;MIR8072;RP13-942N8.1;SETD8;RILPL2;RP11-972P1.8;SNRNP35;RP11-972P1.7
CESC-MA-AA3Y-TP	HPV39~944~+~chr12~124543988~+	chr12	124543988	HPV39	944	42	chr12:124542929	2	RP11-214K3.5;RP11-214K3.24;FAM101A;RP11-522N14.2;MIR6880;RP11-408I18.9;RP11-83B20.1;RP11-83B20.2;RP11-83B20.3;RP11-83B20.4;NCOR2	RP11-83B20.5;RP11-83B20.6;RP11-83B20.7;RP11-83B20.9;RP11-83B20.8;RP11-83B20.10;RP11-13J12.2;SCARB1;RNU6-927P;UBC
LIHC-DD-A1EL-TP	chr12~124428742~+~NC_003977_3182nt_Hepatitis_B_virus~1764~-	chr12	124428742	NC_003977_3182nt_Hepatitis_B_virus	1764	65	chr12:124542929	2	RP11-214K3.20;RP11-214K3.19;RP11-214K3.18;ZNF664;RP11-214K3.5;RP11-214K3.24;FAM101A;RP11-522N14.2;MIR6880;RP11-408I18.9;NCOR2	RP11-83B20.1;RP11-83B20.2;RP11-83B20.3;RP11-83B20.4;RP11-83B20.5;RP11-83B20.6;RP11-83B20.7;RP11-83B20.9;RP11-83B20.8;RP11-83B20.10
HNSC-CR-6471-TP	chr12~52493215~+~HPV33~509~+	chr12	52493215	HPV33	509	11	chr12:53098294	2	RP3-416H24.4;KRT82;KRT90P;RP11-1020M18.10;KRT75;KRT6B;AC055736.2;KRT6C;AC055736.4;AC055736.3;KRT6A	KRT5;AC055736.1;KRT71;KRT74;KRT72;KRT73-AS1;KRT73;KRT128P;KRT2;KRT1
CESC-C5-A7CK-TP	HPV16~3569~+~chr12~53100794~+	chr12	53100794	HPV16	3569	1829	chr12:53098294	2	KRT8;RP11-153F5.7;KRT18;AC107016.1;RP11-983P16.2;EIF4B;RP11-983P16.4;TNS2;MIR6757;SPRYD3;IGFBP6	SOAT2;VTI1BP3;RNU6-333P;HIGD1AP1;EIF4A1P4;RP11-1136G11.8;CSAD;ZNF740;ITGB7;RARG
LIHC-DD-AAVV-TP	NC_003977_3182nt_Hepatitis_B_virus~469~+~chr12~79508718~+	chr12	79508718	NC_003977_3182nt_Hepatitis_B_virus	469	10	chr12:80448625	2	RP11-123M21.2;RP11-123M21.1;RP11-390N6.1;SYT1;AC078917.1;MIR1252;RP1-78O14.1;AC027288.2;AC027288.1;RP11-359M6.2	RP11-359M6.1;NOP56P3;PAWR;RP11-530C5.1;RP11-530C5.4;RP11-530C5.2;PPP1R12A;RNA5SP363;RP11-84G21.1;SNRPGP20
CESC-Q1-A73O-TP	chr12~80448625~+~HPV18~3193~-	chr12	80448625	HPV18	3193	99	chr12:80448625	2	RP11-530C5.2;PPP1R12A;RNA5SP363;RP11-84G21.1;SNRPGP20;RPL7P38;RNU7-106P;RP11-244J10.1;OTOGL;RN7SKP261;PTPRQ	AKIRIN1P1;RP11-272K23.3;MYF6;MYF5;LINC01490;MIR617;RP11-299A16.1;LIN7A;MIR618;ACSS3
HNSC-CN-A499-TP	chr12~89929623~+~HPV16~809~-	chr12	89929623	HPV16	809	16	chr12:90905865	3	RP11-734K2.4;RP11-734K2.3;RP11-981P6.1;AC068641.1;ATP2B1;LINC00936;RNA5SP365;MRPL2P1;RNU6-148P;RP11-654D12.1;RP11-654D12.2	RP11-654D12.3;RP11-567C2.1;RP11-753N8.1;RP11-632B21.1;RP11-20L19.1;CCER1;LINC00615;EPYC;KERA;LUM
HNSC-BB-7864-TP	chr12~90905865~+~HPV56~911~-	chr12	90905865	HPV56	911	1798	chr12:90905865	3	RNA5SP365;MRPL2P1;RNU6-148P;RP11-654D12.1;RP11-654D12.2;RP11-654D12.3;RP11-567C2.1;RP11-753N8.1;RP11-632B21.1;RP11-20L19.1;CCER1	LINC00615;EPYC;KERA;LUM;DCN;AC007115.3;RP11-121E16.1;DLEU2_6;RP11-693J15.6;RP11-1041F24.1
HNSC-P3-A6SW-TP	chr12~90905865~+~HPV16~881~-	chr12	90905865	HPV16	881	494	chr12:90905865	3	RNA5SP365;MRPL2P1;RNU6-148P;RP11-654D12.1;RP11-654D12.2;RP11-654D12.3;RP11-567C2.1;RP11-753N8.1;RP11-632B21.1;RP11-20L19.1;CCER1	LINC00615;EPYC;KERA;LUM;DCN;AC007115.3;RP11-121E16.1;DLEU2_6;RP11-693J15.6;RP11-1041F24.1
LIHC-CC-A8HT-TP	NC_003977_3182nt_Hepatitis_B_virus~1804~+~chr13~32773822~+	chr13	32773822	NC_003977_3182nt_Hepatitis_B_virus	1804	16	chr13:32773822	2	FRY;ZAR1L;BRCA2;IFIT1P1;N4BP2L1;SNORA16;ATP8A2P2;N4BP2L2;N4BP2L2-IT2;RNY1P4;PDS5B	RP11-380B4.3;LINC00423;TOMM22P3;KL;AL161898.1;STARD13-IT1;AL139187.1;STARD13;STARD13-AS;RP11-141M1.1
LIHC-DD-AADV-TP	chr13~32715898~+~NC_003977_3182nt_Hepatitis_B_virus~1760~-	chr13	32715898	NC_003977_3182nt_Hepatitis_B_virus	1760	18	chr13:32773822	2	FRY-AS1;FRY;ZAR1L;BRCA2;IFIT1P1;N4BP2L1;SNORA16;ATP8A2P2;N4BP2L2;N4BP2L2-IT2;PDS5B	RNY1P4;RP11-380B4.3;LINC00423;TOMM22P3;KL;AL161898.1;STARD13-IT1;AL139187.1;STARD13;STARD13-AS
HNSC-T2-A6X0-TP	HPV16~881~+~chr13~34225065~+	chr13	34225065	HPV16	881	216	chr13:34214262	2	RP11-141M1.3;RP11-37L2.1;RP11-179A7.2;RNU5A-4P;RP11-142E9.1;RFC3;AL161891.1;RP11-218I21.2;VDAC1P12;SNORA25	RP11-282M24.1;RP11-16D22.2;LINC00457;GAMTP2;RP11-266E6.3;Metazoa_SRP;RP11-307O13.1;SCAND3P1;PHBP13;NBEA
LIHC-DD-A116-NT	chr13~34011450~+~NC_003977_3182nt_Hepatitis_B_virus~1822~-	chr13	34011450	NC_003977_3182nt_Hepatitis_B_virus	1822	10	chr13:34214262	2	RP11-141M1.4;AL138999.1;AL139383.1;RP11-141M1.3;RP11-37L2.1;RP11-179A7.2;RNU5A-4P;RP11-142E9.1;RFC3;AL161891.1	RP11-218I21.2;VDAC1P12;SNORA25;RP11-282M24.1;RP11-16D22.2;LINC00457;GAMTP2;RP11-266E6.3;Metazoa_SRP;RP11-307O13.1
LIHC-DD-A116-NT	chr13~40807269~+~NC_003977_3182nt_Hepatitis_B_virus~1787~-	chr13	40807269	NC_003977_3182nt_Hepatitis_B_virus	1787	82	chr13:40954687	2	RPL17P51;RNY3P9;RP11-172E9.2;RN7SKP2;LINC00598;FOXO1;RLIMP1;MIR320D1;Metazoa_SRP;MRPS31;SLC25A15	MIR621;CYCSP34;TPTE2P5;SUGT1P3;RGS17P1;ELF1;WBP4;MIR3168;RN7SL597P;KBTBD6
LIHC-DD-AADV-TP	chr13~40954687~+~NC_003977_3182nt_Hepatitis_B_virus~1760~-	chr13	40954687	NC_003977_3182nt_Hepatitis_B_virus	1760	18	chr13:40954687	2	FOXO1;RLIMP1;MIR320D1;Metazoa_SRP;MRPS31;SLC25A15;MIR621;CYCSP34;TPTE2P5;SUGT1P3;ELF1	RGS17P1;WBP4;MIR3168;RN7SL597P;KBTBD6;CALM2P3;RP11-74J13.8;KBTBD7;MORF4L1P4;RP11-74J13.9
CESC-EA-A44S-TP	chr13~73413637~+~HPV16~881~-	chr13	73413637	HPV16	881	96	chr13:74032201	15	PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347
HNSC-CR-7369-TP	HPV16~881~+~chr13~73336694~+	chr13	73336694	HPV16	881	1118	chr13:74032201	15	AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8	RP11-309J13.1;MARK2P12;LINC00393;LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108
CESC-EK-A2RJ-TP	chr13~73295176~+~HPV59~3494~-	chr13	73295176	HPV59	3494	102	chr13:74032201	15	AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8	RP11-309J13.1;MARK2P12;LINC00393;LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108
CESC-C5-A1BL-TP	HPV16~881~+~chr13~73616051~+	chr13	73616051	HPV16	881	485	chr13:74032201	15	PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00392;LINC00393	RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347;RIOK3P1
CESC-Q1-A5R3-TP	chr13~73413637~+~HPV18~930~-	chr13	73413637	HPV18	930	402	chr13:74032201	15	PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347
CESC-EK-A2IR-TP	chr13~73260846~+~HPV16~881~-	chr13	73260846	HPV16	881	1964	chr13:74032201	15	AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8	RP11-309J13.1;MARK2P12;LINC00393;LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108
HNSC-CN-4741-TP	chr13~73045739~+~HPV16~881~-	chr13	73045739	HPV16	881	1451	chr13:74032201	15	SNORA9;RPL21P110;RNU6-80P;MZT1;BORA;DIS3;AL391384.1;RNU6-79P;PIBF1;PSMD10P3	KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393;LINC00392
CESC-ZJ-AAXF-TP	HPV16~881~+~chr13~73474430~+	chr13	73474430	HPV16	881	607	chr13:74032201	15	PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347
CESC-C5-A1MP-TP	HPV16~881~+~chr13~73378771~+	chr13	73378771	HPV16	881	1881	chr13:74032201	15	AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8	RP11-309J13.1;MARK2P12;LINC00393;LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108
CESC-FU-A770-TP	chr13~73343611~+~HPV16~3503~-	chr13	73343611	HPV16	3503	1071	chr13:74032201	15	AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8	RP11-309J13.1;MARK2P12;LINC00393;LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108
CESC-FU-A3HY-TP	chr13~73378253~+~HPV16~881~-	chr13	73378253	HPV16	881	4054	chr13:74032201	15	AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8	RP11-309J13.1;MARK2P12;LINC00393;LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108
