hotspot	Chromosome	hotspot_coord	virus_genome	hotspot_virus_tally	insert_genes	insert_gene_count	hotspot_name
chr10:114021840	chr10	114021840	Eppstein-Barr	1	AFAP1L2	1	chr10:114021840^AFAP1L2
chr10:114021840	chr10	114021840	HPV16	2	AFAP1L2	1	chr10:114021840^AFAP1L2
chr10:114021840	chr10	114021840	HPV33	1	AFAP1L2	1	chr10:114021840^AFAP1L2
chr10:114787404	chr10	114787404	HPV11	1	ATRNL1	2	chr10:114787404^ATRNL1
chr10:114787404	chr10	114787404	HPV16	3	ATRNL1	2	chr10:114787404^ATRNL1
chr10:114787404	chr10	114787404	HPV33	1	ATRNL1	2	chr10:114787404^ATRNL1
chr10:114787404	chr10	114787404	HPV58	1	ATRNL1	2	chr10:114787404^ATRNL1
chr10:11637548	chr10	11637548	Eppstein-Barr	1	USP6NL	2	chr10:11637548^USP6NL
chr10:11637548	chr10	11637548	HPV11	1	USP6NL	2	chr10:11637548^USP6NL
chr10:11637548	chr10	11637548	HPV16	1	USP6NL	2	chr10:11637548^USP6NL
chr10:117034092	chr10	117034092	HPV16	2	KIAA1598	2	chr10:117034092^KIAA1598
chr10:117034092	chr10	117034092	HPV18	1	KIAA1598	2	chr10:117034092^KIAA1598
chr10:117034092	chr10	117034092	HPV33	1	KIAA1598	2	chr10:117034092^KIAA1598
chr10:117914449	chr10	117914449	HPV16	2	CASC2	2	chr10:117914449^CASC2
chr10:117914449	chr10	117914449	HPV33	1	CASC2	2	chr10:117914449^CASC2
chr10:118866711	chr10	118866711	Eppstein-Barr	1	CACUL1~RP11-215A21.2	2	chr10:118866711^CACUL1~RP11-215A21.2
chr10:118866711	chr10	118866711	HPV11	1	CACUL1~RP11-215A21.2	2	chr10:118866711^CACUL1~RP11-215A21.2
chr10:118866711	chr10	118866711	HPV16	4	CACUL1~RP11-215A21.2	2	chr10:118866711^CACUL1~RP11-215A21.2
chr10:118866711	chr10	118866711	HPV33	1	CACUL1~RP11-215A21.2	2	chr10:118866711^CACUL1~RP11-215A21.2
chr10:118866711	chr10	118866711	HPV58	1	CACUL1~RP11-215A21.2	2	chr10:118866711^CACUL1~RP11-215A21.2
chr10:118866711	chr10	118866711	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	CACUL1~RP11-215A21.2	2	chr10:118866711^CACUL1~RP11-215A21.2
chr10:118866711	chr10	118866711	NC_001702_8135nt_Murine_type_C_retrovirus	1	CACUL1~RP11-215A21.2	2	chr10:118866711^CACUL1~RP11-215A21.2
chr10:119304805	chr10	119304805	Eppstein-Barr	1	GRK5	3	chr10:119304805^GRK5
chr10:119304805	chr10	119304805	HPV11	1	GRK5	3	chr10:119304805^GRK5
chr10:119304805	chr10	119304805	HPV16	1	GRK5	3	chr10:119304805^GRK5
chr10:119304805	chr10	119304805	HPV33	1	GRK5	3	chr10:119304805^GRK5
chr10:119304805	chr10	119304805	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	GRK5	3	chr10:119304805^GRK5
chr10:120048900	chr10	120048900	Eppstein-Barr	1	AL353664.1~RP11-572P18.1	2	chr10:120048900^AL353664.1~RP11-572P18.1
chr10:120048900	chr10	120048900	HPV11	1	AL353664.1~RP11-572P18.1	2	chr10:120048900^AL353664.1~RP11-572P18.1
chr10:120048900	chr10	120048900	HPV16	3	AL353664.1~RP11-572P18.1	2	chr10:120048900^AL353664.1~RP11-572P18.1
chr10:120048900	chr10	120048900	HPV18	1	AL353664.1~RP11-572P18.1	2	chr10:120048900^AL353664.1~RP11-572P18.1
chr10:120048900	chr10	120048900	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	AL353664.1~RP11-572P18.1	2	chr10:120048900^AL353664.1~RP11-572P18.1
chr10:121256128	chr10	121256128	HPV16	4	LINC01153~RN7SKP167	3	chr10:121256128^LINC01153~RN7SKP167
chr10:122051507	chr10	122051507	HPV16	3	TACC2	2	chr10:122051507^TACC2
chr10:122453847	chr10	122453847	HPV11	1	PLEKHA1	2	chr10:122453847^PLEKHA1
chr10:122453847	chr10	122453847	HPV16	2	PLEKHA1	2	chr10:122453847^PLEKHA1
chr10:122453847	chr10	122453847	NC_001501_8332nt_Moloney_murine_leukemia_virus	2	PLEKHA1	2	chr10:122453847^PLEKHA1
chr10:122453847	chr10	122453847	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	1	PLEKHA1	2	chr10:122453847^PLEKHA1
chr10:122882067	chr10	122882067	HPV16	2	ACADSB~HMX3	1	chr10:122882067^ACADSB~HMX3
chr10:122882067	chr10	122882067	HPV18	1	ACADSB~HMX3	1	chr10:122882067^ACADSB~HMX3
chr10:122882067	chr10	122882067	HPV58	1	ACADSB~HMX3	1	chr10:122882067^ACADSB~HMX3
chr10:123477584	chr10	123477584	HPV16	3	RP11-282I1.1	2	chr10:123477584^RP11-282I1.1
chr10:123477584	chr10	123477584	HPV33	1	RP11-282I1.1	2	chr10:123477584^RP11-282I1.1
chr10:123477584	chr10	123477584	HPV59	1	RP11-282I1.1	2	chr10:123477584^RP11-282I1.1
chr10:124154898	chr10	124154898	Eppstein-Barr	1	CHST15~OAT	2	chr10:124154898^CHST15~OAT
chr10:124154898	chr10	124154898	HPV16	2	CHST15~OAT	2	chr10:124154898^CHST15~OAT
chr10:124774796	chr10	124774796	HPV11	1	FAM53B	3	chr10:124774796^FAM53B
chr10:124774796	chr10	124774796	HPV16	2	FAM53B	3	chr10:124774796^FAM53B
chr10:124774796	chr10	124774796	HPV33	1	FAM53B	3	chr10:124774796^FAM53B
chr10:124774796	chr10	124774796	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	FAM53B	3	chr10:124774796^FAM53B
chr10:124774796	chr10	124774796	NC_009333_137969nt_Human_gammaherpesvirus_8	1	FAM53B	3	chr10:124774796^FAM53B
chr10:125214013	chr10	125214013	HBV	1	CTBP2	3	chr10:125214013^CTBP2
chr10:125214013	chr10	125214013	HPV16	2	CTBP2	3	chr10:125214013^CTBP2
chr10:125214013	chr10	125214013	HPV33	1	CTBP2	3	chr10:125214013^CTBP2
chr10:125619888	chr10	125619888	HPV16	2	TEX36	2	chr10:125619888^TEX36
chr10:125619888	chr10	125619888	HPV18	1	TEX36	2	chr10:125619888^TEX36
chr10:125619888	chr10	125619888	HPV33	1	TEX36	2	chr10:125619888^TEX36
chr10:126217595	chr10	126217595	HPV16	2	ADAM12	2	chr10:126217595^ADAM12
chr10:126217595	chr10	126217595	HPV33	1	ADAM12	2	chr10:126217595^ADAM12
chr10:126860287	chr10	126860287	HPV16	5	DOCK1	6	chr10:126860287^DOCK1
chr10:126860287	chr10	126860287	HPV33	1	DOCK1	6	chr10:126860287^DOCK1
chr10:126860287	chr10	126860287	NC_001806_152222nt_Human_alphaherpesvirus_1	2	DOCK1	6	chr10:126860287^DOCK1
chr10:127822968	chr10	127822968	HPV16	2	CLRN3	1	chr10:127822968^CLRN3
chr10:127822968	chr10	127822968	HPV18	1	CLRN3	1	chr10:127822968^CLRN3
chr10:127822968	chr10	127822968	HPV33	1	CLRN3	1	chr10:127822968^CLRN3
chr10:127822968	chr10	127822968	NC_000858_9028nt_Simian_T_lymphotropic_virus_1	1	CLRN3	1	chr10:127822968^CLRN3
chr10:128561690	chr10	128561690	HPV11	1	RP11-264E18.1~RP11-442O18.2	5	chr10:128561690^RP11-264E18.1~RP11-442O18.2
chr10:128561690	chr10	128561690	HPV16	3	RP11-264E18.1~RP11-442O18.2	5	chr10:128561690^RP11-264E18.1~RP11-442O18.2
chr10:128561690	chr10	128561690	HPV33	1	RP11-264E18.1~RP11-442O18.2	5	chr10:128561690^RP11-264E18.1~RP11-442O18.2
chr10:129659668	chr10	129659668	HPV11	1	MGMT	2	chr10:129659668^MGMT
chr10:129659668	chr10	129659668	HPV16	4	MGMT	2	chr10:129659668^MGMT
chr10:129659668	chr10	129659668	HPV33	1	MGMT	2	chr10:129659668^MGMT
chr10:129659668	chr10	129659668	NC_001702_8135nt_Murine_type_C_retrovirus	1	MGMT	2	chr10:129659668^MGMT
chr10:130669762	chr10	130669762	HPV16	4	Y_RNA~MIR378C	4	chr10:130669762^Y_RNA~MIR378C
chr10:131146302	chr10	131146302	HPV11	1	TCERG1L	2	chr10:131146302^TCERG1L
chr10:131146302	chr10	131146302	HPV33	1	TCERG1L	2	chr10:131146302^TCERG1L
chr10:131146302	chr10	131146302	HPV58	1	TCERG1L	2	chr10:131146302^TCERG1L
chr10:13163238	chr10	13163238	Eppstein-Barr	1	RNU6-1~UCMA	3	chr10:13163238^RNU6-1~UCMA
chr10:13163238	chr10	13163238	NC_001806_152222nt_Human_alphaherpesvirus_1	3	RNU6-1~UCMA	3	chr10:13163238^RNU6-1~UCMA
chr10:131794120	chr10	131794120	HPV16	3	TCERG1L~LINC01164	2	chr10:131794120^TCERG1L~LINC01164
chr10:131794120	chr10	131794120	HPV33	1	TCERG1L~LINC01164	2	chr10:131794120^TCERG1L~LINC01164
chr10:131794120	chr10	131794120	NC_006430_15246nt_Mammalian_orthorubulavirus_5	1	TCERG1L~LINC01164	2	chr10:131794120^TCERG1L~LINC01164
chr10:132459547	chr10	132459547	HPV11	1	INPP5A	3	chr10:132459547^INPP5A
chr10:132459547	chr10	132459547	HPV16	4	INPP5A	3	chr10:132459547^INPP5A
chr10:132459547	chr10	132459547	HPV33	1	INPP5A	3	chr10:132459547^INPP5A
chr10:132960978	chr10	132960978	Eppstein-Barr	2	CFAP46	5	chr10:132960978^CFAP46
chr10:132960978	chr10	132960978	HPV11	1	CFAP46	5	chr10:132960978^CFAP46
chr10:132960978	chr10	132960978	HPV16	6	CFAP46	5	chr10:132960978^CFAP46
chr10:132960978	chr10	132960978	HPV33	1	CFAP46	5	chr10:132960978^CFAP46
chr10:132960978	chr10	132960978	HPV58	1	CFAP46	5	chr10:132960978^CFAP46
chr10:132960978	chr10	132960978	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	CFAP46	5	chr10:132960978^CFAP46
chr10:133609843	chr10	133609843	Eppstein-Barr	2	AL845259.2~XX-2136C48.8	6	chr10:133609843^AL845259.2~XX-2136C48.8
chr10:133609843	chr10	133609843	HBV	1	AL845259.2~XX-2136C48.8	6	chr10:133609843^AL845259.2~XX-2136C48.8
chr10:133609843	chr10	133609843	HPV11	1	AL845259.2~XX-2136C48.8	6	chr10:133609843^AL845259.2~XX-2136C48.8
chr10:133609843	chr10	133609843	HPV16	8	AL845259.2~XX-2136C48.8	6	chr10:133609843^AL845259.2~XX-2136C48.8
chr10:133609843	chr10	133609843	HPV18	1	AL845259.2~XX-2136C48.8	6	chr10:133609843^AL845259.2~XX-2136C48.8
chr10:133609843	chr10	133609843	HPV33	1	AL845259.2~XX-2136C48.8	6	chr10:133609843^AL845259.2~XX-2136C48.8
chr10:133609843	chr10	133609843	HPV58	1	AL845259.2~XX-2136C48.8	6	chr10:133609843^AL845259.2~XX-2136C48.8
chr10:1397525	chr10	1397525	HBV	1	ADARB2	8	chr10:1397525^ADARB2
chr10:1397525	chr10	1397525	HPV11	1	ADARB2	8	chr10:1397525^ADARB2
chr10:1397525	chr10	1397525	HPV16	6	ADARB2	8	chr10:1397525^ADARB2
chr10:1397525	chr10	1397525	HPV33	1	ADARB2	8	chr10:1397525^ADARB2
chr10:1397525	chr10	1397525	HPV58	1	ADARB2	8	chr10:1397525^ADARB2
chr10:1397525	chr10	1397525	NC_001702_8135nt_Murine_type_C_retrovirus	1	ADARB2	8	chr10:1397525^ADARB2
chr10:14595354	chr10	14595354	HPV16	1	FAM107B	3	chr10:14595354^FAM107B
chr10:14595354	chr10	14595354	HPV58	1	FAM107B	3	chr10:14595354^FAM107B
chr10:14595354	chr10	14595354	NC_000858_9028nt_Simian_T_lymphotropic_virus_1	1	FAM107B	3	chr10:14595354^FAM107B
chr10:14595354	chr10	14595354	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	FAM107B	3	chr10:14595354^FAM107B
chr10:15340746	chr10	15340746	HPV16	2	FAM171A1~ITGA8	1	chr10:15340746^FAM171A1~ITGA8
chr10:15340746	chr10	15340746	HPV33	1	FAM171A1~ITGA8	1	chr10:15340746^FAM171A1~ITGA8
chr10:16396222	chr10	16396222	HPV16	5	PTER	3	chr10:16396222^PTER
chr10:16396222	chr10	16396222	NC_001362_8323nt_Friend_murine_leukemia_virus	1	PTER	3	chr10:16396222^PTER
chr10:17238848	chr10	17238848	Eppstein-Barr	1	VIM-AS1;VIM	4	chr10:17238848^VIM-AS1;VIM
chr10:17238848	chr10	17238848	HPV16	2	VIM-AS1;VIM	4	chr10:17238848^VIM-AS1;VIM
chr10:17238848	chr10	17238848	HPV33	1	VIM-AS1;VIM	4	chr10:17238848^VIM-AS1;VIM
chr10:17238848	chr10	17238848	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	VIM-AS1;VIM	4	chr10:17238848^VIM-AS1;VIM
chr10:17238848	chr10	17238848	NC_001702_8135nt_Murine_type_C_retrovirus	1	VIM-AS1;VIM	4	chr10:17238848^VIM-AS1;VIM
chr10:17238848	chr10	17238848	NC_001806_152222nt_Human_alphaherpesvirus_1	1	VIM-AS1;VIM	4	chr10:17238848^VIM-AS1;VIM
chr10:17238848	chr10	17238848	NC_007815_8197nt_PreXMRV_1	1	VIM-AS1;VIM	4	chr10:17238848^VIM-AS1;VIM
chr10:17672281	chr10	17672281	HPV16	2	MRC1	1	chr10:17672281^MRC1
chr10:17672281	chr10	17672281	HPV33	1	MRC1	1	chr10:17672281^MRC1
chr10:18366477	chr10	18366477	HPV16	4	CACNB2	5	chr10:18366477^CACNB2
chr10:18366477	chr10	18366477	HPV33	1	CACNB2	5	chr10:18366477^CACNB2
chr10:19640647	chr10	19640647	HPV16	3	MALRD1	2	chr10:19640647^MALRD1
chr10:20094776	chr10	20094776	HPV16	3	PLXDC2	2	chr10:20094776^PLXDC2
chr10:21028234	chr10	21028234	HPV16	4	NEBL	5	chr10:21028234^NEBL
chr10:21028234	chr10	21028234	HPV33	1	NEBL	5	chr10:21028234^NEBL
chr10:21028234	chr10	21028234	NC_001806_152222nt_Human_alphaherpesvirus_1	3	NEBL	5	chr10:21028234^NEBL
chr10:21622720	chr10	21622720	HPV11	1	DNAJC1	2	chr10:21622720^DNAJC1
chr10:21622720	chr10	21622720	HPV16	1	DNAJC1	2	chr10:21622720^DNAJC1
chr10:21622720	chr10	21622720	HPV33	1	DNAJC1	2	chr10:21622720^DNAJC1
chr10:22624058	chr10	22624058	Eppstein-Barr	3	PIP4K2A	4	chr10:22624058^PIP4K2A
chr10:22624058	chr10	22624058	HPV16	3	PIP4K2A	4	chr10:22624058^PIP4K2A
chr10:22624058	chr10	22624058	HPV18	1	PIP4K2A	4	chr10:22624058^PIP4K2A
chr10:23185844	chr10	23185844	HPV16	2	LINC01552~RP11-215C7.3	1	chr10:23185844^LINC01552~RP11-215C7.3
chr10:23185844	chr10	23185844	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	LINC01552~RP11-215C7.3	1	chr10:23185844^LINC01552~RP11-215C7.3
chr10:2362519	chr10	2362519	HPV16	2	RNU6-576P~LINC00701	2	chr10:2362519^RNU6-576P~LINC00701
chr10:2362519	chr10	2362519	HPV18	1	RNU6-576P~LINC00701	2	chr10:2362519^RNU6-576P~LINC00701
chr10:2362519	chr10	2362519	HPV33	1	RNU6-576P~LINC00701	2	chr10:2362519^RNU6-576P~LINC00701
chr10:24266230	chr10	24266230	Eppstein-Barr	1	KIAA1217	5	chr10:24266230^KIAA1217
chr10:24266230	chr10	24266230	HPV16	3	KIAA1217	5	chr10:24266230^KIAA1217
chr10:24266230	chr10	24266230	HPV18	1	KIAA1217	5	chr10:24266230^KIAA1217
chr10:25746607	chr10	25746607	HPV16	3	LINC00836	1	chr10:25746607^LINC00836
chr10:26772681	chr10	26772681	Eppstein-Barr	1	ABI1	2	chr10:26772681^ABI1
chr10:26772681	chr10	26772681	HPV11	1	ABI1	2	chr10:26772681^ABI1
chr10:26772681	chr10	26772681	HPV16	1	ABI1	2	chr10:26772681^ABI1
chr10:26772681	chr10	26772681	HPV33	1	ABI1	2	chr10:26772681^ABI1
chr10:27296116	chr10	27296116	HPV11	1	ACBD5	3	chr10:27296116^ACBD5
chr10:27296116	chr10	27296116	HPV16	1	ACBD5	3	chr10:27296116^ACBD5
chr10:27296116	chr10	27296116	HPV33	1	ACBD5	3	chr10:27296116^ACBD5
chr10:27296116	chr10	27296116	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	ACBD5	3	chr10:27296116^ACBD5
chr10:2767039	chr10	2767039	HPV16	2	AL355361.1~RP11-89K18.1	3	chr10:2767039^AL355361.1~RP11-89K18.1
chr10:2767039	chr10	2767039	HPV33	1	AL355361.1~RP11-89K18.1	3	chr10:2767039^AL355361.1~RP11-89K18.1
chr10:27732810	chr10	27732810	HBV	1	ARMC4	1	chr10:27732810^ARMC4
chr10:27732810	chr10	27732810	HPV16	2	ARMC4	1	chr10:27732810^ARMC4
chr10:28481844	chr10	28481844	HBV	1	RP11-351M16.3	2	chr10:28481844^RP11-351M16.3
chr10:28481844	chr10	28481844	HPV16	3	RP11-351M16.3	2	chr10:28481844^RP11-351M16.3
chr10:28481844	chr10	28481844	HPV33	1	RP11-351M16.3	2	chr10:28481844^RP11-351M16.3
chr10:29538292	chr10	29538292	HPV16	1	SVIL	3	chr10:29538292^SVIL
chr10:29538292	chr10	29538292	HPV33	1	SVIL	3	chr10:29538292^SVIL
chr10:29538292	chr10	29538292	HPV59	1	SVIL	3	chr10:29538292^SVIL
chr10:29538292	chr10	29538292	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	SVIL	3	chr10:29538292^SVIL
chr10:30239022	chr10	30239022	HPV16	4	KIAA1462~RNU6-598P	2	chr10:30239022^KIAA1462~RNU6-598P
chr10:30673648	chr10	30673648	HPV16	3	RP11-14C22.6~RP11-330O11.3	2	chr10:30673648^RP11-14C22.6~RP11-330O11.3
chr10:30673648	chr10	30673648	HPV33	1	RP11-14C22.6~RP11-330O11.3	2	chr10:30673648^RP11-14C22.6~RP11-330O11.3
chr10:31236971	chr10	31236971	HBV	1	AL359546.1~RP11-192P3.4	1	chr10:31236971^AL359546.1~RP11-192P3.4
chr10:31236971	chr10	31236971	HPV16	2	AL359546.1~RP11-192P3.4	1	chr10:31236971^AL359546.1~RP11-192P3.4
chr10:31236971	chr10	31236971	HPV33	1	AL359546.1~RP11-192P3.4	1	chr10:31236971^AL359546.1~RP11-192P3.4
chr10:32116718	chr10	32116718	HPV16	4	ARHGAP12	1	chr10:32116718^ARHGAP12
chr10:32116718	chr10	32116718	HPV33	1	ARHGAP12	1	chr10:32116718^ARHGAP12
chr10:32116718	chr10	32116718	HPV58	1	ARHGAP12	1	chr10:32116718^ARHGAP12
chr10:32116718	chr10	32116718	NC_001702_8135nt_Murine_type_C_retrovirus	1	ARHGAP12	1	chr10:32116718^ARHGAP12
chr10:3245664	chr10	3245664	Eppstein-Barr	2	RP11-195B3.1~RP11-482E14.1	4	chr10:3245664^RP11-195B3.1~RP11-482E14.1
chr10:3245664	chr10	3245664	HPV16	5	RP11-195B3.1~RP11-482E14.1	4	chr10:3245664^RP11-195B3.1~RP11-482E14.1
chr10:3245664	chr10	3245664	HPV18	1	RP11-195B3.1~RP11-482E14.1	4	chr10:3245664^RP11-195B3.1~RP11-482E14.1
chr10:3245664	chr10	3245664	HPV33	1	RP11-195B3.1~RP11-482E14.1	4	chr10:3245664^RP11-195B3.1~RP11-482E14.1
chr10:33026035	chr10	33026035	HPV16	1	ITGB1	1	chr10:33026035^ITGB1
chr10:33026035	chr10	33026035	HPV58	1	ITGB1	1	chr10:33026035^ITGB1
chr10:33026035	chr10	33026035	NC_001702_8135nt_Murine_type_C_retrovirus	1	ITGB1	1	chr10:33026035^ITGB1
chr10:34397592	chr10	34397592	HPV11	1	PARD3	7	chr10:34397592^PARD3
chr10:34397592	chr10	34397592	HPV16	5	PARD3	7	chr10:34397592^PARD3
chr10:34397592	chr10	34397592	HPV33	1	PARD3	7	chr10:34397592^PARD3
chr10:35042338	chr10	35042338	HPV16	7	CUL2	3	chr10:35042338^CUL2
chr10:36338600	chr10	36338600	HPV16	2	RP11-810B23.1~MTND5P17	3	chr10:36338600^RP11-810B23.1~MTND5P17
chr10:36338600	chr10	36338600	HPV33	2	RP11-810B23.1~MTND5P17	3	chr10:36338600^RP11-810B23.1~MTND5P17
chr10:37820887	chr10	37820887	HPV16	4	MTRNR2L7~RP11-258F22.1	2	chr10:37820887^MTRNR2L7~RP11-258F22.1
chr10:37820887	chr10	37820887	HPV33	1	MTRNR2L7~RP11-258F22.1	2	chr10:37820887^MTRNR2L7~RP11-258F22.1
chr10:3807679	chr10	3807679	Eppstein-Barr	2	KLF6	2	chr10:3807679^KLF6
chr10:3807679	chr10	3807679	HPV16	3	KLF6	2	chr10:3807679^KLF6
chr10:3807679	chr10	3807679	HPV33	1	KLF6	2	chr10:3807679^KLF6
chr10:3807679	chr10	3807679	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	KLF6	2	chr10:3807679^KLF6
