#sample	#FusionName	JunctionReadCount	SpanningFragCount	est_J	est_S	SpliceType	LeftGene	LeftBreakpoint	RightGene	RightBreakpoint	LargeAnchorSupport	FFPM	LeftBreakDinuc	LeftBreakEntropy	RightBreakDinuc	RightBreakEntropy	annots
HELA_CERVIX	HNRNPA2B1--HNRNPA1	5	2	5.00	2.00	INCL_NON_REF_SPLICE	HNRNPA2B1^ENSG00000122566.16	chr7:26233300:-	HNRNPA1^ENSG00000135486.13	chr12:54677611:+	NO_LDAS	0.0781	GT	1.7819	AG	1.8892	["HGNC_GENEFAM","INTERCHROMOSOMAL[chr7--chr12]"]
HELA_CERVIX	SNHG3--MRPL3	4	0	4.00	0.00	ONLY_REF_SPLICE	SNHG3^ENSG00000242125.2	chr1:28834672:+	MRPL3^ENSG00000114686.4	chr3:131190123:-	YES_LDAS	0.0446	GT	1.7968	AG	1.5301	["INTERCHROMOSOMAL[chr1--chr3]"]
HELA_CERVIX	NRIP1--AF127936.7	4	0	4.00	0.00	ONLY_REF_SPLICE	NRIP1^ENSG00000180530.5	chr21:16437066:-	AF127936.7^ENSG00000235609.4	chr21:16230029:-	YES_LDAS	0.0446	GT	1.2729	AG	1.5546	["INTRACHROMOSOMAL[chr21:0.08Mb]","NEIGHBORS[79260]"]
HELA_CERVIX	LINC00472--RP11-154D6.1	4	0	4.00	0.00	ONLY_REF_SPLICE	LINC00472^ENSG00000233237.2	chr6:72126113:-	RP11-154D6.1^ENSG00000232295.3	chr6:72020345:-	YES_LDAS	0.0446	GT	1.8892	AG	1.7465	["INTRACHROMOSOMAL[chr6:0.02Mb]","NEIGHBORS[16116]"]
HELA_CERVIX	KANSL1--CBS	4	0	4.00	0.00	ONLY_REF_SPLICE	KANSL1^ENSG00000120071.8	chr17:44270189:-	CBS^ENSG00000160200.13	chr21:44493451:-	YES_LDAS	0.0446	GT	1.7968	AG	1.9656	["INTERCHROMOSOMAL[chr17--chr21]"]
HELA_CERVIX	YBX1--MT-CO3	4	2	4.00	2.00	INCL_NON_REF_SPLICE	YBX1^ENSG00000065978.13	chr1:43162933:+	MT-CO3^ENSG00000198938.2	chrM:9265:+	YES_LDAS	0.0669	GT	1.8892	AG	1.6402	["INTERCHROMOSOMAL[chr1--chrM]"]
HELA_CERVIX	RP11-120D5.1--MID1	4	3	4.00	2.67	ONLY_REF_SPLICE	RP11-120D5.1^ENSG00000234129.3	chrX:11074056:-	MID1^ENSG00000101871.10	chrX:10535643:-	YES_LDAS	0.0744	GT	1.9219	AG	1.9656	["INTRACHROMOSOMAL[chrX:0.01Mb]","NEIGHBORS[14223]"]
HELA_CERVIX	CCAT1--AC016629.3	4	10	4.00	1.82	INCL_NON_REF_SPLICE	CCAT1^ENSG00000247844.1	chr8:128231055:-	AC016629.3^ENSG00000269600.1	chr19:59110720:-	YES_LDAS	0.0649	GT	1.9899	AG	1.8323	["INTERCHROMOSOMAL[chr8--chr19]"]
HELA_CERVIX	RPL5--CKS1B	3	0	0.75	0.00	INCL_NON_REF_SPLICE	RPL5^ENSG00000122406.8	chr1:93299015:+	CKS1B^ENSG00000268942.1	chr5:61808264:-	YES_LDAS	0.0084	GT	1.8323	AG	1.8256	["INTERCHROMOSOMAL[chr1--chr5]"]
HELA_CERVIX	RPL17--RPL17P12	3	0	3.00	0.00	INCL_NON_REF_SPLICE	RPL17^ENSG00000265681.2	chr18:47017775:-	RPL17P12^ENSG00000230559.1	chr2:146951941:+	YES_LDAS	0.0335	GT	1.9219	AG	1.8892	["TCGA_StarF2019","CCLE_StarF2019","INTERCHROMOSOMAL[chr18--chr2]"]
HELA_CERVIX	RP3-416H24.1--CCT5	3	0	3.00	0.00	INCL_NON_REF_SPLICE	RP3-416H24.1^ENSG00000257671.1	chr12:52636838:-	CCT5^ENSG00000150753.7	chr5:10263297:+	YES_LDAS	0.0335	GT	1.8892	AG	1.8295	["INTERCHROMOSOMAL[chr12--chr5]"]
HELA_CERVIX	RP11-680G10.1--GSE1	3	0	3.00	0.00	ONLY_REF_SPLICE	RP11-680G10.1^ENSG00000261567.1	chr16:85391249:+	GSE1^ENSG00000131149.13	chr16:85682158:+	YES_LDAS	0.0335	GT	1.9899	AG	1.9656	["INTRACHROMOSOMAL[chr16:0.25Mb]"]
HELA_CERVIX	NBEAL1--CYP20A1	3	0	3.00	0.00	ONLY_REF_SPLICE	NBEAL1^ENSG00000144426.14	chr2:203914698:+	CYP20A1^ENSG00000119004.10	chr2:204161481:+	YES_LDAS	0.0335	GT	1.8295	AG	1.7465	["TCGA_StarF2019","INTRACHROMOSOMAL[chr2:0.01Mb]","NEIGHBORS[12562]"]
HELA_CERVIX	MTATP6P1--MT-ND1	3	0	3.00	0.00	INCL_NON_REF_SPLICE	MTATP6P1^ENSG00000248527.1	chr1:569201:+	MT-ND1^ENSG00000198888.2	chrM:3520:+	YES_LDAS	0.0335	AT	1.6895	AC	1.5546	["GTEx_recurrent_StarF2019","INTERCHROMOSOMAL[chr1--chrM]"]
HELA_CERVIX	HPCAL1--ACTG1	3	0	3.00	0.00	INCL_NON_REF_SPLICE	HPCAL1^ENSG00000115756.8	chr2:10537046:+	ACTG1^ENSG00000184009.5	chr17:79479820:-	YES_LDAS	0.0335	GT	1.5656	AG	1.7465	["INTERCHROMOSOMAL[chr2--chr17]"]
HELA_CERVIX	GUSBP1--SETP14	3	0	3.00	0.00	INCL_NON_REF_SPLICE	GUSBP1^ENSG00000183666.12	chr5:21461975:+	SETP14^ENSG00000240489.1	chr3:155705205:+	YES_LDAS	0.0335	GT	1.9656	AG	1.2419	["INTERCHROMOSOMAL[chr5--chr3]"]
HELA_CERVIX	DDX59--RIPK1	3	0	3.00	0.00	ONLY_REF_SPLICE	DDX59^ENSG00000118197.9	chr1:200617567:-	RIPK1^ENSG00000137275.9	chr6:3076998:+	YES_LDAS	0.0335	GT	1.9899	AG	1.9086	["INTERCHROMOSOMAL[chr1--chr6]"]
HELA_CERVIX	AC138035.2--SEPT14	3	0	3.00	0.00	ONLY_REF_SPLICE	AC138035.2^ENSG00000238035.4	chr5:180744396:+	SEPT14^ENSG00000154997.8	chr7:55863785:-	YES_LDAS	0.0335	GT	1.9086	AG	1.9899	["INTERCHROMOSOMAL[chr5--chr7]"]
HELA_CERVIX	RP11-1023L17.1--C1QTNF3	3	1	3.00	1.00	INCL_NON_REF_SPLICE	RP11-1023L17.1^ENSG00000215158.5	chr5:34169132:-	C1QTNF3^ENSG00000082196.16	chr5:34035863:-	YES_LDAS	0.0447	GT	1.4295	AG	1.8323	["INTRACHROMOSOMAL[chr5:0.12Mb]"]
HELA_CERVIX	EEF1DP3--FRY	3	1	3.00	1.00	ONLY_REF_SPLICE	EEF1DP3^ENSG00000229715.4	chr13:32520318:+	FRY^ENSG00000073910.15	chr13:32652971:+	YES_LDAS	0.0447	GT	1.8256	AG	1.7819	["Babiceanu_Normal","GTEx_recurrent_StarF2019","INTRACHROMOSOMAL[chr13:0.08Mb]","NEIGHBORS[77828]"]
HELA_CERVIX	SLC39A10--SESTD1	3	3	3.00	2.25	ONLY_REF_SPLICE	SLC39A10^ENSG00000196950.9	chr2:196548630:+	SESTD1^ENSG00000187231.9	chr2:180056593:-	YES_LDAS	0.0586	GT	1.9086	AG	1.7465	["INTRACHROMOSOMAL[chr2:16.31Mb]"]
HELA_CERVIX	TRIM44--ARRB1	3	5	3.00	5.00	ONLY_REF_SPLICE	TRIM44^ENSG00000166326.5	chr11:35685328:+	ARRB1^ENSG00000137486.12	chr11:75001083:-	YES_LDAS	0.0893	GT	1.5058	AG	1.9086	["Klijn_CellLines","INTRACHROMOSOMAL[chr11:39.15Mb]"]
HELA_CERVIX	C15orf57--CBX3	3	42	3.00	3.12	INCL_NON_REF_SPLICE	C15orf57^ENSG00000128891.11	chr15:40854971:-	CBX3^ENSG00000122565.14	chr7:26241383:+	YES_LDAS	0.0683	GT	1.8892	AG	1.7232	["Babiceanu_Normal","INTERCHROMOSOMAL[chr15--chr7]"]
HELA_CERVIX	ZNF512--CPSF3	2	0	2.00	0.00	ONLY_REF_SPLICE	ZNF512^ENSG00000243943.5	chr2:27806583:+	CPSF3^ENSG00000119203.9	chr2:9607836:+	YES_LDAS	0.0223	GT	1.8323	AG	1.8323	["INTRACHROMOSOMAL[chr2:18.19Mb]"]
HELA_CERVIX	ZNF442--PDCD6	2	0	1.00	0.00	ONLY_REF_SPLICE	ZNF442^ENSG00000198342.5	chr19:12462824:-	PDCD6^ENSG00000249915.3	chr5:272826:+	YES_LDAS	0.0112	GT	1.7819	AG	1.8323	["INTERCHROMOSOMAL[chr19--chr5]"]
HELA_CERVIX	ZC3H7A--GNAS	2	0	2.00	0.00	ONLY_REF_SPLICE	ZC3H7A^ENSG00000122299.7	chr16:11857334:-	GNAS^ENSG00000087460.19	chr20:57470667:+	YES_LDAS	0.0223	GT	1.7232	AG	1.8892	["INTERCHROMOSOMAL[chr16--chr20]"]
HELA_CERVIX	ZBED3--TBCA	2	0	2.00	0.00	ONLY_REF_SPLICE	ZBED3^ENSG00000132846.5	chr5:76382936:-	TBCA^ENSG00000171530.9	chr5:77004172:-	YES_LDAS	0.0223	GT	1.9219	AG	1.7465	["INTRACHROMOSOMAL[chr5:0.60Mb]"]
HELA_CERVIX	YWHAZ--ZNF706	2	0	2.00	0.00	ONLY_REF_SPLICE	YWHAZ^ENSG00000164924.13	chr8:101964157:-	ZNF706^ENSG00000120963.7	chr8:102213971:-	YES_LDAS	0.0223	GT	1.7465	AG	1.9656	["INTRACHROMOSOMAL[chr8:0.22Mb]"]
HELA_CERVIX	VARS2--RPL13A	2	0	2.00	0.00	ONLY_REF_SPLICE	VARS2^ENSG00000137411.12	chr6:30890331:+	RPL13A^ENSG00000142541.12	chr19:49993107:+	YES_LDAS	0.0223	GT	1.5546	AG	1.7819	["INTERCHROMOSOMAL[chr6--chr19]"]
HELA_CERVIX	UCHL3--LMO7	2	0	2.00	0.00	ONLY_REF_SPLICE	UCHL3^ENSG00000118939.13	chr13:76143643:+	LMO7^ENSG00000136153.15	chr13:76287318:+	YES_LDAS	0.0223	GT	1.8323	AG	1.6895	["Greger_Normal","INTRACHROMOSOMAL[chr13:0.01Mb]","NEIGHBORS[14485]"]
HELA_CERVIX	UBAP1--PUM1	2	0	2.00	0.00	ONLY_REF_SPLICE	UBAP1^ENSG00000165006.9	chr9:34179238:+	PUM1^ENSG00000134644.11	chr1:31440157:-	YES_LDAS	0.0223	GT	1.9329	AG	1.7056	["INTERCHROMOSOMAL[chr9--chr1]"]
HELA_CERVIX	TPM1--TPM4	2	0	2.00	0.00	ONLY_REF_SPLICE	TPM1^ENSG00000140416.15	chr15:63349317:+	TPM4^ENSG00000167460.10	chr19:16197233:+	YES_LDAS	0.0223	GT	1.4295	AG	1.5219	["HGNC_GENEFAM","INTERCHROMOSOMAL[chr15--chr19]"]
HELA_CERVIX	TPM1--C19orf54	2	0	2.00	0.00	ONLY_REF_SPLICE	TPM1^ENSG00000140416.15	chr15:63336351:+	C19orf54^ENSG00000188493.10	chr19:41251103:-	YES_LDAS	0.0223	GT	1.7465	AG	1.9329	["INTERCHROMOSOMAL[chr15--chr19]"]
HELA_CERVIX	TNPO2--GNAS	2	0	2.00	0.00	ONLY_REF_SPLICE	TNPO2^ENSG00000105576.11	chr19:12834063:-	GNAS^ENSG00000087460.19	chr20:57470667:+	YES_LDAS	0.0223	GT	1.8256	AG	1.8892	["INTERCHROMOSOMAL[chr19--chr20]"]
HELA_CERVIX	TNFAIP8--PPP2CA	2	0	2.00	0.00	ONLY_REF_SPLICE	TNFAIP8^ENSG00000145779.7	chr5:118604602:+	PPP2CA^ENSG00000113575.5	chr5:133541822:-	YES_LDAS	0.0223	GT	1.7232	AG	1.9219	["INTRACHROMOSOMAL[chr5:14.79Mb]"]
HELA_CERVIX	TM2D1--ATL3	2	0	2.00	0.00	ONLY_REF_SPLICE	TM2D1^ENSG00000162604.8	chr1:62190574:-	ATL3^ENSG00000184743.8	chr11:63426724:-	YES_LDAS	0.0223	GT	1.7232	AG	1.9086	["INTERCHROMOSOMAL[chr1--chr11]"]
HELA_CERVIX	TLR4--RP11-281A20.2	2	0	2.00	0.00	ONLY_REF_SPLICE	TLR4^ENSG00000136869.13	chr9:120466843:+	RP11-281A20.2^ENSG00000228512.2	chr9:120610343:+	YES_LDAS	0.0223	GT	1.7968	AG	1.8892	["INTRACHROMOSOMAL[chr9:0.07Mb]","NEIGHBORS[66577]"]
HELA_CERVIX	TLN2--TPM1	2	0	2.00	0.00	ONLY_REF_SPLICE	TLN2^ENSG00000171914.10	chr15:62682884:+	TPM1^ENSG00000140416.15	chr15:63349184:+	YES_LDAS	0.0223	GT	1.8892	AG	1.9329	["INTRACHROMOSOMAL[chr15:0.20Mb]"]
HELA_CERVIX	TFRC--ILF3	2	0	2.00	0.00	ONLY_REF_SPLICE	TFRC^ENSG00000072274.8	chr3:195796326:-	ILF3^ENSG00000129351.13	chr19:10798022:+	YES_LDAS	0.0223	GT	1.9219	AG	1.9899	["INTERCHROMOSOMAL[chr3--chr19]"]
HELA_CERVIX	SSH1--SUPV3L1	2	0	2.00	0.00	ONLY_REF_SPLICE	SSH1^ENSG00000084112.10	chr12:109194556:-	SUPV3L1^ENSG00000156502.9	chr10:70960036:+	YES_LDAS	0.0223	GT	1.6049	AG	1.6895	["INTERCHROMOSOMAL[chr12--chr10]"]
HELA_CERVIX	SREBF2--CCDC104	2	0	2.00	0.00	ONLY_REF_SPLICE	SREBF2^ENSG00000198911.7	chr22:42229362:+	CCDC104^ENSG00000163001.7	chr2:55761009:+	YES_LDAS	0.0223	GT	1.8892	AG	1.9219	["INTERCHROMOSOMAL[chr22--chr2]"]
HELA_CERVIX	SQSTM1--CANX	2	0	2.00	0.00	ONLY_REF_SPLICE	SQSTM1^ENSG00000161011.15	chr5:179252226:+	CANX^ENSG00000127022.10	chr5:179153681:+	YES_LDAS	0.0223	GT	1.7465	AG	1.0530	["TCGA_StarF2019","INTRACHROMOSOMAL[chr5:0.08Mb]","LOCAL_REARRANGEMENT:+:[75462]"]
HELA_CERVIX	SPIN1--DAZAP1	2	0	2.00	0.00	ONLY_REF_SPLICE	SPIN1^ENSG00000106723.12	chr9:91003453:+	DAZAP1^ENSG00000071626.12	chr19:1417499:+	YES_LDAS	0.0223	GT	1.8323	AG	1.8892	["INTERCHROMOSOMAL[chr9--chr19]"]
HELA_CERVIX	SNHG8--DMPK	2	0	2.00	0.00	ONLY_REF_SPLICE	SNHG8^ENSG00000269893.2	chr4:119199947:+	DMPK^ENSG00000104936.13	chr19:46283127:-	YES_LDAS	0.0223	GT	1.7819	AG	1.8323	["INTERCHROMOSOMAL[chr4--chr19]"]
HELA_CERVIX	SNHG3--ZFR	2	0	2.00	0.00	ONLY_REF_SPLICE	SNHG3^ENSG00000242125.2	chr1:28834672:+	ZFR^ENSG00000056097.11	chr5:32385755:-	YES_LDAS	0.0223	GT	1.7968	AG	1.9899	["INTERCHROMOSOMAL[chr1--chr5]"]
HELA_CERVIX	SNHG3--HNRNPD	2	0	2.00	0.00	ONLY_REF_SPLICE	SNHG3^ENSG00000242125.2	chr1:28834672:+	HNRNPD^ENSG00000138668.14	chr4:83280792:-	YES_LDAS	0.0223	GT	1.7968	AG	1.5656	["INTERCHROMOSOMAL[chr1--chr4]"]
HELA_CERVIX	SNHG3--DBF4	2	0	2.00	0.00	ONLY_REF_SPLICE	SNHG3^ENSG00000242125.2	chr1:28834672:+	DBF4^ENSG00000006634.3	chr7:87526612:+	YES_LDAS	0.0223	GT	1.7968	AG	1.6729	["INTERCHROMOSOMAL[chr1--chr7]"]
HELA_CERVIX	SENP2--MLH1	2	0	2.00	0.00	ONLY_REF_SPLICE	SENP2^ENSG00000163904.8	chr3:185304302:+	MLH1^ENSG00000076242.10	chr3:37089010:+	YES_LDAS	0.0223	GT	1.7819	AG	1.7465	["INTRACHROMOSOMAL[chr3:148.19Mb]"]
HELA_CERVIX	SDCBP--MRPL3	2	0	2.00	0.00	ONLY_REF_SPLICE	SDCBP^ENSG00000137575.7	chr8:59465862:+	MRPL3^ENSG00000114686.4	chr3:131190123:-	YES_LDAS	0.0223	GT	1.7819	AG	1.5301	["INTERCHROMOSOMAL[chr8--chr3]"]
HELA_CERVIX	RPS6KB1--VMP1	2	0	2.00	0.00	ONLY_REF_SPLICE	RPS6KB1^ENSG00000108443.9	chr17:57970686:+	VMP1^ENSG00000062716.6	chr17:57886157:+	YES_LDAS	0.0223	GT	1.3753	AG	1.8062	["YOSHIHARA_TCGA","TumorFusionsNAR2018","TCGA_StarF2019","ChimerSeq","Klijn_CellLines","CCLE_StarF2019","INTRACHROMOSOMAL[chr17:0.05Mb]","LOCAL_REARRANGEMENT:+:[50831]"]
HELA_CERVIX	RPS5--UBN1	2	0	2.00	0.00	ONLY_REF_SPLICE	RPS5^ENSG00000083845.4	chr19:58904854:+	UBN1^ENSG00000118900.10	chr16:4907991:+	YES_LDAS	0.0223	GT	1.9086	AG	1.8295	["INTERCHROMOSOMAL[chr19--chr16]"]
HELA_CERVIX	RPL31--FBL	2	0	2.00	0.00	ONLY_REF_SPLICE	RPL31^ENSG00000071082.6	chr2:101622533:+	FBL^ENSG00000105202.3	chr19:40327308:-	YES_LDAS	0.0223	GT	1.5656	AG	1.8062	["INTERCHROMOSOMAL[chr2--chr19]"]
HELA_CERVIX	RPL14--NACA	2	0	2.00	0.00	ONLY_REF_SPLICE	RPL14^ENSG00000188846.9	chr3:40502997:+	NACA^ENSG00000196531.6	chr12:57108223:-	YES_LDAS	0.0223	GT	1.4295	AG	1.8323	["INTERCHROMOSOMAL[chr3--chr12]"]
HELA_CERVIX	RPL12--AHSA2	2	0	2.00	0.00	ONLY_REF_SPLICE	RPL12^ENSG00000197958.8	chr9:130211560:-	AHSA2^ENSG00000173209.18	chr2:61406116:+	YES_LDAS	0.0223	GT	1.1033	AG	1.7465	["INTERCHROMOSOMAL[chr9--chr2]"]
HELA_CERVIX	RP5-1158E12.3--KCTD7	2	0	2.00	0.00	ONLY_REF_SPLICE	RP5-1158E12.3^ENSG00000231566.1	chrX:45708809:-	KCTD7^ENSG00000243335.4	chr7:66273873:+	YES_LDAS	0.0223	GT	1.7968	AG	1.5219	["INTERCHROMOSOMAL[chrX--chr7]"]
HELA_CERVIX	RP11-495P10.2--RP11-403I13.4	2	0	2.00	0.00	ONLY_REF_SPLICE	RP11-495P10.2^ENSG00000215863.2	chr1:147930762:-	RP11-403I13.4^ENSG00000223779.4	chr1:149239868:+	YES_LDAS	0.0223	GT	1.7819	AG	1.8295	["INTRACHROMOSOMAL[chr1:1.31Mb]"]
HELA_CERVIX	RP11-453F18__B.1--AGPS	2	0	2.00	0.00	ONLY_REF_SPLICE	RP11-453F18__B.1^ENSG00000213468.3	chrX:130964320:-	AGPS^ENSG00000018510.8	chr2:178378547:+	YES_LDAS	0.0223	GT	1.9086	AG	1.8323	["INTERCHROMOSOMAL[chrX--chr2]"]
HELA_CERVIX	RP11-195C7.1--RFWD2	2	0	2.00	0.00	ONLY_REF_SPLICE	RP11-195C7.1^ENSG00000236021.1	chr1:176177007:+	RFWD2^ENSG00000143207.15	chr1:176055026:-	YES_LDAS	0.0223	GT	1.4566	AG	1.6402	["INTRACHROMOSOMAL[chr1:0.00Mb]","LOCAL_INVERSION:+:-:[155]"]
