#sample	#FusionName	JunctionReadCount	SpanningFragCount	est_J	est_S	SpliceType	LeftGene	LeftBreakpoint	RightGene	RightBreakpoint	LargeAnchorSupport	FFPM	LeftBreakDinuc	LeftBreakEntropy	RightBreakDinuc	RightBreakEntropy	annots
HELA_CERVIX	PALM2--AKAP2	18	28	18.00	28.00	INCL_NON_REF_SPLICE	PALM2^ENSG00000243444.6	chr9:110016039:+	AKAP2^ENSG00000241978.8	chr9:110136127:+	YES_LDAS	0.5129	GT	1.9219	AG	1.8295	["ChimerSeq","INTRACHROMOSOMAL[chr9:0.10Mb]"]
HELA_CERVIX	CCAT1--CASC8	17	14	17.00	14.00	ONLY_REF_SPLICE	CCAT1^ENSG00000247844.1	chr8:127218810:-	CASC8^ENSG00000246228.5	chr8:127290060:-	YES_LDAS	0.3457	GT	1.9899	AG	1.9656	["ChimerSeq","INTRACHROMOSOMAL[chr8:0.07Mb]","LOCAL_REARRANGEMENT:-:[70729]"]
HELA_CERVIX	HLA-J--HLA-S	15	0	15.00	0.00	ONLY_REF_SPLICE	HLA-J^ENSG00000204622.9	chr6:30009177:+	HLA-S^ENSG00000225851.1	chr6:31382288:-	YES_LDAS	0.1673	GT	1.9656	AG	1.9329	["HGNC_GENEFAM","INTRACHROMOSOMAL[chr6:1.37Mb]"]
HELA_CERVIX	SNHG3--ITGB3BP	6	0	6.00	0.00	ONLY_REF_SPLICE	SNHG3^ENSG00000242125.3	chr1:28508160:+	ITGB3BP^ENSG00000142856.15	chr1:63454968:-	YES_LDAS	0.0669	GT	1.7968	AG	1.8295	["TCGA_StarF2019","INTRACHROMOSOMAL[chr1:34.93Mb]"]
HELA_CERVIX	GNB1--NADK	6	0	6.00	0.00	ONLY_REF_SPLICE	GNB1^ENSG00000078369.16	chr1:1890364:-	NADK^ENSG00000008130.14	chr1:1765446:-	YES_LDAS	0.0669	GT	1.6895	AG	1.8295	["CCLE_StarF2019","GUO2018CR_TCGA","ChimerSeq","TCGA_StarF2019","INTRACHROMOSOMAL[chr1:0.00Mb]","NEIGHBORS[4828]"]
HELA_CERVIX	CRYBG3--TSHZ2	6	4	6.00	4.00	ONLY_REF_SPLICE	CRYBG3^ENSG00000080200.8	chr3:97822355:+	TSHZ2^ENSG00000182463.14	chr20:53253499:+	YES_LDAS	0.1115	GT	1.6895	AG	1.7819	["CCLE_StarF2019","INTERCHROMOSOMAL[chr3--chr20]"]
HELA_CERVIX	SREBF2--MEI1	6	13	6.00	3.40	ONLY_REF_SPLICE	SREBF2^ENSG00000198911.10	chr22:41833358:+	MEI1^ENSG00000167077.11	chr22:41752591:+	YES_LDAS	0.1048	GT	1.8892	AG	1.4295	["Klijn_CellLines","TumorFusionsNAR2018","TCGA_StarF2019","INTRACHROMOSOMAL[chr22:0.03Mb]","LOCAL_REARRANGEMENT:+:[33623]"]
HELA_CERVIX	ZNF654--HMGB2	5	0	5.00	0.00	INCL_NON_REF_SPLICE	ZNF654^ENSG00000175105.5	chr3:88139791:+	HMGB2^ENSG00000164104.10	chr4:173332160:-	YES_LDAS	0.0558	GT	1.2729	AG	1.3710	["CCLE_StarF2019","INTERCHROMOSOMAL[chr3--chr4]"]
HELA_CERVIX	TMEM132A--TMEM109	5	0	5.00	0.00	ONLY_REF_SPLICE	TMEM132A^ENSG00000006118.13	chr11:60930659:+	TMEM109^ENSG00000110108.8	chr11:60919686:+	YES_LDAS	0.0558	GT	1.9329	AG	1.9329	["INTRACHROMOSOMAL[chr11:0.00Mb]","LOCAL_REARRANGEMENT:+:[1020]"]
HELA_CERVIX	SMG1--RP11-231C14.4	5	0	2.50	0.00	INCL_NON_REF_SPLICE	SMG1^ENSG00000157106.15	chr16:18858170:-	RP11-231C14.4^ENSG00000169203.15	chr16:29505872:-	YES_LDAS	0.0279	GT	1.4566	AG	1.9329	["INTRACHROMOSOMAL[chr16:10.56Mb]"]
HELA_CERVIX	RP11-255H23.4--RPS5	5	1	5.00	1.00	INCL_NON_REF_SPLICE	RP11-255H23.4^ENSG00000267924.1	chr19:23827098:-	RPS5^ENSG00000083845.7	chr19:58393371:+	YES_LDAS	0.067	GT	1.8892	AG	1.9086	["INTRACHROMOSOMAL[chr19:34.51Mb]"]
HELA_CERVIX	HNRNPA2B1--HNRNPA1	5	2	5.00	2.00	INCL_NON_REF_SPLICE	HNRNPA2B1^ENSG00000122566.19	chr7:26193680:-	HNRNPA1^ENSG00000135486.16	chr12:54283827:+	NO_LDAS	0.0781	GT	1.7819	AG	1.8892	["HGNC_GENEFAM","INTERCHROMOSOMAL[chr7--chr12]"]
HELA_CERVIX	TVP23C--CDRT4	5	4	5.00	3.17	ONLY_REF_SPLICE	TVP23C^ENSG00000175106.15	chr17:15545785:-	CDRT4^ENSG00000239704.9	chr17:15440285:-	YES_LDAS	0.0911	GT	1.9086	AG	1.9899	["INTRACHROMOSOMAL[chr17:0.03Mb]","NEIGHBORS[26536]"]
HELA_CERVIX	SNHG3--MRPL3	4	0	4.00	0.00	ONLY_REF_SPLICE	SNHG3^ENSG00000242125.3	chr1:28508160:+	MRPL3^ENSG00000114686.7	chr3:131471279:-	YES_LDAS	0.0446	GT	1.7968	AG	1.5301	["INTERCHROMOSOMAL[chr1--chr3]"]
HELA_CERVIX	RP11-452F19.3--DISP1	4	0	4.00	0.00	ONLY_REF_SPLICE	RP11-452F19.3^ENSG00000228106.4	chr1:222815078:+	DISP1^ENSG00000154309.8	chr1:222942807:+	YES_LDAS	0.0446	GT	1.7465	AG	1.7465	["INTRACHROMOSOMAL[chr1:0.03Mb]","NEIGHBORS[34887]"]
HELA_CERVIX	NRIP1--AF127936.7	4	0	4.00	0.00	ONLY_REF_SPLICE	NRIP1^ENSG00000180530.8	chr21:15064745:-	AF127936.7^ENSG00000281903.1	chr21:14857708:-	YES_LDAS	0.0446	GT	1.2729	AG	1.5546	["INTRACHROMOSOMAL[chr21:0.04Mb]","NEIGHBORS[42683]"]
HELA_CERVIX	LINC00472--RP11-154D6.1	4	0	4.00	0.00	ONLY_REF_SPLICE	LINC00472^ENSG00000233237.5	chr6:71416410:-	RP11-154D6.1^ENSG00000232295.6	chr6:71310642:-	YES_LDAS	0.0446	GT	1.8892	AG	1.7465	["INTRACHROMOSOMAL[chr6:0.02Mb]","NEIGHBORS[16116]"]
HELA_CERVIX	KANSL1--CBS	4	0	2.00	0.00	ONLY_REF_SPLICE	KANSL1^ENSG00000120071.11	chr17:46192823:-	CBS^ENSG00000274276.3	chr21:6465019:-	YES_LDAS	0.0223	GT	1.7968	AG	1.9656	["INTERCHROMOSOMAL[chr17--chr21]"]
HELA_CERVIX	KANSL1--CBS	4	0	2.00	0.00	ONLY_REF_SPLICE	KANSL1^ENSG00000120071.11	chr17:46192823:-	CBS^ENSG00000160200.16	chr21:43073341:-	YES_LDAS	0.0223	GT	1.7968	AG	1.9656	["INTERCHROMOSOMAL[chr17--chr21]"]
HELA_CERVIX	RP11-452F19.3--DISP1	4	1	4.00	0.72	ONLY_REF_SPLICE	RP11-452F19.3^ENSG00000228106.4	chr1:222823945:+	DISP1^ENSG00000154309.8	chr1:222942807:+	YES_LDAS	0.0526	GT	1.8295	AG	1.7465	["INTRACHROMOSOMAL[chr1:0.03Mb]","NEIGHBORS[34887]"]
HELA_CERVIX	YBX1--MT-CO3	4	2	4.00	2.00	INCL_NON_REF_SPLICE	YBX1^ENSG00000065978.16	chr1:42697262:+	MT-CO3^ENSG00000198938.2	chrM:9265:+	YES_LDAS	0.0669	GT	1.8892	AG	1.6402	["INTERCHROMOSOMAL[chr1--chrM]"]
HELA_CERVIX	RP11-120D5.1--MID1	4	3	4.00	2.67	ONLY_REF_SPLICE	RP11-120D5.1^ENSG00000234129.6	chrX:11055936:-	MID1^ENSG00000101871.13	chrX:10567603:-	YES_LDAS	0.0744	GT	1.9219	AG	1.9656	["INTRACHROMOSOMAL[chrX:0.01Mb]","NEIGHBORS[14223]"]
HELA_CERVIX	CCAT1--AC016629.3	4	10	4.00	1.82	INCL_NON_REF_SPLICE	CCAT1^ENSG00000247844.1	chr8:127218810:-	AC016629.3^ENSG00000269600.1	chr19:58599353:-	YES_LDAS	0.0649	GT	1.9899	AG	1.8323	["INTERCHROMOSOMAL[chr8--chr19]"]
HELA_CERVIX	RPL5--CKS1BP3	3	0	0.75	0.00	INCL_NON_REF_SPLICE	RPL5^ENSG00000122406.11	chr1:92833458:+	CKS1BP3^ENSG00000268942.2	chr5:62512437:-	YES_LDAS	0.0084	GT	1.8323	AG	1.8256	["INTERCHROMOSOMAL[chr1--chr5]"]
HELA_CERVIX	RPL17--RPL17P12	3	0	3.00	0.00	INCL_NON_REF_SPLICE	RPL17^ENSG00000265681.5	chr18:49491405:-	RPL17P12^ENSG00000230559.1	chr2:146194373:+	YES_LDAS	0.0335	GT	1.9219	AG	1.8892	["TCGA_StarF2019","CCLE_StarF2019","INTERCHROMOSOMAL[chr18--chr2]"]
HELA_CERVIX	RP3-416H24.1--CCT5	3	0	3.00	0.00	INCL_NON_REF_SPLICE	RP3-416H24.1^ENSG00000257671.1	chr12:52243054:-	CCT5^ENSG00000150753.10	chr5:10263185:+	YES_LDAS	0.0335	GT	1.8892	AG	1.8295	["INTERCHROMOSOMAL[chr12--chr5]"]
HELA_CERVIX	RP11-680G10.1--GSE1	3	0	3.00	0.00	ONLY_REF_SPLICE	RP11-680G10.1^ENSG00000261567.1	chr16:85357643:+	GSE1^ENSG00000131149.16	chr16:85648552:+	YES_LDAS	0.0335	GT	1.9899	AG	1.9656	["INTRACHROMOSOMAL[chr16:0.25Mb]"]
HELA_CERVIX	RP11-452F19.3--DISP1	3	0	3.00	0.00	ONLY_REF_SPLICE	RP11-452F19.3^ENSG00000228106.4	chr1:222815171:+	DISP1^ENSG00000154309.8	chr1:222942807:+	YES_LDAS	0.0335	GT	1.6729	AG	1.7465	["INTRACHROMOSOMAL[chr1:0.03Mb]","NEIGHBORS[34887]"]
HELA_CERVIX	NBEAL1--CYP20A1	3	0	3.00	0.00	ONLY_REF_SPLICE	NBEAL1^ENSG00000144426.17	chr2:203049975:+	CYP20A1^ENSG00000119004.13	chr2:203296758:+	YES_LDAS	0.0335	GT	1.8295	AG	1.7465	["TCGA_StarF2019","INTRACHROMOSOMAL[chr2:0.01Mb]","NEIGHBORS[12071]"]
HELA_CERVIX	MTATP6P1--MT-ND1	3	0	3.00	0.00	INCL_NON_REF_SPLICE	MTATP6P1^ENSG00000248527.1	chr1:633821:+	MT-ND1^ENSG00000198888.2	chrM:3520:+	YES_LDAS	0.0335	AT	1.6895	AC	1.5546	["GTEx_recurrent_StarF2019","INTERCHROMOSOMAL[chr1--chrM]"]
HELA_CERVIX	LMAN2--AQR	3	0	3.00	0.00	INCL_NON_REF_SPLICE	LMAN2^ENSG00000169223.13	chr5:177332191:-	AQR^ENSG00000021776.9	chr15:34852898:-	YES_LDAS	0.0335	GT	1.5546	AG	1.4566	["INTERCHROMOSOMAL[chr5--chr15]"]
HELA_CERVIX	HPCAL1--ACTG1	3	0	3.00	0.00	INCL_NON_REF_SPLICE	HPCAL1^ENSG00000115756.11	chr2:10396920:+	ACTG1^ENSG00000184009.8	chr17:81512794:-	YES_LDAS	0.0335	GT	1.5656	AG	1.7465	["INTERCHROMOSOMAL[chr2--chr17]"]
HELA_CERVIX	GUSBP1--SETP14	3	0	3.00	0.00	INCL_NON_REF_SPLICE	GUSBP1^ENSG00000183666.15	chr5:21461866:+	SETP14^ENSG00000240489.1	chr3:155987416:+	YES_LDAS	0.0335	GT	1.9656	AG	1.2419	["INTERCHROMOSOMAL[chr5--chr3]"]
HELA_CERVIX	DDX59--RIPK1	3	0	3.00	0.00	ONLY_REF_SPLICE	DDX59^ENSG00000118197.12	chr1:200648439:-	RIPK1^ENSG00000137275.12	chr6:3076764:+	YES_LDAS	0.0335	GT	1.9899	AG	1.9086	["INTERCHROMOSOMAL[chr1--chr6]"]
HELA_CERVIX	RP11-1023L17.1--C1QTNF3	3	1	3.00	1.00	INCL_NON_REF_SPLICE	RP11-1023L17.1^ENSG00000215158.8	chr5:34169027:-	C1QTNF3^ENSG00000082196.19	chr5:34035758:-	YES_LDAS	0.0447	GT	1.4295	AG	1.8323	["INTRACHROMOSOMAL[chr5:0.12Mb]"]
HELA_CERVIX	EEF1DP3--FRY	3	1	3.00	1.00	ONLY_REF_SPLICE	EEF1DP3^ENSG00000229715.4	chr13:31946181:+	FRY^ENSG00000073910.18	chr13:32078834:+	YES_LDAS	0.0447	GT	1.8256	AG	1.7819	["Babiceanu_Normal","GTEx_recurrent_StarF2019","INTRACHROMOSOMAL[chr13:0.08Mb]","NEIGHBORS[77828]"]
HELA_CERVIX	ANXA2--RP11-745A24.3	3	1	3.00	1.00	INCL_NON_REF_SPLICE	ANXA2^ENSG00000182718.15	chr15:60349075:-	RP11-745A24.3^ENSG00000273721.1	chr15:60409399:-	YES_LDAS	0.0447	GT	1.7819	AG	1.7968	["INTRACHROMOSOMAL[chr15:0.01Mb]","LOCAL_REARRANGEMENT:-:[6351]"]
HELA_CERVIX	SLC39A10--SESTD1	3	3	3.00	2.25	ONLY_REF_SPLICE	SLC39A10^ENSG00000196950.12	chr2:195683906:+	SESTD1^ENSG00000187231.12	chr2:179191866:-	YES_LDAS	0.0586	GT	1.9086	AG	1.7465	["INTRACHROMOSOMAL[chr2:16.31Mb]"]
HELA_CERVIX	TRIM44--ARRB1	3	5	3.00	5.00	ONLY_REF_SPLICE	TRIM44^ENSG00000166326.6	chr11:35663780:+	ARRB1^ENSG00000137486.15	chr11:75290039:-	YES_LDAS	0.0893	GT	1.5058	AG	1.9086	["Klijn_CellLines","INTRACHROMOSOMAL[chr11:39.45Mb]"]
HELA_CERVIX	C15orf57--CBX3	3	42	3.00	3.12	INCL_NON_REF_SPLICE	C15orf57^ENSG00000128891.14	chr15:40562772:-	CBX3^ENSG00000122565.17	chr7:26201763:+	YES_LDAS	0.0683	GT	1.8892	AG	1.7232	["Babiceanu_Normal","INTERCHROMOSOMAL[chr15--chr7]"]
HELA_CERVIX	ZNF512--CPSF3	2	0	2.00	0.00	ONLY_REF_SPLICE	ZNF512^ENSG00000243943.8	chr2:27583716:+	CPSF3^ENSG00000119203.12	chr2:9467707:+	YES_LDAS	0.0223	GT	1.8323	AG	1.8323	["INTRACHROMOSOMAL[chr2:18.11Mb]"]
HELA_CERVIX	ZNF442--PDCD6	2	0	1.00	0.00	ONLY_REF_SPLICE	ZNF442^ENSG00000198342.8	chr19:12352010:-	PDCD6^ENSG00000249915.6	chr5:272711:+	YES_LDAS	0.0112	GT	1.7819	AG	1.8323	["INTERCHROMOSOMAL[chr19--chr5]"]
HELA_CERVIX	ZC3H7A--GNAS	2	0	2.00	0.00	ONLY_REF_SPLICE	ZC3H7A^ENSG00000122299.10	chr16:11763478:-	GNAS^ENSG00000087460.22	chr20:58895612:+	YES_LDAS	0.0223	GT	1.7232	AG	1.8892	["INTERCHROMOSOMAL[chr16--chr20]"]
HELA_CERVIX	ZBED3--TBCA	2	0	2.00	0.00	ONLY_REF_SPLICE	ZBED3^ENSG00000132846.5	chr5:77087111:-	TBCA^ENSG00000171530.12	chr5:77708347:-	YES_LDAS	0.0223	GT	1.9219	AG	1.7465	["INTRACHROMOSOMAL[chr5:0.60Mb]"]
HELA_CERVIX	YWHAZ--ZNF706	2	0	2.00	0.00	ONLY_REF_SPLICE	YWHAZ^ENSG00000164924.16	chr8:100951929:-	ZNF706^ENSG00000120963.10	chr8:101201743:-	YES_LDAS	0.0223	GT	1.7465	AG	1.9656	["INTRACHROMOSOMAL[chr8:0.22Mb]"]
HELA_CERVIX	VARS2--RPL13A	2	0	2.00	0.00	ONLY_REF_SPLICE	VARS2^ENSG00000137411.15	chr6:30922554:+	RPL13A^ENSG00000142541.15	chr19:49489850:+	YES_LDAS	0.0223	GT	1.5546	AG	1.7819	["INTERCHROMOSOMAL[chr6--chr19]"]
HELA_CERVIX	UCHL3--LMO7	2	0	2.00	0.00	ONLY_REF_SPLICE	UCHL3^ENSG00000118939.16	chr13:75569507:+	LMO7^ENSG00000136153.18	chr13:75713182:+	YES_LDAS	0.0223	GT	1.8323	AG	1.6895	["Greger_Normal","INTRACHROMOSOMAL[chr13:0.01Mb]","NEIGHBORS[14414]"]
HELA_CERVIX	UBAP1--PUM1	2	0	2.00	0.00	ONLY_REF_SPLICE	UBAP1^ENSG00000165006.12	chr9:34179240:+	PUM1^ENSG00000134644.14	chr1:30967310:-	YES_LDAS	0.0223	GT	1.9329	AG	1.7056	["INTERCHROMOSOMAL[chr9--chr1]"]
HELA_CERVIX	TPM1--TPM4	2	0	2.00	0.00	ONLY_REF_SPLICE	TPM1^ENSG00000140416.18	chr15:63057118:+	TPM4^ENSG00000167460.13	chr19:16086423:+	YES_LDAS	0.0223	GT	1.4295	AG	1.5219	["HGNC_GENEFAM","INTERCHROMOSOMAL[chr15--chr19]"]
HELA_CERVIX	TPM1--C19orf54	2	0	2.00	0.00	ONLY_REF_SPLICE	TPM1^ENSG00000140416.18	chr15:63044152:+	C19orf54^ENSG00000188493.13	chr19:40745198:-	YES_LDAS	0.0223	GT	1.7465	AG	1.9329	["INTERCHROMOSOMAL[chr15--chr19]"]
HELA_CERVIX	TNPO2--GNAS	2	0	2.00	0.00	ONLY_REF_SPLICE	TNPO2^ENSG00000105576.14	chr19:12723249:-	GNAS^ENSG00000087460.22	chr20:58895612:+	YES_LDAS	0.0223	GT	1.8256	AG	1.8892	["INTERCHROMOSOMAL[chr19--chr20]"]
HELA_CERVIX	TNFAIP8--PPP2CA	2	0	2.00	0.00	ONLY_REF_SPLICE	TNFAIP8^ENSG00000145779.7	chr5:119268907:+	PPP2CA^ENSG00000113575.8	chr5:134206131:-	YES_LDAS	0.0223	GT	1.7232	AG	1.9219	["INTRACHROMOSOMAL[chr5:14.79Mb]"]
HELA_CERVIX	TM2D1--ATL3	2	0	2.00	0.00	ONLY_REF_SPLICE	TM2D1^ENSG00000162604.11	chr1:61724902:-	ATL3^ENSG00000184743.11	chr11:63659252:-	YES_LDAS	0.0223	GT	1.7232	AG	1.9086	["INTERCHROMOSOMAL[chr1--chr11]"]
HELA_CERVIX	TLR4--RP11-281A20.2	2	0	2.00	0.00	ONLY_REF_SPLICE	TLR4^ENSG00000136869.13	chr9:117704565:+	RP11-281A20.2^ENSG00000228512.2	chr9:117848065:+	YES_LDAS	0.0223	GT	1.7968	AG	1.8892	["INTRACHROMOSOMAL[chr9:0.07Mb]","NEIGHBORS[66577]"]
HELA_CERVIX	TLN2--TPM1	2	0	2.00	0.00	ONLY_REF_SPLICE	TLN2^ENSG00000171914.13	chr15:62390685:+	TPM1^ENSG00000140416.18	chr15:63056985:+	YES_LDAS	0.0223	GT	1.8892	AG	1.9329	["INTRACHROMOSOMAL[chr15:0.20Mb]"]
HELA_CERVIX	TFRC--ILF3	2	0	2.00	0.00	ONLY_REF_SPLICE	TFRC^ENSG00000072274.11	chr3:196069455:-	ILF3^ENSG00000129351.16	chr19:10687346:+	YES_LDAS	0.0223	GT	1.9219	AG	1.9899	["INTERCHROMOSOMAL[chr3--chr19]"]
HELA_CERVIX	SSH1--SUPV3L1	2	0	2.00	0.00	ONLY_REF_SPLICE	SSH1^ENSG00000084112.13	chr12:108800780:-	SUPV3L1^ENSG00000156502.12	chr10:69200280:+	YES_LDAS	0.0223	GT	1.6049	AG	1.6895	["INTERCHROMOSOMAL[chr12--chr10]"]
HELA_CERVIX	SREBF2--CFAP36	2	0	2.00	0.00	ONLY_REF_SPLICE	SREBF2^ENSG00000198911.10	chr22:41833358:+	CFAP36^ENSG00000163001.10	chr2:55533873:+	YES_LDAS	0.0223	GT	1.8892	AG	1.9219	["INTERCHROMOSOMAL[chr22--chr2]"]
HELA_CERVIX	SQSTM1--CANX	2	0	2.00	0.00	ONLY_REF_SPLICE	SQSTM1^ENSG00000161011.18	chr5:179825226:+	CANX^ENSG00000127022.13	chr5:179726680:+	YES_LDAS	0.0223	GT	1.7465	AG	1.0530	["TCGA_StarF2019","INTRACHROMOSOMAL[chr5:0.08Mb]","LOCAL_REARRANGEMENT:+:[75473]"]
HELA_CERVIX	SPIN1--DAZAP1	2	0	2.00	0.00	ONLY_REF_SPLICE	SPIN1^ENSG00000106723.15	chr9:88388538:+	DAZAP1^ENSG00000071626.15	chr19:1417500:+	YES_LDAS	0.0223	GT	1.8323	AG	1.8892	["INTERCHROMOSOMAL[chr9--chr19]"]
HELA_CERVIX	SNHG8--DMPK	2	0	2.00	0.00	ONLY_REF_SPLICE	SNHG8^ENSG00000269893.5	chr4:118278792:+	DMPK^ENSG00000104936.16	chr19:45779869:-	YES_LDAS	0.0223	GT	1.7819	AG	1.8323	["INTERCHROMOSOMAL[chr4--chr19]"]
HELA_CERVIX	SNHG3--HNRNPD	2	0	2.00	0.00	ONLY_REF_SPLICE	SNHG3^ENSG00000242125.3	chr1:28508160:+	HNRNPD^ENSG00000138668.17	chr4:82359639:-	YES_LDAS	0.0223	GT	1.7968	AG	1.5656	["INTERCHROMOSOMAL[chr1--chr4]"]
HELA_CERVIX	SNHG3--GNAS	2	0	2.00	0.00	ONLY_REF_SPLICE	SNHG3^ENSG00000242125.3	chr1:28508160:+	GNAS^ENSG00000087460.22	chr20:58895612:+	YES_LDAS	0.0223	GT	1.7968	AG	1.8892	["INTERCHROMOSOMAL[chr1--chr20]"]
HELA_CERVIX	SNHG3--DBF4	2	0	2.00	0.00	ONLY_REF_SPLICE	SNHG3^ENSG00000242125.3	chr1:28508160:+	DBF4^ENSG00000006634.6	chr7:87897297:+	YES_LDAS	0.0223	GT	1.7968	AG	1.6729	["INTERCHROMOSOMAL[chr1--chr7]"]
HELA_CERVIX	SENP2--MLH1	2	0	2.00	0.00	ONLY_REF_SPLICE	SENP2^ENSG00000163904.11	chr3:185586514:+	MLH1^ENSG00000076242.13	chr3:37047519:+	YES_LDAS	0.0223	GT	1.7819	AG	1.7465	["INTRACHROMOSOMAL[chr3:148.53Mb]"]
HELA_CERVIX	SDCBP--MRPL3	2	0	2.00	0.00	ONLY_REF_SPLICE	SDCBP^ENSG00000137575.10	chr8:58553303:+	MRPL3^ENSG00000114686.7	chr3:131471279:-	YES_LDAS	0.0223	GT	1.7819	AG	1.5301	["INTERCHROMOSOMAL[chr8--chr3]"]
HELA_CERVIX	RPS6KB1--VMP1	2	0	2.00	0.00	ONLY_REF_SPLICE	RPS6KB1^ENSG00000108443.12	chr17:59893325:+	VMP1^ENSG00000062716.9	chr17:59808796:+	YES_LDAS	0.0223	GT	1.3753	AG	1.8062	["YOSHIHARA_TCGA","TumorFusionsNAR2018","TCGA_StarF2019","ChimerSeq","Klijn_CellLines","CCLE_StarF2019","INTRACHROMOSOMAL[chr17:0.05Mb]","LOCAL_REARRANGEMENT:+:[50791]"]
HELA_CERVIX	RPS5--UBN1	2	0	2.00	0.00	ONLY_REF_SPLICE	RPS5^ENSG00000083845.7	chr19:58393487:+	UBN1^ENSG00000118900.13	chr16:4857990:+	YES_LDAS	0.0223	GT	1.9086	AG	1.8295	["INTERCHROMOSOMAL[chr19--chr16]"]
HELA_CERVIX	RPL31--FBL	2	0	2.00	0.00	ONLY_REF_SPLICE	RPL31^ENSG00000071082.9	chr2:101006071:+	FBL^ENSG00000105202.6	chr19:39836668:-	YES_LDAS	0.0223	GT	1.5656	AG	1.8062	["INTERCHROMOSOMAL[chr2--chr19]"]
HELA_CERVIX	RPL14--NACA	2	0	2.00	0.00	ONLY_REF_SPLICE	RPL14^ENSG00000188846.12	chr3:40461506:+	NACA^ENSG00000196531.9	chr12:56714439:-	YES_LDAS	0.0223	GT	1.4295	AG	1.8323	["INTERCHROMOSOMAL[chr3--chr12]"]
