group	truth_insertion_name	ref_chr	truth_ref_pos	vir_chr	pred_insertion_name	pred_chr_pos	total_reads
subset.insertion_seqs.fa	chr7~148919685~148920684~-~HPV35~3516~4515~-	chr7	148919685	HPV35	HPV35~4512~+~chr7~148919682~+	148919682	179
subset.insertion_seqs.fa	chr21~43031952~43032951~+~HPV35~752~1751~-	chr21	43032951	HPV35	chr21~43032951~+~HPV35~1750~-	43032951	196
subset.insertion_seqs.fa	chr10~79624942~79625941~+~HPV35~1234~2233~-	chr10	79625941	HPV35	chr10~79625940~+~HPV35~2235~-	79625940	191
subset.insertion_seqs.fa	chr14~37563205~37564204~+~HPV35~2355~3354~-	chr14	37564204	HPV35	chr14~37564203~+~HPV35~3356~-	37564203	189
subset.insertion_seqs.fa	chr13~112277644~112278643~-~HPV35~1991~2990~-	chr13	112277644	HPV35	HPV35~2989~+~chr13~112277643~+	112277643	159
subset.insertion_seqs.fa	chrX~6420967~6421966~-~HPV35~3284~4283~+	chrX	6420967	HPV35	HPV35~3283~-~chrX~6420965~+	6420965	188
subset.insertion_seqs.fa	chrX~90606090~90607089~-~HPV35~1541~2540~-	chrX	90606090	HPV35	HPV35~2541~+~chrX~90606086~+	90606086	131
subset.insertion_seqs.fa	chr12~38926999~38927998~-~HPV35~4894~5893~+	chr12	38926999	HPV35	HPV35~4893~-~chr12~38926997~+	38926997	187
subset.insertion_seqs.fa	chr18~56561239~56562238~-~HPV35~5320~6319~+	chr18	56561239	HPV35	HPV35~5319~-~chr18~56561238~+	56561238	185
subset.insertion_seqs.fa	chr18~62715179~62716178~+~HPV35~5509~6508~-	chr18	62716178	HPV35	chr18~62716178~+~HPV35~6505~-	62716178	177
subset.insertion_seqs.fa	chr18~71026199~71027198~-~HPV35~2201~3200~+	chr18	71026199	HPV35	HPV35~2197~-~chr18~71026197~+	71026197	191
subset.insertion_seqs.fa	chr11~38631859~38632858~-~HPV35~3816~4815~+	chr11	38631859	HPV35	HPV35~3814~-~chr11~38631852~+	38631852	37
subset.insertion_seqs.fa	chr11~128452705~128453704~-~HPV35~6421~7420~-	chr11	128452705	HPV35	HPV35~7418~+~chr11~128452704~+	128452704	167
subset.insertion_seqs.fa	chr5~54847859~54848858~+~HPV35~3461~4460~-	chr5	54848858	HPV35	chr5~54848857~+~HPV35~4458~-	54848857	168
subset.insertion_seqs.fa	chr5~83185421~83186420~-~HPV35~856~1855~+	chr5	83185421	HPV35	HPV35~855~-~chr5~83185415~+	83185415	194
subset.insertion_seqs.fa	chr1~209671320~209672319~-~HPV35~1915~2914~+	chr1	209671320	HPV35	HPV35~1914~-~chr1~209671319~+	209671319	184
subset.insertion_seqs.fa	chr17~73059665~73060664~+~HPV35~3041~4040~-	chr17	73060664	HPV35	chr17~73060663~+~HPV35~4039~-	73060663	180
subset.insertion_seqs.fa	chr22~20840140~20841139~+~HPV35~6377~7376~-	chr22	20841139	HPV35	chr22~20841138~+~HPV35~7374~-	20841138	168
subset.insertion_seqs.fa	chr22~25036207~25037206~-~HPV35~2508~3507~-	chr22	25036207	HPV35	HPV35~3504~+~chr22~25036206~+	25036206	24
subset.insertion_seqs.fa	chr22~27505457~27506456~-~HPV35~5160~6159~-	chr22	27505457	HPV35	HPV35~6157~+~chr22~27505456~+	27505456	169
subset.insertion_seqs.fa	chr4~5775495~5776494~-~HPV35~599~1598~+	chr4	5775495	HPV35	HPV35~598~-~chr4~5775494~+	5775494	186
subset.insertion_seqs.fa	chr4~28637957~28638956~-~HPV35~3400~4399~+	chr4	28637957	HPV35	HPV35~3398~-~chr4~28637956~+	28637956	187
subset.insertion_seqs.fa	chr4~73870797~73871796~-~HPV35~618~1617~+	chr4	73870797	HPV35	HPV35~617~-~chr4~73870796~+	73870796	188
subset.insertion_seqs.fa	chr4~83544510~83545509~+~HPV35~3909~4908~-	chr4	83545509	HPV35	chr4~83545508~+~HPV35~4906~-	83545508	165
subset.insertion_seqs.fa	chr4~125920263~125921262~-~HPV35~1998~2997~+	chr4	125920263	HPV35	HPV35~1997~-~chr4~125920261~+	125920261	191
subset.insertion_seqs.fa	chr4~73870797~73871796~-~HPV35~618~1617~+	chr4	73870797	HPV35	chr4~73870793~-~HPV35~617~+	73870793	171
subset.insertion_seqs.fa	chr5~83185421~83186420~-~HPV35~856~1855~+	chr5	83185421	HPV35	chr5~83185417~-~HPV35~855~+	83185417	179
subset.insertion_seqs.fa	chr5~83185421~83186420~-~HPV35~856~1855~+	chr5	83185421	HPV35	chr5~83185420~-~HPV35~855~+	83185420	179
subset.insertion_seqs.fa	chr20~42500392~42501391~+~HPV35~537~1536~-	chr20	42501391	HPV35	HPV35~1535~+~chr20~42501389~-	42501389	172
subset.insertion_seqs.fa	chr20~42500392~42501391~+~HPV35~537~1536~-	chr20	42501391	HPV35	HPV35~1535~+~chr20~42501390~-	42501390	173
subset.insertion_seqs.fa	chr10~79624942~79625941~+~HPV35~1234~2233~-	chr10	79625941	HPV35	HPV35~2235~+~chr10~79625943~-	79625943	175
subset.insertion_seqs.fa	chr8~56863279~56864278~-~HPV35~2797~3796~+	chr8	56863279	HPV35	chr8~56863277~-~HPV35~2796~+	56863277	170
subset.insertion_seqs.fa	chr8~56863279~56864278~-~HPV35~2797~3796~+	chr8	56863279	HPV35	chr8~56863279~-~HPV35~2796~+	56863279	170
subset.insertion_seqs.fa	chr6~96980448~96981447~-~HPV35~2896~3895~+	chr6	96980448	HPV35	chr6~96980445~-~HPV35~2895~+	96980445	171
subset.insertion_seqs.fa	chr6~96980448~96981447~-~HPV35~2896~3895~+	chr6	96980448	HPV35	chr6~96980446~-~HPV35~2895~+	96980446	170
subset.insertion_seqs.fa	chr14~37563205~37564204~+~HPV35~2355~3354~-	chr14	37564204	HPV35	HPV35~3356~+~chr14~37564201~-	37564201	172
subset.insertion_seqs.fa	chr4~28637957~28638956~-~HPV35~3400~4399~+	chr4	28637957	HPV35	chr4~28637955~-~HPV35~3398~+	28637955	171
subset.insertion_seqs.fa	chr10~79937626~79938625~+~HPV35~4333~5332~+	chr10	79938625	HPV35	chr10~79938625~+~HPV35~4332~+	79938625	177
subset.insertion_seqs.fa	chr15~40234960~40235959~-~HPV35~3552~4551~-	chr15	40234960	HPV35	HPV35~4557~+~chr15~40234959~+	40234959	168
subset.insertion_seqs.fa	chr15~40234960~40235959~-~HPV35~3552~4551~-	chr15	40234960	HPV35	HPV35~4557~+~chr15~40234960~+	40234960	167
subset.insertion_seqs.fa	chr15~72300966~72301965~+~HPV35~3736~4735~-	chr15	72301965	HPV35	HPV35~4734~+~chr15~72301963~-	72301963	163
subset.insertion_seqs.fa	chr12~38926999~38927998~-~HPV35~4894~5893~+	chr12	38926999	HPV35	chr12~38926994~-~HPV35~4893~+	38926994	173
subset.insertion_seqs.fa	chr12~38926999~38927998~-~HPV35~4894~5893~+	chr12	38926999	HPV35	chr12~38926999~-~HPV35~4893~+	38926999	173
subset.insertion_seqs.fa	chr2~4013589~4014588~-~HPV35~6012~7011~+	chr2	4013589	HPV35	chr2~4013585~-~HPV35~6010~+	4013585	180
subset.insertion_seqs.fa	chr18~62715179~62716178~+~HPV35~5509~6508~-	chr18	62716178	HPV35	HPV35~6507~+~chr18~62716195~-	62716195	18
subset.insertion_seqs.fa	chr2~89107074~89108073~-~HPV35~2358~3357~-	chr2	89107074	HPV35	HPV35~3355~+~chr2~89107072~+	89107072	127
subset.insertion_seqs.fa	chr3~88783088~88784087~-~HPV35~2151~3150~+	chr3	88783088	HPV35	HPV35~2149~-~chr3~88783087~+	88783087	190
subset.insertion_seqs.fa	chr10~49149296~49150295~-~HPV35~5813~6812~-	chr10	49149296	HPV35	HPV35~6812~+~chr10~49149295~+	49149295	190
subset.insertion_seqs.fa	chrX~25005368~25006367~-~HPV35~3022~4021~-	chrX	25005368	HPV35	HPV35~4018~+~chrX~25005366~+	25005366	180
subset.insertion_seqs.fa	chrX~115097919~115098918~+~HPV35~558~1557~+	chrX	115098918	HPV35	chrX~115098917~+~HPV35~557~+	115098917	188
subset.insertion_seqs.fa	chr11~38631859~38632858~-~HPV35~3816~4815~+	chr11	38631859	HPV35	chr11~38631860~-~HPV35~3814~+	38631860	170
subset.insertion_seqs.fa	chr15~28320458~28321457~+~HPV35~3041~4040~-	chr15	28321457	HPV35	HPV35~4039~+~chr15~28321456~-	28321456	19
subset.insertion_seqs.fa	chr3~91555828~91556827~-~HPV35~3913~4912~+	chr3	91555828	HPV35	NA	NA	NA
subset.insertion_seqs.fa	chr15~21932575~21933574~+~HPV35~264~1263~+	chr15	21933574	HPV35	NA	NA	NA
subset.insertion_seqs.fa	chr10~41311616~41312615~-~HPV35~5972~6971~+	chr10	41311616	HPV35	NA	NA	NA
subset.insertion_seqs.fa	chr1~108408132~108409131~-~HPV35~3592~4591~+	chr1	108408132	HPV35	NA	NA	NA
