#sample	entry	chrB	orientA	score	coordB	chrA	coordA	end	orientB	virus_brkend_grp	match	total
subset.insertion_seqs.fa	chr9~74210936~-~HPV16~92~+	HPV16	-	1	92	chr9	74210936	74210895	+	HPV16:92	38	1
subset.insertion_seqs.fa	chr9~67497403~-~HPV16~92~+	HPV16	-	4	92	chr9	67497403	67497362	+	HPV16:92	37	2
subset.insertion_seqs.fa	chr8~138092123~-~HPV16~92~+	HPV16	-	1	92	chr8	138092123	138092086	+	HPV16:92	36	1
subset.insertion_seqs.fa	chr6~83979959~-~HPV16~92~+	HPV16	-	1	92	chr6	83979959	83979918	+	HPV16:92	39	1
subset.insertion_seqs.fa	chr6~34165149~-~HPV16~92~+	HPV16	-	4	92	chr6	34165149	34165108	+	HPV16:92	38	2
subset.insertion_seqs.fa	chr4~167523536~-~HPV16~92~+	HPV16	-	1	92	chr4	167523536	167523499	+	HPV16:92	36	1
subset.insertion_seqs.fa	chr4~171363890~-~HPV16~92~+	HPV16	-	4	92	chr4	171363890	171363850	+	HPV16:92	38	2
subset.insertion_seqs.fa	chr3~96315555~-~HPV16~92~+	HPV16	-	4	92	chr3	96315555	96315514	+	HPV16:92	39	2
subset.insertion_seqs.fa	chr3~154199360~-~HPV16~92~+	HPV16	-	4	92	chr3	154199360	154199320	+	HPV16:92	38	2
subset.insertion_seqs.fa	chr3~163491497~-~HPV16~92~+	HPV16	-	1	92	chr3	163491497	163491460	+	HPV16:92	36	1
subset.insertion_seqs.fa	chr3~33347263~-~HPV16~92~+	HPV16	-	1	92	chr3	33347263	33347226	+	HPV16:92	35	1
subset.insertion_seqs.fa	chr2~155255479~-~HPV16~92~+	HPV16	-	4	92	chr2	155255479	155255438	+	HPV16:92	39	2
subset.insertion_seqs.fa	chr2~163821489~-~HPV16~92~+	HPV16	-	4	92	chr2	163821489	163821448	+	HPV16:92	39	2
subset.insertion_seqs.fa	chr2~208876309~-~HPV16~92~+	HPV16	-	1	92	chr2	208876309	208876272	+	HPV16:92	36	1
subset.insertion_seqs.fa	chr2~172159695~-~HPV16~92~+	HPV16	-	1	92	chr2	172159695	172159658	+	HPV16:92	35	1
subset.insertion_seqs.fa	chr2~57899426~-~HPV16~92~+	HPV16	-	4	92	chr2	57899426	57899388	+	HPV16:92	35	2
subset.insertion_seqs.fa	chr16~47344861~-~HPV16~92~+	HPV16	-	1	92	chr16	47344861	47344824	+	HPV16:92	36	1
subset.insertion_seqs.fa	chr15~73405656~-~HPV16~92~+	HPV16	-	4	92	chr15	73405656	73405616	+	HPV16:92	39	2
subset.insertion_seqs.fa	chr15~86306458~-~HPV16~92~+	HPV16	-	4	92	chr15	86306458	86306418	+	HPV16:92	37	2
subset.insertion_seqs.fa	chr12~66757374~-~HPV16~92~+	HPV16	-	1	92	chr12	66757374	66757337	+	HPV16:92	36	1
subset.insertion_seqs.fa	chr11~25155930~-~HPV16~92~+	HPV16	-	1	92	chr11	25155930	25155889	+	HPV16:92	39	1
subset.insertion_seqs.fa	chr11~55609309~-~HPV16~92~+	HPV16	-	1	92	chr11	55609309	55609268	+	HPV16:92	39	1
subset.insertion_seqs.fa	chr11~90606716~-~HPV16~92~+	HPV16	-	1	92	chr11	90606716	90606679	+	HPV16:92	36	1
subset.insertion_seqs.fa	chr10~52584912~-~HPV16~92~+	HPV16	-	4	92	chr10	52584912	52584872	+	HPV16:92	38	2
subset.insertion_seqs.fa	chr1~244170273~-~HPV16~92~+	HPV16	-	4	92	chr1	244170273	244170232	+	HPV16:92	37	2
subset.insertion_seqs.fa	chrX~114357194~-~HPV16~92~-	HPV16	-	4	92	chrX	114357194	114357234	-	HPV16:92	39	2
subset.insertion_seqs.fa	chrX~36516722~-~HPV16~92~-	HPV16	-	1	92	chrX	36516722	36516759	-	HPV16:92	35	1
subset.insertion_seqs.fa	chr9~62090977~-~HPV16~92~-	HPV16	-	1	92	chr9	62090977	62091018	-	HPV16:92	37	1
subset.insertion_seqs.fa	chr4~135350397~-~HPV16~92~-	HPV16	-	4	92	chr4	135350397	135350438	-	HPV16:92	39	2
subset.insertion_seqs.fa	chr4~88186230~-~HPV16~92~-	HPV16	-	1	92	chr4	88186230	88186267	-	HPV16:92	36	1
subset.insertion_seqs.fa	chr22~25995156~-~HPV16~92~-	HPV16	-	1	92	chr22	25995156	25995193	-	HPV16:92	36	1
subset.insertion_seqs.fa	chr2~67154048~-~HPV16~92~-	HPV16	-	4	92	chr2	67154048	67154088	-	HPV16:92	39	2
subset.insertion_seqs.fa	chr2~31444760~-~HPV16~92~-	HPV16	-	4	92	chr2	31444760	31444800	-	HPV16:92	38	2
subset.insertion_seqs.fa	chr15~44353646~-~HPV16~92~-	HPV16	-	1	92	chr15	44353646	44353683	-	HPV16:92	35	1
subset.insertion_seqs.fa	chr12~31541917~-~HPV16~92~-	HPV16	-	1	92	chr12	31541917	31541954	-	HPV16:92	36	1
subset.insertion_seqs.fa	chr12~98747823~-~HPV16~92~-	HPV16	-	1	92	chr12	98747823	98747860	-	HPV16:92	35	1
subset.insertion_seqs.fa	chr10~33902158~-~HPV16~92~-	HPV16	-	4	92	chr10	33902158	33902198	-	HPV16:92	39	2
subset.insertion_seqs.fa	chr8~92899548~-~HPV16~93~+	HPV16	-	1	93	chr8	92899548	92899520	+	HPV16:93	27	1
subset.insertion_seqs.fa	chrX~35917338~-~HPV16~93~-	HPV16	-	1	93	chrX	35917338	35917366	-	HPV16:93	27	1
subset.insertion_seqs.fa	chr7~153486009~-~HPV16~93~-	HPV16	-	1	93	chr7	153486009	153486037	-	HPV16:93	27	1
subset.insertion_seqs.fa	chr2~192283745~-~HPV16~152~-	HPV16	-	10	152	chr2	192283745	192283778	-	HPV16:152	35	2
subset.insertion_seqs.fa	chr2~192283746~-~HPV16~152~-	HPV16	-	7	152	chr2	192283746	192283775	-	HPV16:152	29	1
subset.insertion_seqs.fa	chrX~123652657~-~HPV16~911~+	HPV16	-	4	911	chrX	123652657	123652620	+	HPV16:911	41	5
subset.insertion_seqs.fa	chrX~111186517~-~HPV16~911~+	HPV16	-	4	911	chrX	111186517	111186481	+	HPV16:911	41	6
subset.insertion_seqs.fa	chrX~13185366~-~HPV16~911~+	HPV16	-	4	911	chrX	13185366	13185329	+	HPV16:911	41	5
subset.insertion_seqs.fa	chrX~155649992~-~HPV16~911~+	HPV16	-	4	911	chrX	155649992	155649956	+	HPV16:911	40	6
subset.insertion_seqs.fa	chrX~42511394~-~HPV16~911~+	HPV16	-	4	911	chrX	42511394	42511358	+	HPV16:911	40	6
subset.insertion_seqs.fa	chrX~68104047~-~HPV16~911~+	HPV16	-	4	911	chrX	68104047	68104008	+	HPV16:911	39	4
subset.insertion_seqs.fa	chr9~112980107~-~HPV16~911~+	HPV16	-	4	911	chr9	112980107	112980068	+	HPV16:911	40	4
subset.insertion_seqs.fa	chr9~78459962~-~HPV16~911~+	HPV16	-	4	911	chr9	78459962	78459924	+	HPV16:911	41	4
subset.insertion_seqs.fa	chr8~25527965~-~HPV16~911~+	HPV16	-	4	911	chr8	25527965	25527929	+	HPV16:911	41	6
subset.insertion_seqs.fa	chr8~78754273~-~HPV16~911~+	HPV16	-	4	911	chr8	78754273	78754236	+	HPV16:911	39	5
subset.insertion_seqs.fa	chr8~111989934~-~HPV16~911~+	HPV16	-	4	911	chr8	111989934	111989898	+	HPV16:911	39	6
subset.insertion_seqs.fa	chr7~107536495~-~HPV16~911~+	HPV16	-	4	911	chr7	107536495	107536459	+	HPV16:911	41	6
subset.insertion_seqs.fa	chr7~97240096~-~HPV16~911~+	HPV16	-	4	911	chr7	97240096	97240058	+	HPV16:911	41	4
subset.insertion_seqs.fa	chr7~53652410~-~HPV16~911~+	HPV16	-	4	911	chr7	53652410	53652372	+	HPV16:911	41	4
subset.insertion_seqs.fa	chr7~89544313~-~HPV16~911~+	HPV16	-	4	911	chr7	89544313	89544274	+	HPV16:911	39	4
subset.insertion_seqs.fa	chr6~86241011~-~HPV16~911~+	HPV16	-	4	911	chr6	86241011	86240972	+	HPV16:911	41	4
subset.insertion_seqs.fa	chr6~76200718~-~HPV16~911~+	HPV16	-	4	911	chr6	76200718	76200682	+	HPV16:911	41	6
subset.insertion_seqs.fa	chr6~67615573~-~HPV16~911~+	HPV16	-	4	911	chr6	67615573	67615537	+	HPV16:911	40	5
subset.insertion_seqs.fa	chr6~77522797~-~HPV16~911~+	HPV16	-	10	911	chr6	77522797	77522760	+	HPV16:911	40	5
subset.insertion_seqs.fa	chr6~65564004~-~HPV16~911~+	HPV16	-	4	911	chr6	65564004	65563975	+	HPV16:911	34	3
subset.insertion_seqs.fa	chr6~63833442~-~HPV16~911~+	HPV16	-	4	911	chr6	63833442	63833404	+	HPV16:911	38	4
subset.insertion_seqs.fa	chr5~100784409~-~HPV16~911~+	HPV16	-	4	911	chr5	100784409	100784373	+	HPV16:911	40	6
subset.insertion_seqs.fa	chr5~86060971~-~HPV16~911~+	HPV16	-	4	911	chr5	86060971	86060934	+	HPV16:911	41	5
subset.insertion_seqs.fa	chr5~98672990~-~HPV16~911~+	HPV16	-	1	911	chr5	98672990	98672955	+	HPV16:911	34	1
subset.insertion_seqs.fa	chr4~108998348~-~HPV16~911~+	HPV16	-	4	911	chr4	108998348	108998310	+	HPV16:911	41	4
subset.insertion_seqs.fa	chr4~107420188~-~HPV16~911~+	HPV16	-	4	911	chr4	107420188	107420151	+	HPV16:911	41	5
subset.insertion_seqs.fa	chr3~88186318~-~HPV16~911~+	HPV16	-	4	911	chr3	88186318	88186280	+	HPV16:911	40	4
subset.insertion_seqs.fa	chr3~74973224~-~HPV16~911~+	HPV16	-	4	911	chr3	74973224	74973188	+	HPV16:911	37	4
subset.insertion_seqs.fa	chr3~43663764~-~HPV16~911~+	HPV16	-	4	911	chr3	43663764	43663726	+	HPV16:911	39	4
subset.insertion_seqs.fa	chr22~22971379~-~HPV16~911~+	HPV16	-	4	911	chr22	22971379	22971343	+	HPV16:911	41	6
subset.insertion_seqs.fa	chr21~16883165~-~HPV16~911~+	HPV16	-	4	911	chr21	16883165	16883129	+	HPV16:911	39	6
subset.insertion_seqs.fa	chr20~35163284~-~HPV16~911~+	HPV16	-	4	911	chr20	35163284	35163244	+	HPV16:911	40	4
subset.insertion_seqs.fa	chr2~177458557~-~HPV16~911~+	HPV16	-	4	911	chr2	177458557	177458518	+	HPV16:911	40	4
subset.insertion_seqs.fa	chr19~22982247~-~HPV16~911~+	HPV16	-	4	911	chr19	22982247	22982211	+	HPV16:911	40	5
subset.insertion_seqs.fa	chr19~22188736~-~HPV16~911~+	HPV16	-	1	911	chr19	22188736	22188701	+	HPV16:911	34	1
subset.insertion_seqs.fa	chr18~74057598~-~HPV16~911~+	HPV16	-	4	911	chr18	74057598	74057560	+	HPV16:911	40	4
subset.insertion_seqs.fa	chr14~101144848~-~HPV16~911~+	HPV16	-	4	911	chr14	101144848	101144810	+	HPV16:911	38	4
subset.insertion_seqs.fa	chr14~97679089~-~HPV16~911~+	HPV16	-	4	911	chr14	97679089	97679050	+	HPV16:911	39	4
subset.insertion_seqs.fa	chr14~66298837~-~HPV16~911~+	HPV16	-	4	911	chr14	66298837	66298800	+	HPV16:911	39	5
subset.insertion_seqs.fa	chr13~54223257~-~HPV16~911~+	HPV16	-	4	911	chr13	54223257	54223218	+	HPV16:911	40	4
subset.insertion_seqs.fa	chr12~60239003~-~HPV16~911~+	HPV16	-	4	911	chr12	60239003	60238967	+	HPV16:911	40	6
subset.insertion_seqs.fa	chr12~33467098~-~HPV16~911~+	HPV16	-	4	911	chr12	33467098	33467061	+	HPV16:911	41	5
subset.insertion_seqs.fa	chr12~66480294~-~HPV16~911~+	HPV16	-	4	911	chr12	66480294	66480256	+	HPV16:911	40	4
subset.insertion_seqs.fa	chr12~20955475~-~HPV16~911~+	HPV16	-	4	911	chr12	20955475	20955446	+	HPV16:911	34	3
subset.insertion_seqs.fa	chr11~112427040~-~HPV16~911~+	HPV16	-	4	911	chr11	112427040	112427002	+	HPV16:911	40	4
subset.insertion_seqs.fa	chr10~118865047~-~HPV16~911~+	HPV16	-	4	911	chr10	118865047	118865010	+	HPV16:911	41	5
subset.insertion_seqs.fa	chr10~108529698~-~HPV16~911~+	HPV16	-	4	911	chr10	108529698	108529660	+	HPV16:911	39	4
subset.insertion_seqs.fa	chr10~31454644~-~HPV16~911~+	HPV16	-	4	911	chr10	31454644	31454606	+	HPV16:911	39	4
subset.insertion_seqs.fa	chr1~46732892~-~HPV16~911~+	HPV16	-	4	911	chr1	46732892	46732854	+	HPV16:911	40	4
subset.insertion_seqs.fa	chr1~226998028~-~HPV16~911~+	HPV16	-	4	911	chr1	226998028	226997991	+	HPV16:911	40	5
subset.insertion_seqs.fa	chr1~197829479~-~HPV16~911~+	HPV16	-	4	911	chr1	197829479	197829440	+	HPV16:911	40	4
subset.insertion_seqs.fa	chr1~177715780~-~HPV16~911~+	HPV16	-	4	911	chr1	177715780	177715742	+	HPV16:911	39	4
subset.insertion_seqs.fa	chr1~114936778~-~HPV16~911~+	HPV16	-	4	911	chr1	114936778	114936740	+	HPV16:911	39	4
subset.insertion_seqs.fa	chr1~242591305~-~HPV16~911~+	HPV16	-	4	911	chr1	242591305	242591267	+	HPV16:911	34	2
subset.insertion_seqs.fa	chrX~100158377~-~HPV16~911~-	HPV16	-	4	911	chrX	100158377	100158413	-	HPV16:911	41	6
subset.insertion_seqs.fa	chrX~83430656~-~HPV16~911~-	HPV16	-	4	911	chrX	83430656	83430694	-	HPV16:911	41	4
subset.insertion_seqs.fa	chrX~75720410~-~HPV16~911~-	HPV16	-	4	911	chrX	75720410	75720447	-	HPV16:911	41	5
subset.insertion_seqs.fa	chrX~78479477~-~HPV16~911~-	HPV16	-	4	911	chrX	78479477	78479513	-	HPV16:911	39	6
subset.insertion_seqs.fa	chrX~124973683~-~HPV16~911~-	HPV16	-	4	911	chrX	124973683	124973720	-	HPV16:911	39	5
subset.insertion_seqs.fa	chr9~21271412~-~HPV16~911~-	HPV16	-	4	911	chr9	21271412	21271446	-	HPV16:911	35	3
subset.insertion_seqs.fa	chr9~31226294~-~HPV16~911~-	HPV16	-	4	911	chr9	31226294	31226332	-	HPV16:911	40	4
subset.insertion_seqs.fa	chr9~85253933~-~HPV16~911~-	HPV16	-	4	911	chr9	85253933	85253970	-	HPV16:911	39	5
subset.insertion_seqs.fa	chr8~140903782~-~HPV16~911~-	HPV16	-	4	911	chr8	140903782	140903818	-	HPV16:911	41	6
subset.insertion_seqs.fa	chr8~48387095~-~HPV16~911~-	HPV16	-	4	911	chr8	48387095	48387127	-	HPV16:911	36	4
subset.insertion_seqs.fa	chr7~21341128~-~HPV16~911~-	HPV16	-	4	911	chr7	21341128	21341165	-	HPV16:911	40	5
subset.insertion_seqs.fa	chr7~30382427~-~HPV16~911~-	HPV16	-	4	911	chr7	30382427	30382466	-	HPV16:911	40	4
subset.insertion_seqs.fa	chr6~144504024~-~HPV16~911~-	HPV16	-	4	911	chr6	144504024	144504061	-	HPV16:911	41	5
subset.insertion_seqs.fa	chr6~117806763~-~HPV16~911~-	HPV16	-	4	911	chr6	117806763	117806798	-	HPV16:911	39	5
subset.insertion_seqs.fa	chr6~86805366~-~HPV16~911~-	HPV16	-	4	911	chr6	86805366	86805404	-	HPV16:911	39	4
subset.insertion_seqs.fa	chr6~6946115~-~HPV16~911~-	HPV16	-	4	911	chr6	6946115	6946154	-	HPV16:911	39	4
subset.insertion_seqs.fa	chr5~130512520~-~HPV16~911~-	HPV16	-	4	911	chr5	130512520	130512557	-	HPV16:911	41	5
subset.insertion_seqs.fa	chr5~126072049~-~HPV16~911~-	HPV16	-	4	911	chr5	126072049	126072086	-	HPV16:911	41	5
subset.insertion_seqs.fa	chr5~66218676~-~HPV16~911~-	HPV16	-	4	911	chr5	66218676	66218713	-	HPV16:911	40	5
subset.insertion_seqs.fa	chr5~169518787~-~HPV16~911~-	HPV16	-	4	911	chr5	169518787	169518826	-	HPV16:911	40	4
subset.insertion_seqs.fa	chr5~97702064~-~HPV16~911~-	HPV16	-	4	911	chr5	97702064	97702102	-	HPV16:911	39	4
subset.insertion_seqs.fa	chr5~77384263~-~HPV16~911~-	HPV16	-	4	911	chr5	77384263	77384304	-	HPV16:911	40	4
subset.insertion_seqs.fa	chr4~165267099~-~HPV16~911~-	HPV16	-	4	911	chr4	165267099	165267135	-	HPV16:911	41	6
subset.insertion_seqs.fa	chr4~111916496~-~HPV16~911~-	HPV16	-	4	911	chr4	111916496	111916532	-	HPV16:911	41	6
subset.insertion_seqs.fa	chr4~77297266~-~HPV16~911~-	HPV16	-	4	911	chr4	77297266	77297304	-	HPV16:911	41	4
subset.insertion_seqs.fa	chr4~173612186~-~HPV16~911~-	HPV16	-	4	911	chr4	173612186	173612222	-	HPV16:911	40	6
subset.insertion_seqs.fa	chr4~143125220~-~HPV16~911~-	HPV16	-	4	911	chr4	143125220	143125252	-	HPV16:911	34	2
subset.insertion_seqs.fa	chr4~94951060~-~HPV16~911~-	HPV16	-	4	911	chr4	94951060	94951097	-	HPV16:911	40	5
subset.insertion_seqs.fa	chr3~166396240~-~HPV16~911~-	HPV16	-	4	911	chr3	166396240	166396276	-	HPV16:911	41	6
subset.insertion_seqs.fa	chr3~145478785~-~HPV16~911~-	HPV16	-	4	911	chr3	145478785	145478824	-	HPV16:911	40	4
subset.insertion_seqs.fa	chr3~106220190~-~HPV16~911~-	HPV16	-	4	911	chr3	106220190	106220226	-	HPV16:911	40	6
subset.insertion_seqs.fa	chr3~54277907~-~HPV16~911~-	HPV16	-	4	911	chr3	54277907	54277946	-	HPV16:911	41	4
subset.insertion_seqs.fa	chr22~35026738~-~HPV16~911~-	HPV16	-	4	911	chr22	35026738	35026774	-	HPV16:911	41	6
subset.insertion_seqs.fa	chr20~19846505~-~HPV16~911~-	HPV16	-	4	911	chr20	19846505	19846541	-	HPV16:911	38	6
subset.insertion_seqs.fa	chr20~11884921~-~HPV16~911~-	HPV16	-	4	911	chr20	11884921	11884958	-	HPV16:911	41	5
subset.insertion_seqs.fa	chr20~11422019~-~HPV16~911~-	HPV16	-	4	911	chr20	11422019	11422056	-	HPV16:911	39	5
subset.insertion_seqs.fa	chr2~161099576~-~HPV16~911~-	HPV16	-	4	911	chr2	161099576	161099612	-	HPV16:911	41	6
subset.insertion_seqs.fa	chr2~147517809~-~HPV16~911~-	HPV16	-	4	911	chr2	147517809	147517845	-	HPV16:911	41	6
subset.insertion_seqs.fa	chr2~56600157~-~HPV16~911~-	HPV16	-	4	911	chr2	56600157	56600193	-	HPV16:911	41	6
subset.insertion_seqs.fa	chr2~147582239~-~HPV16~911~-	HPV16	-	4	911	chr2	147582239	147582278	-	HPV16:911	40	4
subset.insertion_seqs.fa	chr2~73506566~-~HPV16~911~-	HPV16	-	4	911	chr2	73506566	73506606	-	HPV16:911	39	3
subset.insertion_seqs.fa	chr2~196706299~-~HPV16~911~-	HPV16	-	4	911	chr2	196706299	196706335	-	HPV16:911	34	2
subset.insertion_seqs.fa	chr19~29251412~-~HPV16~911~-	HPV16	-	4	911	chr19	29251412	29251450	-	HPV16:911	41	4
subset.insertion_seqs.fa	chr18~51094595~-~HPV16~911~-	HPV16	-	4	911	chr18	51094595	51094634	-	HPV16:911	41	4
subset.insertion_seqs.fa	chr18~44162578~-~HPV16~911~-	HPV16	-	4	911	chr18	44162578	44162614	-	HPV16:911	41	6
subset.insertion_seqs.fa	chr18~43262348~-~HPV16~911~-	HPV16	-	4	911	chr18	43262348	43262384	-	HPV16:911	40	6
subset.insertion_seqs.fa	chr14~29025217~-~HPV16~911~-	HPV16	-	4	911	chr14	29025217	29025256	-	HPV16:911	40	4
subset.insertion_seqs.fa	chr13~110076888~-~HPV16~911~-	HPV16	-	4	911	chr13	110076888	110076926	-	HPV16:911	40	4
subset.insertion_seqs.fa	chr11~97194510~-~HPV16~911~-	HPV16	-	4	911	chr11	97194510	97194547	-	HPV16:911	41	5
subset.insertion_seqs.fa	chr11~78599206~-~HPV16~911~-	HPV16	-	4	911	chr11	78599206	78599243	-	HPV16:911	41	5
subset.insertion_seqs.fa	chr11~40846937~-~HPV16~911~-	HPV16	-	4	911	chr11	40846937	40846973	-	HPV16:911	41	6
subset.insertion_seqs.fa	chr11~39153149~-~HPV16~911~-	HPV16	-	4	911	chr11	39153149	39153188	-	HPV16:911	41	4
subset.insertion_seqs.fa	chr11~50313454~-~HPV16~911~-	HPV16	-	4	911	chr11	50313454	50313488	-	HPV16:911	36	3
subset.insertion_seqs.fa	chr11~24850899~-~HPV16~911~-	HPV16	-	4	911	chr11	24850899	24850931	-	HPV16:911	34	2
subset.insertion_seqs.fa	chr11~82952154~-~HPV16~911~-	HPV16	-	4	911	chr11	82952154	82952192	-	HPV16:911	38	4
subset.insertion_seqs.fa	chr1~186725631~-~HPV16~911~-	HPV16	-	4	911	chr1	186725631	186725668	-	HPV16:911	41	5
subset.insertion_seqs.fa	chr1~87068344~-~HPV16~911~-	HPV16	-	4	911	chr1	87068344	87068380	-	HPV16:911	41	6
subset.insertion_seqs.fa	chr1~85430678~-~HPV16~911~-	HPV16	-	4	911	chr1	85430678	85430714	-	HPV16:911	36	2
subset.insertion_seqs.fa	chr1~181957886~-~HPV16~911~-	HPV16	-	4	911	chr1	181957886	181957924	-	HPV16:911	40	4
subset.insertion_seqs.fa	chr1~105945090~-~HPV16~911~-	HPV16	-	4	911	chr1	105945090	105945128	-	HPV16:911	39	4
subset.insertion_seqs.fa	chr1~108515562~-~HPV16~911~-	HPV16	-	4	911	chr1	108515562	108515598	-	HPV16:911	35	2
subset.insertion_seqs.fa	chr1~102651798~-~HPV16~911~-	HPV16	-	4	911	chr1	102651798	102651835	-	HPV16:911	39	5
subset.insertion_seqs.fa	chr1~179461830~-~HPV16~911~-	HPV16	-	4	911	chr1	179461830	179461868	-	HPV16:911	33	2
subset.insertion_seqs.fa	chr3~110844076~-~HPV16~911~+	HPV16	-	4	911	chr3	110844076	110844039	+	HPV16:911	39	5
subset.insertion_seqs.fa	chrX~89678564~-~HPV16~911~+	HPV16	-	4	911	chrX	89678564	89678520	+	HPV16:911	41	3
subset.insertion_seqs.fa	chrX~28459560~-~HPV16~911~+	HPV16	-	4	911	chrX	28459560	28459516	+	HPV16:911	40	3
subset.insertion_seqs.fa	chr9~73898202~-~HPV16~911~+	HPV16	-	4	911	chr9	73898202	73898161	+	HPV16:911	41	3
subset.insertion_seqs.fa	chr8~57486345~-~HPV16~911~+	HPV16	-	4	911	chr8	57486345	57486305	+	HPV16:911	39	3
subset.insertion_seqs.fa	chr6~130909761~-~HPV16~911~+	HPV16	-	4	911	chr6	130909761	130909721	+	HPV16:911	40	3
subset.insertion_seqs.fa	chr6~152675450~-~HPV16~911~+	HPV16	-	4	911	chr6	152675450	152675410	+	HPV16:911	40	3
subset.insertion_seqs.fa	chr6~121250962~-~HPV16~911~+	HPV16	-	4	911	chr6	121250962	121250920	+	HPV16:911	38	2
subset.insertion_seqs.fa	chr4~33868607~-~HPV16~911~+	HPV16	-	4	911	chr4	33868607	33868567	+	HPV16:911	40	3
subset.insertion_seqs.fa	chr4~82278347~-~HPV16~911~+	HPV16	-	4	911	chr4	82278347	82278303	+	HPV16:911	40	3
subset.insertion_seqs.fa	chr4~48284277~-~HPV16~911~+	HPV16	-	4	911	chr4	48284277	48284234	+	HPV16:911	38	2
subset.insertion_seqs.fa	chr3~114536371~-~HPV16~911~+	HPV16	-	4	911	chr3	114536371	114536331	+	HPV16:911	39	3
subset.insertion_seqs.fa	chr3~121171582~-~HPV16~911~+	HPV16	-	4	911	chr3	121171582	121171542	+	HPV16:911	40	3
subset.insertion_seqs.fa	chr2~147186757~-~HPV16~911~+	HPV16	-	4	911	chr2	147186757	147186717	+	HPV16:911	40	3
subset.insertion_seqs.fa	chr2~51895687~-~HPV16~911~+	HPV16	-	4	911	chr2	51895687	51895643	+	HPV16:911	41	3
